Customer ID,avgSpent,Nsessions,Max,Min,DistinctItem,avgItemSession,MaxSessionsMonth,MeanTimeGap
12415.0,59.0175,4,167.66,17.35,91,316.75,11,50.66666666666666
12416.0,16.88,1,16.88,16.88,11,132.0,2,0.0
12417.0,31.65,10,58.04,13.22,105,95.0,12,38.55555555555556
12418.0,59.98333333333333,3,68.56,52.23,56,208.66666666666663,12,130.5
12419.0,16.720000000000002,2,30.49,2.95,19,108.5,11,28.0
12421.0,16.88,2,27.11,6.65,16,82.5,10,90.0
12422.0,29.2225,8,53.96,6.7,88,116.125,10,37.71428571428572
12423.0,39.81,3,48.8,27.19,49,199.0,12,56.0
12427.0,22.75,1,22.75,22.75,8,68.0,3,0.0
12429.0,28.092,5,61.17,2.55,49,161.8,11,13.75
12434.0,58.17,1,58.17,58.17,19,137.0,11,0.0
12435.0,41.19,3,51.1,33.8,43,255.0,12,57.0
12439.0,9.24,1,9.24,9.24,4,32.0,1,0.0
12440.0,28.83,1,28.83,28.83,9,73.0,3,0.0
12441.0,22.71,1,22.71,22.71,10,120.0,8,0.0
12445.0,55.34,1,55.34,55.34,20,144.0,10,0.0
12450.0,16.08,3,20.45,7.7,23,103.33333333333331,9,63.0
12455.0,28.290000000000003,3,44.48,12.63,36,151.33333333333334,11,113.5
12457.0,46.95,1,46.95,46.95,15,138.0,9,0.0
12458.0,41.85,2,50.21,33.49,42,237.0,9,29.0
12459.0,42.1,1,42.1,42.1,19,205.0,4,0.0
12460.0,34.01,1,34.01,34.01,14,162.0,9,0.0
12467.0,14.56,1,14.56,14.56,9,129.0,12,0.0
12470.0,61.65,1,61.65,61.65,21,93.0,1,0.0
12475.0,49.39,1,49.39,49.39,22,230.0,10,0.0
12480.0,55.91,3,87.9,30.39,68,280.6666666666667,8,45.5
12481.0,48.105,6,129.82,7.75,107,349.3333333333333,12,19.8
12483.0,12.511111111111113,9,21.4,3.9,32,73.88888888888889,11,37.375
12484.0,51.032,5,117.69,1.25,102,147.6,8,49.5
12486.0,123.91,1,123.91,123.91,42,358.0,4,0.0
12490.0,39.82111111111111,9,54.74,22.65,102,209.5555555555556,11,37.375
12492.0,33.55,1,33.55,33.55,19,241.0,1,0.0
12494.0,16.2,4,33.25,1.65,26,56.25,12,31.666666666666668
12495.0,40.0,1,40.0,40.0,14,124.0,9,0.0
12496.0,9.635,2,18.02,1.25,10,15.0,3,0.0
12499.0,35.33,1,35.33,35.33,23,214.0,5,0.0
12500.0,29.89428571428571,7,94.7,9.65,60,66.57142857142857,11,42.0
12505.0,89.55,1,89.55,89.55,35,302.0,10,0.0
12507.0,39.05,1,39.05,39.05,23,317.0,4,0.0
12510.0,52.6025,4,83.99,0.85,69,214.5,6,46.0
12515.0,29.55,1,29.55,29.55,11,120.0,12,0.0
12516.0,23.375,2,29.2,17.55,31,280.0,5,21.0
12519.0,53.74,1,53.74,53.74,20,162.0,8,0.0
12523.0,30.08272727272728,11,60.59,4.25,88,106.63636363636364,12,24.1
12524.0,23.1125,4,70.25,1.65,40,137.75,10,67.0
12525.0,40.85333333333333,3,67.76,13.85,53,165.66666666666666,7,102.0
12527.0,10.7,1,10.7,10.7,10,184.0,6,0.0
12529.0,43.96,1,43.96,43.96,19,190.0,6,0.0
12530.0,25.554,5,30.5,22.96,56,169.0,10,45.5
12533.0,57.09,1,57.09,57.09,25,214.0,3,0.0
12538.0,27.32,1,27.32,27.32,10,106.0,11,0.0
12539.0,44.56,1,44.56,44.56,22,337.0,9,0.0
12542.0,35.9,2,56.26,15.54,35,211.5,12,96.0
12547.0,12.07,1,12.07,12.07,12,174.0,7,0.0
12549.0,14.954,5,34.82,5.0,33,124.4,12,77.0
12551.0,16.8,1,16.8,16.8,10,100.0,12,0.0
12553.0,57.08,2,57.09,57.07,33,169.5,12,21.0
12554.0,52.98,1,52.98,52.98,23,233.0,9,0.0
12562.0,32.275,2,42.2,22.35,26,165.0,11,50.0
12563.0,22.98,1,22.98,22.98,12,112.0,10,0.0
12567.0,66.36714285714285,7,131.58,23.0,130,226.0,11,31.33333333333333
12568.0,2.52,1,2.52,2.52,3,45.0,5,0.0
12573.0,50.645,4,74.81,25.34,81,80.75,11,28.0
12576.0,34.803333333333335,3,50.65,26.41,48,162.66666666666666,12,112.66666666666669
12578.0,57.28,2,66.09,48.47,47,324.0,11,58.0
12580.0,70.4,1,70.4,70.4,32,298.0,12,0.0
12582.0,100.1,2,145.32,54.88,69,286.0,11,23.0
12586.0,80.58500000000001,2,86.3,74.87,45,205.5,11,40.0
12588.0,25.56,2,32.85,18.27,21,183.0,5,20.0
12589.0,69.5575,4,104.0,38.89,88,348.5,10,89.33333333333333
12591.0,45.35,2,78.35000000000001,12.35,32,204.5,11,18.0
12592.0,20.71,2,20.71,20.71,19,285.0,8,0.0
12594.0,32.656,5,68.05,12.2,56,135.4,11,67.0
12595.0,31.18,1,31.18,31.18,14,136.0,7,0.0
12598.0,44.30666666666667,3,74.28,2.54,58,205.3333333333333,3,29.5
12599.0,10.111666666666666,6,23.5,3.15,32,153.33333333333334,12,30.4
12600.0,18.934,10,37.34,4.57,28,52.8,12,36.11111111111112
12601.0,5.05,1,5.05,5.05,3,42.0,10,0.0
12605.0,35.36,3,52.24,18.22,62,307.3333333333333,12,77.0
12608.0,22.4,1,22.4,22.4,12,83.0,10,0.0
12609.0,47.67,5,63.6,17.1,69,147.2,11,82.5
12613.0,62.2375,4,76.69,40.64,79,222.75,11,51.0
12616.0,43.05,1,43.05,43.05,19,208.0,11,0.0
12619.0,12.73,1,12.73,12.73,9,139.0,5,0.0
12623.0,54.43333333333334,6,120.71,29.65,103,260.8333333333333,12,60.2
12629.0,26.925,2,28.94,24.91,36,294.5,12,21.0
12631.0,73.424,5,114.94,2.55,99,269.0,9,47.4
12632.0,20.495,2,24.79,16.2,29,240.5,7,44.0
12634.0,25.55,1,25.55,25.55,19,336.0,9,0.0
12635.0,71.525,2,77.7,65.35,71,364.0,12,93.0
12637.0,110.605,4,176.84,58.64,154,281.0,11,55.0
12638.0,9.25,1,9.25,9.25,7,78.0,10,0.0
12639.0,39.445,2,55.37,23.52,35,193.5,3,71.0
12644.0,64.69,3,95.77,25.1,68,231.66666666666663,7,84.5
12645.0,39.0375,4,46.43,33.65,70,248.75,10,72.5
12648.0,39.25666666666667,3,66.95,18.37,29,100.33333333333331,9,44.5
12649.0,29.0675,4,34.78,21.65,66,231.25,12,73.0
12651.0,13.666666666666666,3,16.4,12.05,21,62.333333333333336,11,43.5
12652.0,15.0,1,15.0,15.0,3,31.0,1,0.0
12655.0,49.95,1,49.95,49.95,13,76.0,12,0.0
12656.0,92.70666666666666,3,148.7,48.5,101,354.0,10,68.5
12661.0,9.65,1,9.65,9.65,11,216.0,9,0.0
12662.0,37.28,10,65.08,21.5,88,149.5,11,35.888888888888886
12663.0,10.65,2,16.35,4.95,6,17.0,9,161.0
12665.0,13.575,2,19.0,8.15,12,63.0,10,77.0
12666.0,74.35,1,74.35,74.35,27,306.0,10,0.0
12670.0,31.405,2,32.95,29.86,17,102.0,11,17.0
12672.0,36.75,1,36.75,36.75,10,57.0,4,0.0
12673.0,66.75,1,66.75,66.75,29,306.0,3,0.0
12676.0,21.3175,4,28.45,13.9,40,201.5,10,25.0
12678.0,11.301428571428572,7,26.45,2.5,35,92.85714285714286,12,33.166666666666664
12683.0,36.32833333333334,6,54.64,16.77,93,240.5,9,37.4
12686.0,4.81,1,4.81,4.81,6,106.0,3,0.0
12691.0,12.45,2,13.85,11.05,7,38.0,12,63.0
12692.0,40.6,1,40.6,40.6,13,36.0,12,0.0
12693.0,26.6,3,60.01,7.65,30,86.33333333333333,9,64.5
12695.0,35.85333333333333,3,58.04,10.44,25,73.66666666666667,12,109.0
12698.0,29.950000000000003,1,29.950000000000003,29.950000000000003,12,102.0,4,0.0
12699.0,77.66,1,77.66,77.66,38,366.0,10,0.0
12701.0,50.125,4,71.48,18.43,76,229.0,6,57.66666666666666
12703.0,28.52,3,64.96,9.25,40,131.33333333333334,3,25.5
12708.0,32.24375,8,48.9,23.09,63,126.625,10,42.85714285714285
12712.0,34.25333333333334,9,57.85,20.14,78,95.66666666666669,10,27.125
12717.0,45.39,1,45.39,45.39,15,93.0,4,0.0
12720.0,49.54833333333334,6,100.78,5.050000000000001,126,289.6666666666667,12,43.8
12721.0,77.44333333333333,3,109.45,40.75,74,256.0,12,58.5
12724.0,44.28333333333333,3,70.35,29.1,54,187.3333333333333,11,76.0
12725.0,88.97333333333331,3,104.82,70.5,81,261.3333333333333,10,111.5
12726.0,9.648,5,30.79,1.25,27,139.2,12,66.75
12727.0,39.17666666666667,3,54.39,21.92,41,233.0,10,112.5
12728.0,30.57,1,30.57,30.57,13,121.0,11,0.0
12731.0,57.424,5,94.44,37.96,59,330.8,10,62.75
12733.0,101.77,3,166.84,59.9,94,213.3333333333333,11,150.0
12734.0,13.43,3,25.45,4.74,13,58.333333333333336,12,11.0
12738.0,7.0,1,7.0,7.0,8,144.0,2,0.0
12741.0,25.53,1,25.53,25.53,15,213.0,6,0.0
12744.0,69.3075,4,123.79,10.9,95,299.5,6,14.333333333333334
12745.0,13.56,2,17.87,9.25,13,149.5,10,147.0
12746.0,59.1,1,59.1,59.1,17,97.0,6,0.0
12749.0,78.41,4,119.29,40.85,89,198.75,10,50.66666666666666
12751.0,113.71,1,113.71,113.71,61,189.0,9,0.0
12753.0,36.64,1,36.64,36.64,10,209.0,12,0.0
12755.0,10.306666666666668,9,34.06,2.95,31,26.444444444444443,11,38.5
12758.0,57.525000000000006,4,117.51,1.69,79,319.75,9,55.333333333333336
12760.0,47.56,1,47.56,47.56,20,196.0,10,0.0
12761.0,53.15,1,53.15,53.15,23,265.0,1,0.0
12763.0,28.99,1,28.99,28.99,16,196.0,5,0.0
12764.0,36.55,1,36.55,36.55,11,71.0,9,0.0
12765.0,12.98,6,26.19,4.949999999999999,46,142.33333333333334,8,45.8
12768.0,29.700000000000003,1,29.700000000000003,29.700000000000003,9,54.0,9,0.0
12770.0,24.4,1,24.4,24.4,4,88.0,9,0.0
12771.0,28.45,1,28.45,28.45,11,96.0,11,0.0
12773.0,10.66,1,10.66,10.66,5,49.0,5,0.0
12774.0,8.8,1,8.8,8.8,5,52.0,6,0.0
12775.0,10.395,2,15.54,5.25,10,66.0,11,21.0
12776.0,2.12,1,2.12,2.12,3,45.0,10,0.0
12777.0,54.05,1,54.05,54.05,21,230.0,8,0.0
12778.0,29.12,3,37.36,15.1,49,220.0,9,75.5
12779.0,33.765,6,75.81,5.15,61,178.5,12,68.4
12780.0,34.95,1,34.95,34.95,16,184.0,4,0.0
12782.0,52.27857142857143,7,88.95,8.450000000000001,97,157.42857142857142,12,22.0
12785.0,32.075,2,41.5,22.65,24,133.5,10,112.0
12786.0,38.3,1,38.3,38.3,15,224.0,9,0.0
12787.0,40.13,1,40.13,40.13,23,248.0,10,0.0
12788.0,11.775,4,18.85,4.6,19,47.5,7,55.333333333333336
12790.0,21.63,1,21.63,21.63,11,131.0,10,0.0
12791.0,18.556666666666665,3,18.94,17.79,14,67.66666666666667,4,12.0
12792.0,50.09,1,50.09,50.09,19,172.0,6,0.0
12793.0,28.025,2,45.65,10.4,22,114.0,3,1.0
12797.0,40.235,2,51.55,28.92,24,104.5,11,59.0
12798.0,15.77,1,15.77,15.77,13,79.0,10,0.0
12799.0,25.6,1,25.6,25.6,14,136.0,6,0.0
12802.0,49.765,4,97.35,30.46,83,293.0,9,39.66666666666666
12804.0,52.33,2,82.02,22.64,57,133.0,8,35.0
12805.0,33.1625,4,47.6,24.15,42,126.25,11,88.66666666666667
12806.0,35.2,2,62.15,8.25,38,222.0,5,16.0
12807.0,18.45,1,18.45,18.45,11,136.0,11,0.0
12808.0,19.116666666666667,3,31.1,12.1,24,61.333333333333336,9,102.5
12809.0,86.12,2,107.39,64.85,43,137.5,5,109.0
12810.0,30.44,2,35.27,25.61,31,170.5,6,172.0
12811.0,30.0,2,37.6,22.4,22,101.0,11,108.0
12813.0,19.96666666666667,3,36.45,7.1,32,191.0,10,131.5
12817.0,31.195,2,33.7,28.69,15,82.0,5,121.0
12819.0,31.72,1,31.72,31.72,13,168.0,7,0.0
12820.0,24.916666666666668,6,31.85,19.97,69,148.83333333333334,10,56.2
12821.0,16.29,1,16.29,16.29,7,92.0,7,0.0
12825.0,25.42,2,26.25,24.59,13,59.0,8,57.0
12826.0,25.772,5,41.09,11.55,47,133.6,10,35.75
12829.0,14.78,2,15.9,13.66,6,16.0,12,161.0
12831.0,10.75,2,18.7,2.8,11,59.0,2,0.0
12836.0,54.261,10,137.73,3.9,129,98.1,11,33.111111111111114
12839.0,43.194,10,86.48,18.85,92,245.0,12,27.77777777777778
12840.0,44.25,3,65.21,17.25,54,183.0,9,105.0
12842.0,25.7,1,25.7,25.7,10,132.0,10,0.0
12844.0,81.935,2,88.49000000000001,75.38,40,46.0,9,151.0
12847.0,37.14,1,37.14,37.14,28,310.0,11,0.0
12848.0,36.7,1,36.7,36.7,13,52.0,2,0.0
12849.0,56.86,4,95.9,23.25,61,164.75,11,75.66666666666667
12851.0,74.0,1,74.0,74.0,28,48.0,8,0.0
12853.0,34.14,5,50.71,2.95,54,149.6,8,25.0
12854.0,78.35333333333334,3,121.11,14.010000000000002,85,206.3333333333333,5,46.5
12855.0,34.35,4,92.49,4.65,60,58.5,10,80.66666666666667
12857.0,43.4875,4,62.3,26.5,39,218.0,9,82.33333333333333
12858.0,101.52,1,101.52,101.52,35,50.0,11,0.0
12859.0,46.35,1,46.35,46.35,19,256.0,7,0.0
12860.0,20.87,1,20.87,20.87,14,24.0,1,0.0
12861.0,11.25,1,11.25,11.25,3,26.0,3,0.0
12863.0,12.260000000000002,5,40.7,2.5,19,69.4,11,52.5
12864.0,0.95,1,0.95,0.95,1,1.0,7,0.0
12866.0,35.455,2,41.17,29.74,31,170.5,8,28.0
12868.0,36.333333333333336,3,42.7,28.25,30,118.0,12,166.5
12869.0,80.02,1,80.02,80.02,33,110.0,1,0.0
12870.0,60.19333333333333,3,132.48,21.05,74,253.3333333333333,11,124.5
12873.0,38.375,2,45.4,31.35,23,183.0,7,165.0
12877.0,28.43888888888889,9,72.92,6.8,78,130.88888888888889,12,41.5
12887.0,33.95,1,33.95,33.95,11,98.0,11,0.0
12889.0,18.1575,4,46.7,4.95,19,28.0,11,55.333333333333336
12890.0,101.19,1,101.19,101.19,54,164.0,11,0.0
12892.0,49.63,1,49.63,49.63,17,139.0,8,0.0
12894.0,72.85,1,72.85,72.85,18,30.0,5,0.0
12897.0,16.05,2,26.450000000000003,5.65,8,48.5,11,162.0
12898.0,54.56,1,54.56,54.56,25,87.0,2,0.0
12899.0,33.3,1,33.3,33.3,12,95.0,10,0.0
12900.0,25.77,1,25.77,25.77,11,132.0,10,0.0
12909.0,38.36,3,44.15,31.4,44,172.0,11,129.5
12910.0,14.574000000000002,5,37.92,5.35,25,122.4,11,65.5
12913.0,14.322,5,21.4,5.2,16,56.8,11,59.5
12914.0,8.84,1,8.84,8.84,6,94.0,4,0.0
12915.0,27.14,3,44.45,17.47,30,111.33333333333331,8,96.5
12916.0,69.74,3,104.42,51.7,39,129.33333333333334,11,142.0
12917.0,30.46666666666667,3,59.650000000000006,10.5,30,75.33333333333333,10,88.5
12920.0,47.29,1,47.29,47.29,23,203.0,5,0.0
12924.0,11.596,5,24.25,1.25,26,51.0,11,42.25
12925.0,1.68,1,1.68,1.68,4,60.0,4,0.0
12926.0,126.16,3,224.09,55.24,147,191.3333333333333,10,143.5
12927.0,14.19,1,14.19,14.19,10,144.0,10,0.0
12928.0,25.575,8,66.25,1.25,63,159.375,12,24.714285714285715
12931.0,3.891428571428571,7,6.35,0.72,8,26.285714285714285,12,56.16666666666666
12932.0,23.7575,8,58.3,2.1,66,124.375,10,34.142857142857146
12933.0,96.0075,4,175.95,5.9,119,92.25,11,75.66666666666667
12935.0,37.2775,8,66.54,1.65,56,155.125,11,46.142857142857146
12937.0,35.88333333333333,3,53.22,20.95,46,216.0,12,151.0
12939.0,3.39,2,3.39,3.39,1,24.0,11,28.0
12942.0,53.55,1,53.55,53.55,13,63.0,9,0.0
12943.0,12.15,2,22.35,1.95,15,79.0,5,47.0
12944.0,26.7,1,26.7,26.7,12,139.0,12,0.0
12945.0,67.08,1,67.08,67.08,27,279.0,2,0.0
12946.0,44.65,1,44.65,44.65,18,146.0,9,0.0
12947.0,30.43,1,30.43,30.43,15,180.0,1,0.0
12951.0,33.74444444444444,9,50.65,19.700000000000003,79,127.22222222222224,11,30.625
12953.0,80.71000000000001,1,80.71000000000001,80.71000000000001,26,270.0,5,0.0
12954.0,18.4,1,18.4,18.4,9,81.0,11,0.0
12956.0,11.3,1,11.3,11.3,8,88.0,1,0.0
12958.0,80.47,2,117.05,43.89,40,54.0,5,24.0
12959.0,12.75,1,12.75,12.75,5,24.0,12,0.0
12960.0,34.8475,4,73.25,18.77,45,169.75,11,87.33333333333333
12961.0,64.76,1,64.76,64.76,36,132.0,11,0.0
12963.0,52.928,5,118.72,6.3,68,155.0,9,28.25
12964.0,94.17,1,94.17,94.17,26,56.0,9,0.0
12967.0,45.98666666666667,3,101.06,15.0,41,200.0,12,139.5
12969.0,10.2,1,10.2,10.2,4,54.0,4,0.0
12970.0,49.286,5,160.33,0.95,111,83.4,11,2.25
12972.0,35.2275,4,68.16,11.8,56,158.0,10,87.0
12973.0,12.5,1,12.5,12.5,4,27.0,10,0.0
12974.0,94.96,1,94.96,94.96,22,77.0,5,0.0
12975.0,45.136,5,88.4,2.95,65,143.0,9,17.75
12976.0,25.08,7,41.73,4.85,81,233.57142857142856,12,37.333333333333336
12977.0,43.14000000000001,3,71.10000000000001,10.2,40,37.0,7,5.0
12978.0,66.43,4,90.53,23.57,89,206.0,11,100.66666666666669
12980.0,6.66,4,9.3,3.39,4,30.0,11,71.66666666666667
12982.0,45.57142857142857,7,106.5,2.1,104,175.85714285714286,12,36.5
12983.0,28.37,1,28.37,28.37,22,302.0,4,0.0
12986.0,27.995555555555555,9,65.23,1.65,54,87.44444444444444,8,24.25
12987.0,23.21,3,31.17,9.2,27,115.0,10,134.0
12989.0,6.875,6,11.8,3.95,5,22.0,8,42.6
12990.0,5.8500000000000005,3,7.8,3.9,6,43.333333333333336,9,84.5
12991.0,37.89,1,37.89,37.89,10,72.0,11,0.0
12993.0,24.8875,4,47.8,4.949999999999999,41,102.75,9,71.33333333333333
12996.0,54.45,1,54.45,54.45,16,111.0,11,0.0
12997.0,28.002500000000005,4,40.74,2.95,31,118.0,10,43.0
12998.0,29.94,3,43.95,9.1,51,210.3333333333333,8,80.5
13000.0,45.8,1,45.8,45.8,11,77.0,10,0.0
13005.0,31.785000000000004,2,40.2,23.37,24,138.5,8,121.0
13007.0,19.55,1,19.55,19.55,7,54.0,9,0.0
13008.0,23.95,1,23.95,23.95,9,69.0,7,0.0
13011.0,12.65,1,12.65,12.65,3,13.0,2,0.0
13012.0,42.16666666666666,3,43.09,41.52,48,228.0,7,39.5
13015.0,52.13833333333333,6,90.97,18.43,128,243.0,9,33.0
13018.0,55.80857142857143,7,129.21,15.7,102,158.57142857142858,10,48.66666666666666
13019.0,35.56,4,45.25,20.4,29,66.25,11,62.0
13020.0,58.68000000000001,2,85.46000000000001,31.9,36,137.0,5,97.0
13021.0,43.49625,8,93.65,3.95,72,119.625,12,49.0
13022.0,10.3,1,10.3,10.3,4,34.0,6,0.0
13023.0,73.34,1,73.34,73.34,24,224.0,6,0.0
13024.0,44.485,2,46.48,42.49,21,86.0,8,82.0
13026.0,12.235,2,21.95,2.52,14,115.0,7,67.0
13030.0,119.73,1,119.73,119.73,44,165.0,6,0.0
13032.0,45.044285714285714,7,121.97,1.45,98,93.28571428571428,12,46.0
13034.0,21.005000000000003,2,23.5,18.51,15,75.5,5,62.0
13035.0,30.95,1,30.95,30.95,12,146.0,4,0.0
13036.0,1.25,1,1.25,1.25,1,12.0,1,0.0
13037.0,52.82875,8,126.96,1.95,123,173.625,8,29.571428571428573
13039.0,42.74666666666667,3,60.84,17.2,27,70.33333333333333,4,6.5
13041.0,32.005,4,37.85,23.97,23,61.25,9,46.333333333333336
13046.0,55.940000000000005,1,55.940000000000005,55.940000000000005,20,239.0,9,0.0
13048.0,50.442,5,106.43,12.9,83,257.2,9,61.25
13051.0,11.7,1,11.7,11.7,2,8.0,10,0.0
13052.0,111.02166666666666,6,184.35,10.95,140,188.5,12,57.0
13053.0,44.25,1,44.25,44.25,16,43.0,3,0.0
13056.0,50.67,1,50.67,50.67,14,105.0,6,0.0
13057.0,17.7,3,36.6,2.5,29,83.33333333333333,6,50.5
13059.0,58.797777777777775,9,195.33,10.1,133,75.66666666666667,10,25.625
13063.0,27.5,1,27.5,27.5,12,116.0,8,0.0
13064.0,31.525,2,38.9,24.15,17,75.0,7,70.0
13065.0,37.724,5,45.7,31.51,42,74.2,12,83.25
13067.0,29.95,2,38.5,21.4,11,46.0,10,37.0
13070.0,15.125,2,16.6,13.65,11,78.0,6,41.0
13071.0,23.77,1,23.77,23.77,10,26.0,6,0.0
13073.0,26.065,2,42.78,9.35,23,128.0,10,26.0
13076.0,35.85,1,35.85,35.85,9,44.0,8,0.0
13077.0,61.833333333333336,6,115.88,31.92,109,188.8333333333333,11,57.4
13079.0,27.69,1,27.69,27.69,11,96.0,10,0.0
13080.0,12.616666666666667,3,17.55,7.15,10,23.666666666666668,9,88.5
13082.0,14.336666666666666,6,22.52,10.15,34,75.0,11,45.8
13083.0,0.84,1,0.84,0.84,2,24.0,10,0.0
13085.0,61.0,2,62.65,59.35,20,176.0,1,0.0
13088.0,70.37,1,70.37,70.37,18,73.0,10,0.0
13090.0,31.9725,8,74.84,7.6,79,82.5,11,41.42857142857143
13092.0,29.4875,8,77.2,10.85,38,43.25,12,38.42857142857143
13094.0,7.550000000000001,1,7.550000000000001,7.550000000000001,3,60.0,11,0.0
13101.0,26.613333333333333,3,46.35,7.8,37,93.0,7,91.5
13103.0,22.16,2,30.880000000000003,13.44,21,172.0,11,38.0
13104.0,5.09,3,5.94,3.39,2,30.0,10,119.0
13106.0,20.4,1,20.4,20.4,12,112.0,10,0.0
13107.0,32.724000000000004,5,61.54,5.5,75,280.2,10,50.75
13109.0,59.69,1,59.69,59.69,21,187.0,6,0.0
13110.0,73.7625,4,96.68,62.17,54,67.75,9,88.33333333333333
13112.0,2.95,1,2.95,2.95,2,11.0,6,0.0
13115.0,67.91666666666667,6,134.46,22.75,128,328.6666666666667,11,63.6
13118.0,39.7,4,58.57,26.27,39,83.25,11,67.0
13119.0,16.65,1,16.65,16.65,11,110.0,9,0.0
13123.0,57.41,2,84.94,29.88,33,131.5,8,57.0
13125.0,38.59,1,38.59,38.59,15,48.0,4,0.0
13126.0,32.527142857142856,7,50.56,1.65,73,152.14285714285714,10,44.5
13129.0,5.35,2,8.4,2.3,7,53.5,9,77.0
13131.0,53.3925,4,91.83,8.15,87,251.0,10,75.0
13133.0,12.6,1,12.6,12.6,4,21.0,6,0.0
13135.0,41.5,1,41.5,41.5,15,120.0,5,0.0
13136.0,60.05571428571428,7,164.85,1.45,124,211.7142857142857,11,49.5
13140.0,52.086666666666666,3,90.95,32.05,58,117.33333333333331,10,80.0
13143.0,54.25,1,54.25,54.25,22,194.0,4,0.0
13144.0,9.25,1,9.25,9.25,3,8.0,4,0.0
13150.0,4.05,3,4.95,2.95,3,4.333333333333333,12,132.0
13152.0,54.57857142857143,7,74.96000000000001,43.6,103,133.0,10,46.16666666666666
13154.0,83.64500000000001,2,96.83,70.46000000000001,61,353.5,7,70.0
13155.0,59.973333333333336,3,120.33,28.29,65,136.33333333333334,10,83.5
13156.0,78.97666666666667,3,100.58,44.87,84,268.3333333333333,11,160.5
13158.0,43.99,1,43.99,43.99,21,208.0,11,0.0
13161.0,87.69,1,87.69,87.69,19,66.0,7,0.0
13162.0,30.836666666666662,9,54.55,9.02,82,179.0,12,40.5
13163.0,10.7,1,10.7,10.7,2,3.0,8,0.0
13164.0,12.05,2,22.15,1.95,5,12.0,10,136.0
13165.0,4.359999999999999,2,5.93,2.79,10,92.0,12,62.0
13166.0,43.34,1,43.34,43.34,23,203.0,10,0.0
13167.0,43.6,1,43.6,43.6,15,150.0,11,0.0
13168.0,125.31,1,125.31,125.31,41,190.0,6,0.0
13169.0,18.9,1,18.9,18.9,4,22.0,5,0.0
13173.0,48.574444444444445,9,122.34,12.6,128,92.66666666666669,9,32.25
13175.0,48.0,1,48.0,48.0,20,207.0,6,0.0
13177.0,39.4,1,39.4,39.4,13,89.0,5,0.0
13180.0,15.05,1,15.05,15.05,4,42.0,11,0.0
13181.0,53.07,1,53.07,53.07,19,171.0,11,0.0
13183.0,9.025,6,13.04,1.69,25,63.16666666666666,10,42.2
13187.0,5.366666666666667,3,11.11,0.42,14,67.0,3,0.0
13190.0,10.35,2,18.35,2.35,8,37.0,6,133.0
13191.0,102.33,1,102.33,102.33,57,114.0,2,0.0
13192.0,49.1875,4,79.8,2.55,83,242.75,6,50.333333333333336
13194.0,7.8,1,7.8,7.8,4,96.0,10,0.0
13195.0,89.4,1,89.4,89.4,42,69.0,10,0.0
13196.0,46.583333333333336,3,70.19,34.44,65,253.66666666666663,9,130.5
