Customer ID,TotItem,avgSpent,Nsessions,TotSpent,Max,Min,DistinctItem,MaxItem,MinItem,avgItemSession,MaxSessionsMonth,MeanTimeGap
12483.0,665,12.511111111111116,9,112.6,21.4,3.9,32,108,24,73.8888888888889,11,37.375
12484.0,738,51.032,5,255.16,117.69,1.25,102,365,5,147.6,8,49.5
12492.0,241,33.55,1,33.55,33.55,33.55,19,241,241,241.0,1,0.0
12494.0,225,16.2,4,64.8,33.25,1.65,26,152,3,56.25,12,31.66666666666667
12495.0,124,40.0,1,40.0,40.0,40.0,14,124,124,124.0,9,0.0
12496.0,30,9.635,2,19.27,18.02,1.25,10,29,1,15.0,3,0.0
12499.0,214,35.33,1,35.33,35.33,35.33,23,214,214,214.0,5,0.0
12500.0,466,29.89428571428571,7,209.26,94.7,9.65,60,203,3,66.57142857142857,11,42.0
12510.0,858,52.6025,4,210.41,83.99,0.85,69,362,20,214.5,6,46.0
12515.0,120,29.55,1,29.55,29.55,29.55,11,120,120,120.0,12,0.0
12516.0,560,23.375,2,46.75,29.2,17.55,31,322,238,280.0,5,21.0
12519.0,162,53.74,1,53.74,53.74,53.74,20,162,162,162.0,8,0.0
12523.0,1173,30.08272727272728,11,330.91,60.59,4.25,88,255,2,106.63636363636364,12,24.1
12524.0,551,23.1125,4,92.45,70.25,1.65,40,315,24,137.75,10,67.0
12525.0,497,40.85333333333333,3,122.56,67.76,13.85,53,277,90,165.66666666666666,7,102.0
12527.0,184,10.7,1,10.7,10.7,10.7,10,184,184,184.0,6,0.0
12529.0,190,43.96,1,43.96,43.96,43.96,19,190,190,190.0,6,0.0
12530.0,845,25.554,5,127.77,30.5,22.96,56,222,63,169.0,10,45.5
12533.0,214,57.09,1,57.09,57.09,57.09,25,214,214,214.0,3,0.0
12538.0,106,27.32,1,27.32,27.32,27.32,10,106,106,106.0,11,0.0
12542.0,423,35.9,2,71.8,56.26,15.54,35,350,73,211.5,12,96.0
12547.0,174,12.07,1,12.07,12.07,12.07,12,174,174,174.0,7,0.0
12549.0,622,14.954,5,74.77,34.82,5.0,33,263,1,124.4,12,77.0
12551.0,100,16.8,1,16.8,16.8,16.8,10,100,100,100.0,12,0.0
12553.0,339,57.08,2,114.16,57.09,57.07,33,170,169,169.5,12,21.0
12554.0,233,52.98,1,52.98,52.98,52.98,23,233,233,233.0,9,0.0
12562.0,330,32.275,2,64.55,42.2,22.35,26,176,154,165.0,11,50.0
12563.0,112,22.98,1,22.98,22.98,22.98,12,112,112,112.0,10,0.0
12568.0,45,2.52,1,2.52,2.52,2.52,3,45,45,45.0,5,0.0
12573.0,323,50.645,4,202.58,74.81,25.34,81,146,37,80.75,11,28.0
12576.0,488,34.80333333333333,3,104.41,50.65,26.41,48,225,123,162.66666666666666,12,112.66666666666669
12578.0,648,57.28,2,114.56,66.09,48.47,47,456,192,324.0,11,58.0
12582.0,572,100.1,2,200.2,145.32,54.88,69,361,211,286.0,11,23.0
12586.0,411,80.58500000000002,2,161.17000000000004,86.3,74.87,45,244,167,205.5,11,40.0
12588.0,366,25.56,2,51.12,32.85,18.27,21,198,168,183.0,5,20.0
12591.0,409,45.35,2,90.7,78.35000000000002,12.35,32,376,33,204.5,11,18.0
12594.0,677,32.656,5,163.28,68.05,12.2,56,236,86,135.4,11,67.0
12595.0,136,31.18,1,31.18,31.18,31.18,14,136,136,136.0,7,0.0
12598.0,616,44.30666666666667,3,132.92,74.28,2.54,58,359,16,205.3333333333333,3,29.5
12599.0,920,10.111666666666666,6,60.67,23.5,3.15,32,346,44,153.33333333333334,12,30.4
12600.0,528,18.934,10,189.34,37.34,4.57,28,128,1,52.8,12,36.11111111111112
12601.0,42,5.05,1,5.05,5.05,5.05,3,42,42,42.0,10,0.0
12605.0,922,35.36,3,106.08,52.24,18.22,62,405,147,307.3333333333333,12,77.0
12608.0,83,22.4,1,22.4,22.4,22.4,12,83,83,83.0,10,0.0
12609.0,736,47.67,5,238.35,63.6,17.1,69,202,72,147.2,11,82.5
12613.0,891,62.2375,4,248.95,76.69,40.64,79,378,132,222.75,11,51.0
12616.0,208,43.05,1,43.05,43.05,43.05,19,208,208,208.0,11,0.0
12619.0,139,12.73,1,12.73,12.73,12.73,9,139,139,139.0,5,0.0
12631.0,1345,73.42399999999999,5,367.12,114.94,2.55,99,463,6,269.0,9,47.4
12632.0,481,20.495,2,40.99,24.79,16.2,29,305,176,240.5,7,44.0
12635.0,728,71.525,2,143.05,77.7,65.35,71,498,230,364.0,12,93.0
12637.0,1124,110.605,4,442.42,176.84,58.64,154,388,112,281.0,11,55.0
12638.0,78,9.25,1,9.25,9.25,9.25,7,78,78,78.0,10,0.0
12639.0,387,39.445,2,78.89,55.37,23.52,35,245,142,193.5,3,71.0
12644.0,695,64.69,3,194.07,95.77,25.1,68,332,42,231.66666666666663,7,84.5
12645.0,995,39.0375,4,156.15,46.43,33.65,70,292,218,248.75,10,72.5
12648.0,301,39.25666666666667,3,117.77,66.95,18.37,29,181,56,100.33333333333331,9,44.5
12649.0,925,29.0675,4,116.27,34.78,21.65,66,307,158,231.25,12,73.0
12651.0,187,13.666666666666664,3,41.0,16.4,12.05,21,78,31,62.33333333333334,11,43.5
12652.0,31,15.0,1,15.0,15.0,15.0,3,31,31,31.0,1,0.0
12655.0,76,49.95,1,49.95,49.95,49.95,13,76,76,76.0,12,0.0
12656.0,1062,92.70666666666666,3,278.12,148.7,48.5,101,501,221,354.0,10,68.5
12661.0,216,9.65,1,9.65,9.65,9.65,11,216,216,216.0,9,0.0
12663.0,34,10.65,2,21.3,16.35,4.95,6,31,3,17.0,9,161.0
12665.0,126,13.575,2,27.15,19.0,8.15,12,74,52,63.0,10,77.0
12670.0,204,31.405,2,62.81,32.95,29.86,17,156,48,102.0,11,17.0
12672.0,57,36.75,1,36.75,36.75,36.75,10,57,57,57.0,4,0.0
12676.0,806,21.3175,4,85.27,28.45,13.9,40,401,73,201.5,10,25.0
12678.0,650,11.301428571428572,7,79.11,26.45,2.5,35,182,3,92.85714285714286,12,33.166666666666664
12683.0,1443,36.32833333333335,6,217.97,54.64,16.77,93,544,103,240.5,9,37.4
12686.0,106,4.81,1,4.81,4.81,4.81,6,106,106,106.0,3,0.0
12691.0,76,12.45,2,24.9,13.85,11.05,7,48,28,38.0,12,63.0
12692.0,36,40.6,1,40.6,40.6,40.6,13,36,36,36.0,12,0.0
12693.0,259,26.6,3,79.8,60.01,7.65,30,187,12,86.33333333333331,9,64.5
12695.0,221,35.85333333333333,3,107.56,58.04,10.44,25,149,10,73.66666666666667,12,109.0
12698.0,102,29.950000000000006,1,29.950000000000006,29.950000000000006,29.950000000000006,12,102,102,102.0,4,0.0
12701.0,916,50.125,4,200.5,71.48,18.43,76,361,114,229.0,6,57.66666666666666
12703.0,394,28.52,3,85.56,64.96,9.25,40,307,37,131.33333333333334,3,25.5
12708.0,1013,32.24375,8,257.95,48.9,23.09,63,166,88,126.625,10,42.85714285714285
12712.0,861,34.25333333333334,9,308.2800000000001,57.85,20.14,78,156,50,95.66666666666669,10,27.125
12717.0,93,45.39,1,45.39,45.39,45.39,15,93,93,93.0,4,0.0
12721.0,768,77.44333333333333,3,232.33,109.45,40.75,74,417,128,256.0,12,58.5
12724.0,562,44.28333333333333,3,132.85,70.35,29.1,54,280,132,187.3333333333333,11,76.0
12725.0,784,88.97333333333331,3,266.92,104.82,70.5,81,356,162,261.3333333333333,10,111.5
12726.0,696,9.648,5,48.24,30.79,1.25,27,412,20,139.2,12,66.75
12727.0,699,39.17666666666667,3,117.53,54.39,21.92,41,324,168,233.0,10,112.5
12728.0,121,30.57,1,30.57,30.57,30.57,13,121,121,121.0,11,0.0
12733.0,640,101.77,3,305.31,166.84,59.9,94,366,118,213.3333333333333,11,150.0
12734.0,175,13.43,3,40.29,25.45,4.74,13,88,36,58.33333333333334,12,11.0
12738.0,144,7.0,1,7.0,7.0,7.0,8,144,144,144.0,2,0.0
12741.0,213,25.53,1,25.53,25.53,25.53,15,213,213,213.0,6,0.0
12745.0,299,13.56,2,27.12,17.87,9.25,13,195,104,149.5,10,147.0
12746.0,97,59.1,1,59.1,59.1,59.1,17,97,97,97.0,6,0.0
12749.0,795,78.41,4,313.64,119.29,40.85,89,368,22,198.75,10,50.66666666666666
12753.0,209,36.64,1,36.64,36.64,36.64,10,209,209,209.0,12,0.0
12755.0,238,10.306666666666668,9,92.76,34.06,2.95,31,76,1,26.444444444444446,11,38.5
12760.0,196,47.56,1,47.56,47.56,47.56,20,196,196,196.0,10,0.0
12761.0,265,53.15,1,53.15,53.15,53.15,23,265,265,265.0,1,0.0
12763.0,196,28.99,1,28.99,28.99,28.99,16,196,196,196.0,5,0.0
12764.0,71,36.55,1,36.55,36.55,36.55,11,71,71,71.0,9,0.0
12765.0,854,12.98,6,77.88,26.19,4.949999999999998,46,264,72,142.33333333333334,8,45.8
12768.0,54,29.700000000000006,1,29.700000000000006,29.700000000000006,29.700000000000006,9,54,54,54.0,9,0.0
12770.0,88,24.4,1,24.4,24.4,24.4,4,88,88,88.0,9,0.0
12771.0,96,28.45,1,28.45,28.45,28.45,11,96,96,96.0,11,0.0
12773.0,49,10.66,1,10.66,10.66,10.66,5,49,49,49.0,5,0.0
12774.0,52,8.8,1,8.8,8.8,8.8,5,52,52,52.0,6,0.0
12775.0,132,10.395,2,20.79,15.54,5.25,10,92,40,66.0,11,21.0
12776.0,45,2.12,1,2.12,2.12,2.12,3,45,45,45.0,10,0.0
12777.0,230,54.05,1,54.05,54.05,54.05,21,230,230,230.0,8,0.0
12778.0,660,29.12,3,87.36,37.36,15.1,49,278,118,220.0,9,75.5
12779.0,1071,33.765,6,202.59,75.81,5.15,61,280,72,178.5,12,68.4
12780.0,184,34.95,1,34.95,34.95,34.95,16,184,184,184.0,4,0.0
12782.0,1102,52.27857142857143,7,365.95,88.95,8.450000000000001,97,307,8,157.42857142857142,12,22.0
12785.0,267,32.075,2,64.15,41.5,22.65,24,139,128,133.5,10,112.0
12786.0,224,38.3,1,38.3,38.3,38.3,15,224,224,224.0,9,0.0
12787.0,248,40.13,1,40.13,40.13,40.13,23,248,248,248.0,10,0.0
12788.0,190,11.775,4,47.1,18.85,4.6,19,74,16,47.5,7,55.33333333333334
12790.0,131,21.63,1,21.63,21.63,21.63,11,131,131,131.0,10,0.0
12791.0,203,18.556666666666665,3,55.67,18.94,17.79,14,68,67,67.66666666666667,4,12.0
12792.0,172,50.09,1,50.09,50.09,50.09,19,172,172,172.0,6,0.0
12793.0,228,28.025,2,56.05,45.65,10.4,22,164,64,114.0,3,1.0
12797.0,209,40.235,2,80.47,51.55,28.92,24,115,94,104.5,11,59.0
12798.0,79,15.77,1,15.77,15.77,15.77,13,79,79,79.0,10,0.0
12799.0,136,25.6,1,25.6,25.6,25.6,14,136,136,136.0,6,0.0
12802.0,1172,49.765,4,199.06,97.35,30.46,83,483,161,293.0,9,39.66666666666666
12804.0,266,52.33,2,104.66,82.02,22.64,57,168,98,133.0,8,35.0
12805.0,505,33.1625,4,132.65,47.6,24.15,42,216,86,126.25,11,88.66666666666669
12806.0,444,35.2,2,70.4,62.15,8.25,38,344,100,222.0,5,16.0
12807.0,136,18.45,1,18.45,18.45,18.45,11,136,136,136.0,11,0.0
12808.0,184,19.116666666666667,3,57.35,31.1,12.1,24,95,37,61.33333333333334,9,102.5
12809.0,275,86.12,2,172.24,107.39,64.85,43,186,89,137.5,5,109.0
12810.0,341,30.44,2,60.88,35.27,25.61,31,243,98,170.5,6,172.0
12811.0,202,30.0,2,60.0,37.6,22.4,22,106,96,101.0,11,108.0
12813.0,573,19.966666666666672,3,59.9,36.45,7.1,32,337,60,191.0,10,131.5
12817.0,164,31.195,2,62.39,33.7,28.69,15,122,42,82.0,5,121.0
12819.0,168,31.72,1,31.72,31.72,31.72,13,168,168,168.0,7,0.0
12820.0,893,24.91666666666667,6,149.5,31.85,19.97,69,270,39,148.83333333333334,10,56.2
12821.0,92,16.29,1,16.29,16.29,16.29,7,92,92,92.0,7,0.0
12825.0,118,25.42,2,50.84,26.25,24.59,13,71,47,59.0,8,57.0
12826.0,668,25.772,5,128.86,41.09,11.55,47,222,64,133.6,10,35.75
12829.0,32,14.78,2,29.56,15.9,13.66,6,28,4,16.0,12,161.0
12831.0,118,10.75,2,21.5,18.7,2.8,11,82,36,59.0,2,0.0
12840.0,549,44.25,3,132.75,65.21,17.25,54,259,104,183.0,9,105.0
12842.0,132,25.7,1,25.7,25.7,25.7,10,132,132,132.0,10,0.0
12844.0,92,81.935,2,163.87,88.49000000000002,75.38,40,56,36,46.0,9,151.0
12848.0,52,36.7,1,36.7,36.7,36.7,13,52,52,52.0,2,0.0
12849.0,659,56.86,4,227.44,95.9,23.25,61,258,89,164.75,11,75.66666666666667
12851.0,48,74.0,1,74.0,74.0,74.0,28,48,48,48.0,8,0.0
12853.0,748,34.14,5,170.70000000000005,50.71,2.95,54,288,6,149.6,8,25.0
12854.0,619,78.35333333333334,3,235.06,121.11,14.010000000000002,85,309,38,206.3333333333333,5,46.5
12855.0,234,34.35,4,137.4,92.49,4.65,60,113,1,58.5,10,80.66666666666667
12857.0,872,43.4875,4,173.95000000000005,62.3,26.5,39,353,89,218.0,9,82.33333333333333
12859.0,256,46.35,1,46.35,46.35,46.35,19,256,256,256.0,7,0.0
12860.0,24,20.87,1,20.87,20.87,20.87,14,24,24,24.0,1,0.0
12861.0,26,11.25,1,11.25,11.25,11.25,3,26,26,26.0,3,0.0
12863.0,347,12.260000000000002,5,61.3,40.7,2.5,19,141,18,69.4,11,52.5
12864.0,1,0.95,1,0.95,0.95,0.95,1,1,1,1.0,7,0.0
12866.0,341,35.455,2,70.91,41.17,29.74,31,184,157,170.5,8,28.0
12868.0,354,36.333333333333336,3,109.0,42.7,28.25,30,167,75,118.0,12,166.5
12869.0,110,80.02,1,80.02,80.02,80.02,33,110,110,110.0,1,0.0
12870.0,760,60.19333333333333,3,180.58,132.48,21.05,74,414,152,253.3333333333333,11,124.5
12873.0,366,38.375,2,76.75,45.4,31.35,23,216,150,183.0,7,165.0
12877.0,1178,28.43888888888889,9,255.95,72.92,6.8,78,224,22,130.88888888888889,12,41.5
12887.0,98,33.95,1,33.95,33.95,33.95,11,98,98,98.0,11,0.0
12889.0,112,18.1575,4,72.63,46.7,4.95,19,51,3,28.0,11,55.33333333333334
12892.0,139,49.63,1,49.63,49.63,49.63,17,139,139,139.0,8,0.0
12894.0,30,72.85,1,72.85,72.85,72.85,18,30,30,30.0,5,0.0
12897.0,97,16.05,2,32.1,26.450000000000006,5.65,8,72,25,48.5,11,162.0
12898.0,87,54.56,1,54.56,54.56,54.56,25,87,87,87.0,2,0.0
12899.0,95,33.3,1,33.3,33.3,33.3,12,95,95,95.0,10,0.0
12900.0,132,25.77,1,25.77,25.77,25.77,11,132,132,132.0,10,0.0
12909.0,516,38.36,3,115.08,44.15,31.4,44,197,148,172.0,11,129.5
12910.0,612,14.574000000000002,5,72.87,37.92,5.35,25,264,60,122.4,11,65.5
12913.0,284,14.322,5,71.61,21.4,5.2,16,93,26,56.8,11,59.5
12914.0,94,8.84,1,8.84,8.84,8.84,6,94,94,94.0,4,0.0
12915.0,334,27.14,3,81.42,44.45,17.47,30,208,30,111.33333333333331,8,96.5
12916.0,388,69.74,3,209.22,104.42,51.7,39,247,54,129.33333333333334,11,142.0
12917.0,226,30.46666666666667,3,91.4,59.65000000000001,10.5,30,110,20,75.33333333333333,10,88.5
12920.0,203,47.29,1,47.29,47.29,47.29,23,203,203,203.0,5,0.0
12924.0,255,11.595999999999998,5,57.98,24.25,1.25,26,79,12,51.0,11,42.25
12925.0,60,1.68,1,1.68,1.68,1.68,4,60,60,60.0,4,0.0
12927.0,144,14.19,1,14.19,14.19,14.19,10,144,144,144.0,10,0.0
12928.0,1275,25.575,8,204.6,66.25,1.25,63,352,10,159.375,12,24.714285714285715
12931.0,184,3.891428571428572,7,27.24,6.35,0.72,8,40,20,26.285714285714285,12,56.16666666666666
12932.0,995,23.7575,8,190.06,58.3,2.1,66,352,14,124.375,10,34.142857142857146
12933.0,369,96.0075,4,384.03,175.95,5.9,119,167,3,92.25,11,75.66666666666667
12935.0,1241,37.2775,8,298.22,66.54,1.65,56,316,12,155.125,11,46.14285714285714
12937.0,648,35.88333333333333,3,107.65,53.22,20.95,46,342,143,216.0,12,151.0
12939.0,48,3.39,2,6.78,3.39,3.39,1,24,24,24.0,11,28.0
12942.0,63,53.55,1,53.55,53.55,53.55,13,63,63,63.0,9,0.0
12943.0,158,12.15,2,24.3,22.35,1.95,15,146,12,79.0,5,47.0
12944.0,139,26.7,1,26.7,26.7,26.7,12,139,139,139.0,12,0.0
12946.0,146,44.65,1,44.65,44.65,44.65,18,146,146,146.0,9,0.0
12947.0,180,30.43,1,30.43,30.43,30.43,15,180,180,180.0,1,0.0
12951.0,1145,33.74444444444444,9,303.7,50.65,19.700000000000006,79,240,41,127.22222222222224,11,30.625
12954.0,81,18.4,1,18.4,18.4,18.4,9,81,81,81.0,11,0.0
12956.0,88,11.3,1,11.3,11.3,11.3,8,88,88,88.0,1,0.0
12958.0,108,80.47,2,160.94,117.05,43.89,40,76,32,54.0,5,24.0
12959.0,24,12.75,1,12.75,12.75,12.75,5,24,24,24.0,12,0.0
12960.0,679,34.8475,4,139.39,73.25,18.77,45,229,138,169.75,11,87.33333333333331
12961.0,132,64.76,1,64.76,64.76,64.76,36,132,132,132.0,11,0.0
12963.0,775,52.928,5,264.64,118.72,6.3,68,312,20,155.0,9,28.25
12964.0,56,94.17,1,94.17,94.17,94.17,26,56,56,56.0,9,0.0
12967.0,600,45.98666666666667,3,137.96,101.06,15.0,41,448,74,200.0,12,139.5
12969.0,54,10.2,1,10.2,10.2,10.2,4,54,54,54.0,4,0.0
12970.0,417,49.286,5,246.43,160.33,0.95,111,343,1,83.4,11,2.25
12972.0,632,35.2275,4,140.91,68.16,11.8,56,225,96,158.0,10,87.0
12973.0,27,12.5,1,12.5,12.5,12.5,4,27,27,27.0,10,0.0
12974.0,77,94.96,1,94.96,94.96,94.96,22,77,77,77.0,5,0.0
12975.0,715,45.136,5,225.68,88.4,2.95,65,491,6,143.0,9,17.75
12977.0,111,43.14000000000001,3,129.42000000000002,71.10000000000002,10.2,40,50,20,37.0,7,5.0
12978.0,824,66.43,4,265.72,90.53,23.57,89,274,53,206.0,11,100.66666666666669
12980.0,120,6.66,4,26.64,9.3,3.39,4,48,12,30.0,11,71.66666666666667
12982.0,1231,45.57142857142857,7,319.0,106.5,2.1,104,407,24,175.85714285714286,12,36.5
12986.0,787,27.995555555555555,9,251.96,65.23,1.65,54,183,12,87.44444444444444,8,24.25
12987.0,345,23.21,3,69.63,31.17,9.2,27,164,46,115.0,10,134.0
12989.0,132,6.875,6,41.25,11.8,3.95,5,34,12,22.0,8,42.6
12990.0,130,5.8500000000000005,3,17.55,7.8,3.9,6,50,30,43.33333333333334,9,84.5
12991.0,72,37.89,1,37.89,37.89,37.89,10,72,72,72.0,11,0.0
12993.0,411,24.8875,4,99.55,47.8,4.949999999999998,41,164,36,102.75,9,71.33333333333333
12996.0,111,54.45,1,54.45,54.45,54.45,16,111,111,111.0,11,0.0
12997.0,472,28.002500000000005,4,112.01,40.74,2.95,31,180,1,118.0,10,43.0
12998.0,631,29.94,3,89.82000000000002,43.95,9.1,51,331,68,210.3333333333333,8,80.5
13000.0,77,45.8,1,45.8,45.8,45.8,11,77,77,77.0,10,0.0
13005.0,277,31.785000000000004,2,63.57,40.2,23.37,24,215,62,138.5,8,121.0
13007.0,54,19.55,1,19.55,19.55,19.55,7,54,54,54.0,9,0.0
13008.0,69,23.95,1,23.95,23.95,23.95,9,69,69,69.0,7,0.0
13011.0,13,12.65,1,12.65,12.65,12.65,3,13,13,13.0,2,0.0
13012.0,684,42.16666666666666,3,126.5,43.09,41.52,48,258,211,228.0,7,39.5
13015.0,1458,52.13833333333333,6,312.83,90.97,18.43,128,380,50,243.0,9,33.0
13018.0,1110,55.80857142857143,7,390.66,129.21,15.7,102,416,37,158.57142857142858,10,48.66666666666666
13019.0,265,35.56,4,142.24,45.25,20.4,29,93,31,66.25,11,62.0
13020.0,274,58.68000000000001,2,117.36,85.46000000000002,31.9,36,205,69,137.0,5,97.0
13021.0,957,43.49625,8,347.97,93.65,3.95,72,175,36,119.625,12,49.0
13022.0,34,10.3,1,10.3,10.3,10.3,4,34,34,34.0,6,0.0
13023.0,224,73.34,1,73.34,73.34,73.34,24,224,224,224.0,6,0.0
13024.0,172,44.485,2,88.97,46.48,42.49,21,96,76,86.0,8,82.0
13026.0,230,12.235,2,24.47,21.95,2.52,14,194,36,115.0,7,67.0
13032.0,653,45.04428571428571,7,315.31,121.97,1.45,98,228,4,93.28571428571428,12,46.0
13034.0,151,21.00500000000001,2,42.01,23.5,18.51,15,116,35,75.5,5,62.0
13035.0,146,30.95,1,30.95,30.95,30.95,12,146,146,146.0,4,0.0
13036.0,12,1.25,1,1.25,1.25,1.25,1,12,12,12.0,1,0.0
13037.0,1389,52.82875,8,422.63,126.96,1.95,123,419,12,173.625,8,29.57142857142857
13039.0,211,42.74666666666667,3,128.24,60.84,17.2,27,101,44,70.33333333333333,4,6.5
13041.0,245,32.005,4,128.02,37.85,23.97,23,86,40,61.25,9,46.33333333333334
13046.0,239,55.94000000000001,1,55.94000000000001,55.94000000000001,55.94000000000001,20,239,239,239.0,9,0.0
13048.0,1286,50.442,5,252.21,106.43,12.9,83,446,60,257.2,9,61.25
13051.0,8,11.7,1,11.7,11.7,11.7,2,8,8,8.0,10,0.0
13053.0,43,44.25,1,44.25,44.25,44.25,16,43,43,43.0,3,0.0
13056.0,105,50.67,1,50.67,50.67,50.67,14,105,105,105.0,6,0.0
13057.0,250,17.7,3,53.1,36.6,2.5,29,135,7,83.33333333333333,6,50.5
13063.0,116,27.5,1,27.5,27.5,27.5,12,116,116,116.0,8,0.0
13064.0,150,31.525,2,63.05,38.9,24.15,17,83,67,75.0,7,70.0
13065.0,371,37.724,5,188.62,45.7,31.51,42,81,69,74.2,12,83.25
13067.0,92,29.95,2,59.9,38.5,21.4,11,62,30,46.0,10,37.0
13070.0,156,15.125,2,30.25,16.6,13.65,11,80,76,78.0,6,41.0
13071.0,26,23.77,1,23.77,23.77,23.77,10,26,26,26.0,6,0.0
13073.0,256,26.065,2,52.13,42.78,9.35,23,226,30,128.0,10,26.0
13076.0,44,35.85,1,35.85,35.85,35.85,9,44,44,44.0,8,0.0
13077.0,1133,61.83333333333334,6,371.0,115.88,31.92,109,314,71,188.8333333333333,11,57.4
