Country,Customer ID,Description,Invoice,InvoiceDate,Price,Quantity,StockCode
United Kingdom,13635.0,WHITE HANGING HEART T-LIGHT HOLDER,489442,2009-01-12 09:46:00,2.95,6,85123A
United Kingdom,13635.0,KINGS CHOICE SMALL TUBE MATCHES,489442,2009-01-12 09:46:00,1.65,20,21582
United Kingdom,13635.0,KINGS CHOICE GIANT TUBE MATCHES,489442,2009-01-12 09:46:00,2.55,12,21586
United Kingdom,13635.0,EMPIRE TISSUE BOX,489442,2009-01-12 09:46:00,1.25,12,22091
United Kingdom,13635.0,"GREETING CARD, THE BLACK CAT",489442,2009-01-12 09:46:00,0.42,12,84251J
United Kingdom,13635.0,RAINY LADIES BIRTHDAY CARD,489442,2009-01-12 09:46:00,0.42,12,22024
United Kingdom,13635.0,BANQUET BIRTHDAY  CARD  ,489442,2009-01-12 09:46:00,0.42,12,22026
United Kingdom,13635.0,SPACE BOY BIRTHDAY CARD,489442,2009-01-12 09:46:00,0.42,12,22029
United Kingdom,13635.0,RING OF ROSES BIRTHDAY CARD,489442,2009-01-12 09:46:00,0.42,12,22025
United Kingdom,13635.0,BOTANICAL LAVENDER BIRTHDAY CARD,489442,2009-01-12 09:46:00,0.42,12,22031
United Kingdom,13635.0,SET3 BOOK BOX GREEN GINGHAM FLOWER ,489442,2009-01-12 09:46:00,4.25,4,21428
United Kingdom,13635.0,SET/3 RED GINGHAM ROSE STORAGE BOX,489442,2009-01-12 09:46:00,3.75,4,21430
United Kingdom,13635.0,SET 12 RETRO WHITE CHALK STICKS,489442,2009-01-12 09:46:00,0.42,24,21916
United Kingdom,13635.0,VINTAGE SNAP CARDS,489442,2009-01-12 09:46:00,0.85,12,21790
United Kingdom,13635.0,BINGO SET,489442,2009-01-12 09:46:00,3.75,8,21888
United Kingdom,13635.0,VICTORIAN SEWING KIT,489442,2009-01-12 09:46:00,1.25,12,85178
United Kingdom,14110.0,RETRO RED SPOTTY WASHING UP GLOVES,489443,2009-01-12 09:50:00,2.1,6,20754
United Kingdom,14110.0,SET/2 RED SPOTTY TEA TOWELS ,489443,2009-01-12 09:50:00,2.95,12,21035
United Kingdom,14110.0,VINYL RECORD FRAME SILVER,489443,2009-01-12 09:50:00,3.39,24,82001S
United Kingdom,14110.0,BATHROOM METAL SIGN,489443,2009-01-12 09:50:00,0.55,12,82580
United Kingdom,14110.0,LADIES & GENTLEMEN METAL SIGN,489443,2009-01-12 09:50:00,2.55,12,85150
United Kingdom,14110.0,RED SPOTTY OVEN GLOVE DOUBLE,489443,2009-01-12 09:50:00,2.95,6,21041
United Kingdom,17519.0,PINK FELT HANGING HEART W FLOWER,489445,2009-01-12 09:57:00,0.85,12,35916C
United Kingdom,17519.0,BLUE FELT HANGING HEART W FLOWER,489445,2009-01-12 09:57:00,0.85,12,35916B
United Kingdom,17519.0,BIRD DECORATION RED SPOT,489445,2009-01-12 09:57:00,0.85,24,22321
United Kingdom,17519.0,PARTY CONE CHRISTMAS DECORATION ,489445,2009-01-12 09:57:00,0.85,12,22130
United Kingdom,17519.0,PARTY CONES CANDY ASSORTED,489445,2009-01-12 09:57:00,1.25,12,22128
United Kingdom,17519.0,HEART STRING MEMO HOLDER HANGING,489445,2009-01-12 09:57:00,2.95,6,22163
United Kingdom,17519.0,6 CROCHET STRAWBERRIES,489445,2009-01-12 09:57:00,1.25,12,22253
United Kingdom,17519.0,SET OF 72 PINK HEART PAPER DOILIES,489445,2009-01-12 09:57:00,1.45,12,84988
United Kingdom,17519.0,LOVEBIRD HANGING DECORATION WHITE ,489445,2009-01-12 09:57:00,0.85,24,22219
United Kingdom,17519.0,WHITE TALL PORCELAIN T-LIGHT HOLDER,489445,2009-01-12 09:57:00,2.55,6,18097C
United Kingdom,17519.0,BAKING SET 9 PIECE RETROSPOT ,489445,2009-01-12 09:57:00,4.95,3,22138
United Kingdom,17519.0,SET/6 STRAWBERRY PAPER CUPS,489445,2009-01-12 09:57:00,0.65,24,21099
United Kingdom,17519.0,SET/6 WOODLAND PAPER CUPS,489445,2009-01-12 09:57:00,0.65,24,21085
United Kingdom,17519.0,JUMBO BAG PINK VINTAGE PAISLEY,489445,2009-01-12 09:57:00,1.95,10,21929
United Kingdom,17519.0,"GARLAND , WOODEN  "" HAPPY EASTER""",489445,2009-01-12 09:57:00,1.25,24,22241
United Kingdom,17519.0,SET/6 WOODLAND PAPER PLATES,489445,2009-01-12 09:57:00,0.85,12,21091
United Kingdom,13758.0,VICTORIAN GLASS HANGING T-LIGHT,489446,2009-01-12 10:06:00,1.25,12,22178
United Kingdom,13758.0,UNION JACK HOT WATER BOTTLE ,489446,2009-01-12 10:06:00,5.95,12,22125
United Kingdom,13758.0,RED SPOT CERAMIC DRAWER KNOB,489446,2009-01-12 10:06:00,1.25,12,21671
United Kingdom,13758.0,PAPER CHAIN KIT 50'S CHRISTMAS ,489446,2009-01-12 10:06:00,2.95,12,22086
United Kingdom,13758.0,SCOTTIE DOG HOT WATER BOTTLE,489446,2009-01-12 10:06:00,4.95,6,22111
United Kingdom,13758.0,CHOCOLATE HOT WATER BOTTLE,489446,2009-01-12 10:06:00,4.95,12,22112
United Kingdom,13758.0,HEART FILIGREE DOVE  SMALL,489446,2009-01-12 10:06:00,1.25,24,22294
United Kingdom,13758.0,FRYING PAN RED POLKADOT ,489446,2009-01-12 10:06:00,4.25,4,22199
United Kingdom,13758.0,PAPER CHAIN KIT RETRO SPOT,489446,2009-01-12 10:06:00,2.95,24,22083
United Kingdom,13758.0,HOT WATER BOTTLE TEA AND SYMPATHY,489446,2009-01-12 10:06:00,3.95,12,22114
United Kingdom,13758.0,RED SPOT HEART HOT WATER BOTTLE,489446,2009-01-12 10:06:00,4.95,12,21485
United Kingdom,13758.0,JUMBO BAG SCANDINAVIAN PAISLEY,489446,2009-01-12 10:06:00,1.95,10,21928
United Kingdom,13758.0,JUMBO BAG PINK VINTAGE PAISLEY,489446,2009-01-12 10:06:00,1.95,10,21929
United Kingdom,13758.0,JUMBO BAG RED WHITE SPOTTY ,489446,2009-01-12 10:06:00,1.95,20,85099B
United Kingdom,13758.0,"CHARLOTTE BAG , PINK/WHITE SPOTS",489446,2009-01-12 10:06:00,0.85,10,22356
United Kingdom,13758.0,RED SPOTTY CHARLOTTE BAG,489446,2009-01-12 10:06:00,0.85,10,20724
United Kingdom,13758.0,KINGS CHOICE CIGAR BOX MATCHES ,489446,2009-01-12 10:06:00,1.25,24,21590
United Kingdom,13758.0,RETRO SPOT  CIGAR BOX MATCHES ,489446,2009-01-12 10:06:00,1.25,24,21592
United Kingdom,13758.0,LUNCH BAG RED SPOTTY,489446,2009-01-12 10:06:00,1.65,10,20725
United Kingdom,13758.0,LUNCH BAG CARS BLUE,489446,2009-01-12 10:06:00,1.65,10,20728
United Kingdom,13758.0,LUNCH BAG WOODLAND,489446,2009-01-12 10:06:00,1.65,10,20726
United Kingdom,13758.0,RETRO RED SPOTTY WASHING UP GLOVES,489446,2009-01-12 10:06:00,2.1,12,20754
United Kingdom,13758.0,LARGE HEART MEASURING SPOONS,489446,2009-01-12 10:06:00,1.65,12,22195
Australia,16321.0,PAPER BUNTING WHITE LACE,489450,2009-01-12 10:36:00,2.95,12,22087
Australia,16321.0,CREAM FELT EASTER EGG BASKET,489450,2009-01-12 10:36:00,1.65,6,85206A
Australia,16321.0,POTTING SHED SOW 'N' GROW SET,489450,2009-01-12 10:36:00,4.25,4,21895
Australia,16321.0,POTTING SHED TWINE,489450,2009-01-12 10:36:00,2.1,6,21896
Australia,16321.0,PAPER CHAIN KIT RETRO SPOT,489450,2009-01-12 10:36:00,2.95,12,22083
Australia,16321.0,SAVE THE PLANET MUG,489450,2009-01-12 10:36:00,1.25,12,21871
Australia,16321.0,ANTIQUE SILVER TEA GLASS ETCHED,489450,2009-01-12 10:36:00,1.25,12,84946
Australia,16321.0,HANGING HEART ZINC T-LIGHT HOLDER,489450,2009-01-12 10:36:00,0.85,24,84970S
Australia,16321.0,PAPER BUNTING RETRO SPOTS,489450,2009-01-12 10:36:00,2.95,12,22090
United Kingdom,16167.0,PINK CHERRY LIGHTS,489460,2009-01-12 10:46:00,6.75,8,79323P
United Kingdom,16167.0,PACK OF 60 PINK PAISLEY CAKE CASES,489460,2009-01-12 10:46:00,0.55,24,21977
United Kingdom,16167.0,60 TEATIME FAIRY CAKE CASES,489460,2009-01-12 10:46:00,0.55,24,84991
United Kingdom,16167.0,FELTCRAFT DOLL EMILY,489460,2009-01-12 10:46:00,2.95,6,22274
United Kingdom,16167.0,FELTCRAFT DOLL MOLLY,489460,2009-01-12 10:46:00,2.95,6,22273
United Kingdom,16167.0,SET 10 LIGHTS NIGHT OWL,489460,2009-01-12 10:46:00,6.75,4,22179
United Kingdom,16167.0,BIRDS MOBILE VINTAGE DESIGN,489460,2009-01-12 10:46:00,5.95,3,22320
United Kingdom,16167.0,3 PIECE JIGSAW TOADSTOOLS,489460,2009-01-12 10:46:00,1.65,8,22232
United Kingdom,16167.0, WHITE CHERRY LIGHTS,489460,2009-01-12 10:46:00,6.75,8,79323W
United Kingdom,16167.0,BAKING SET 9 PIECE RETROSPOT ,489460,2009-01-12 10:46:00,4.95,3,22138
United Kingdom,16167.0,RETRO SPOT TEA SET CERAMIC 11 PC ,489460,2009-01-12 10:46:00,4.95,3,22139
United Kingdom,16167.0, SILVER CHERRY LIGHTS,489460,2009-01-12 10:46:00,6.75,4,79323S
United Kingdom,16167.0,RED TOADSTOOL LED NIGHT LIGHT,489460,2009-01-12 10:46:00,1.65,12,21731
United Kingdom,17865.0,RED STRIPE CERAMIC DRAWER KNOB,489461,2009-01-12 10:49:00,1.25,24,21668
United Kingdom,17865.0,BLUE STRIPE CERAMIC DRAWER KNOB,489461,2009-01-12 10:49:00,1.25,24,21669
United Kingdom,17865.0,BLUE SPOT CERAMIC DRAWER KNOB,489461,2009-01-12 10:49:00,1.25,24,21670
United Kingdom,17865.0,RED SPOT CERAMIC DRAWER KNOB,489461,2009-01-12 10:49:00,1.25,24,21671
United Kingdom,17865.0,WHITE SPOT RED CERAMIC DRAWER KNOB,489461,2009-01-12 10:49:00,1.25,24,21672
United Kingdom,17865.0,WHITE SPOT BLUE CERAMIC DRAWER KNOB,489461,2009-01-12 10:49:00,1.25,24,21673
United Kingdom,17865.0,UNION JACK HOT WATER BOTTLE ,489461,2009-01-12 10:49:00,5.95,3,22125
United Kingdom,17865.0,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,489461,2009-01-12 10:49:00,2.95,6,85071A
United Kingdom,17865.0,RED CHARLIE+LOLA PERSONAL DOORSIGN,489461,2009-01-12 10:49:00,2.95,6,85071B
United Kingdom,17865.0,KEEP OUT BOYS DOOR HANGER ,489461,2009-01-12 10:49:00,1.45,12,21161
United Kingdom,17865.0,TOXIC AREA  DOOR HANGER ,489461,2009-01-12 10:49:00,1.45,12,21162
United Kingdom,17865.0,DOOR HANGER  MUM + DADS ROOM,489461,2009-01-12 10:49:00,1.45,12,21248
United Kingdom,17865.0,MOODY BOY  DOOR HANGER ,489461,2009-01-12 10:49:00,1.45,12,21159
United Kingdom,17865.0,AREA PATROLLED METAL SIGN,489461,2009-01-12 10:49:00,2.1,12,82582
United Kingdom,17865.0,PLEASE ONE PERSON  METAL SIGN,489461,2009-01-12 10:49:00,2.1,6,21181
United Kingdom,17865.0,LADIES & GENTLEMEN METAL SIGN,489461,2009-01-12 10:49:00,2.55,6,85150
United Kingdom,17865.0,WOODEN FRAME ANTIQUE WHITE ,489461,2009-01-12 10:49:00,2.95,6,82494L
United Kingdom,17865.0,WOOD S/3 CABINET ANT WHITE FINISH,489461,2009-01-12 10:49:00,7.95,2,82486
United Kingdom,17865.0,WOOD 2 DRAWER CABINET WHITE FINISH,489461,2009-01-12 10:49:00,5.95,3,82483
United Kingdom,17592.0,PINK SWEETHEART BRACELET,489462,2009-01-12 10:49:00,4.25,3,90200D
United Kingdom,17592.0,GREEN SWEETHEART BRACELET,489462,2009-01-12 10:49:00,4.25,3,90200E
United Kingdom,17865.0,PACK OF 72 RETRO SPOT CAKE CASES,489461,2009-01-12 10:49:00,0.55,24,21212
United Kingdom,17865.0,60 TEATIME FAIRY CAKE CASES,489461,2009-01-12 10:49:00,0.55,24,84991
United Kingdom,17865.0,FAIRY CAKE CANDLES,489461,2009-01-12 10:49:00,1.49,27,72756
United Kingdom,17865.0,CERAMIC BOWL WITH STRAWBERRY DESIGN,489461,2009-01-12 10:49:00,2.95,6,22063
United Kingdom,17865.0,CERAMIC CAKE BOWL + HANGING CAKES,489461,2009-01-12 10:49:00,2.95,6,37450
United Kingdom,17592.0,PURPLE SWEETHEART BRACELET,489462,2009-01-12 10:49:00,4.25,3,90200A
United Kingdom,17592.0,BLUE SWEETHEART BRACELET,489462,2009-01-12 10:49:00,4.25,3,90200C
United Kingdom,17592.0,BLACK SWEETHEART BRACELET,489462,2009-01-12 10:49:00,4.25,3,90200B
United Kingdom,17592.0,BLACK DIAMANTE EXPANDABLE RING,489462,2009-01-12 10:49:00,4.25,3,90185C
United Kingdom,17592.0,AMETHYST DIAMANTE EXPANDABLE RING,489462,2009-01-12 10:49:00,4.25,3,90185B
United Kingdom,17592.0,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,489462,2009-01-12 10:49:00,3.75,3,90003C
United Kingdom,17592.0,CRYSTAL PAIR HEART HAIR SLIDES,489462,2009-01-12 10:49:00,3.75,3,90003D
United Kingdom,17592.0,ROSE COLOUR PAIR HEART HAIR SLIDES,489462,2009-01-12 10:49:00,3.75,3,90003B
United Kingdom,17592.0,PINK ENAMEL+GLASS HAIR COMB,489462,2009-01-12 10:49:00,2.1,3,90209C
United Kingdom,17592.0,PURPLE ENAMEL+GLASS HAIR COMB,489462,2009-01-12 10:49:00,2.1,3,90209A
United Kingdom,17592.0,DIAMANTE BOW BROOCH BLACK COLOUR,489462,2009-01-12 10:49:00,6.35,2,90082D
United Kingdom,13767.0,"FOLDING UMBRELLA , BLACK/BLUE  SPOT",489465,2009-01-12 10:52:00,4.95,12,21707
United Kingdom,13767.0,FOLDING UMBRELLA  PINK/WHITE  SPOT,489465,2009-01-12 10:52:00,4.95,12,21710
United Kingdom,13767.0,FOLDING UMBRELLA  CREAM/MULTI  SPOT,489465,2009-01-12 10:52:00,4.95,12,21708
United Kingdom,13767.0,"FOLDING UMBRELLA , RED/WHITE SPOT",489465,2009-01-12 10:52:00,4.95,12,21706
United Kingdom,13767.0,FOLDING UMBRELLA  WHITE/RED  SPOT,489465,2009-01-12 10:52:00,4.95,12,21711
United Kingdom,13767.0,UNION JACK HOT WATER BOTTLE ,489465,2009-01-12 10:52:00,5.95,12,22125
United Kingdom,13767.0,RED HANGING HEART T-LIGHT HOLDER,489465,2009-01-12 10:52:00,2.95,20,21733
United Kingdom,13767.0,RETRO BLUE SPOTTY WASHING UP GLOVES,489465,2009-01-12 10:52:00,2.1,8,20752
United Kingdom,13767.0,RETRO PINK SPOT WASHING UP GLOVES,489465,2009-01-12 10:52:00,2.1,8,20753
United Kingdom,13767.0,RETRO RED SPOTTY WASHING UP GLOVES,489465,2009-01-12 10:52:00,2.1,8,20754
United Kingdom,13767.0,FUNKY WASHING UP GLOVES ASSORTED,489465,2009-01-12 10:52:00,2.1,12,20751
United Kingdom,13767.0,DOOR MAT FAIRY CAKE,489465,2009-01-12 10:52:00,6.75,4,48185
United Kingdom,13767.0,HOT WATER BOTTLE TEA AND SYMPATHY,489465,2009-01-12 10:52:00,3.95,12,22114
United Kingdom,13767.0,FAWN BLUE HOT WATER BOTTLE,489465,2009-01-12 10:52:00,2.95,8,21481
United Kingdom,13767.0,ANTIQUE LILY FAIRY LIGHTS,489465,2009-01-12 10:52:00,4.25,24,85042
United Kingdom,17238.0,CHARLIE LOLA BLUE HOT WATER BOTTLE ,489488,2009-01-12 10:59:00,4.65,1,84031B
United Kingdom,17238.0,CHARLIE+LOLA PINK HOT WATER BOTTLE,489488,2009-01-12 10:59:00,2.95,1,84032A
United Kingdom,17238.0,CHARLIE + LOLA RED HOT WATER BOTTLE,489488,2009-01-12 10:59:00,2.95,1,84032B
United Kingdom,17238.0,UNION JACK HOT WATER BOTTLE ,489488,2009-01-12 10:59:00,5.95,2,22125
United Kingdom,17238.0,MUSHROOM BLUE HOT WATER BOTTLE,489488,2009-01-12 10:59:00,2.95,2,21482
United Kingdom,17238.0,CHICK GREY HOT WATER BOTTLE,489488,2009-01-12 10:59:00,3.45,3,21484
United Kingdom,17238.0,GREY FLORAL FELTCRAFT SHOULDER BAG,489488,2009-01-12 10:59:00,3.75,1,20967
United Kingdom,17238.0,PINK FLORAL FELTCRAFT SHOULDER BAG,489488,2009-01-12 10:59:00,3.75,2,20970
United Kingdom,17238.0,CHARLIE AND LOLA CHARLOTTE BAG,489488,2009-01-12 10:59:00,1.65,2,21100
United Kingdom,17238.0,PINK CROCHET CAT WITH SCARF,489488,2009-01-12 10:59:00,4.25,2,84582
United Kingdom,17238.0,PINK CREAM FELT CRAFT TRINKET BOX ,489488,2009-01-12 10:59:00,1.25,3,20972
United Kingdom,17238.0,PINK BLUE FELT CRAFT TRINKET BOX,489488,2009-01-12 10:59:00,1.25,1,20971
United Kingdom,17238.0,PINK JUMPER LARRY THE LAMB,489488,2009-01-12 10:59:00,2.1,2,84327A
United Kingdom,17238.0,UNION JACK HOT WATER BOTTLE ,489488,2009-01-12 10:59:00,5.95,1,22125
United Kingdom,17238.0,SET OF THREE 50'S GIFT WRAPS ,489488,2009-01-12 10:59:00,1.95,3,21490
United Kingdom,17238.0,PARTY INVITES JAZZ HEARTS,489488,2009-01-12 10:59:00,0.85,4,21063
United Kingdom,17238.0,PARTY INVITES WOODLAND,489488,2009-01-12 10:59:00,0.85,3,21058
United Kingdom,17238.0,PAPER CHAIN KIT 50'S CHRISTMAS ,489488,2009-01-12 10:59:00,2.95,5,22086
United Kingdom,17238.0,PINK 3 PIECE MINI DOTS CUTLERY SET,489488,2009-01-12 10:59:00,3.75,4,84997D
United Kingdom,17238.0,BLUE 3 PIECE MINI DOTS CUTLERY SET,489488,2009-01-12 10:59:00,3.75,4,84997C
United Kingdom,17238.0,COFFEE MUG CAT + BIRD DESIGN,489488,2009-01-12 10:59:00,2.55,2,22301
United Kingdom,17238.0,COFFEE MUG DOG + BALL DESIGN,489488,2009-01-12 10:59:00,2.55,3,22300
United Kingdom,17238.0, VINTAGE DESIGN GIFT TAGS,489488,2009-01-12 10:59:00,0.85,6,21493
United Kingdom,17238.0,SWEETHEART CERAMIC TRINKET BOX,489488,2009-01-12 10:59:00,1.25,4,21231
United Kingdom,17238.0,OPULENT VELVET CANDLE IN BOX,489488,2009-01-12 10:59:00,2.1,6,20870
United Kingdom,17238.0,VINTAGE ROSE BEAD BRACELET BLUE,489488,2009-01-12 10:59:00,4.25,4,90121B
