,StockCode,Price09,Price10,Price11,DistinctCust,TotItemBought,DistinctSession,AvgItemSess,MeanItemMonth,Category
28,16015,0.4533333333333333,0.495625,0.4922222222222221,35,569,53,10.735849056603774,15.805555555555555,1
29,16016,0.8066666666666666,0.8462857142857142,0.8473999999999999,53,884,88,10.045454545454543,24.55555555555556,1
30,16020C,0.85,0.85,0.8335294117647059,22,160,39,4.102564102564102,4.444444444444445,1
31,16043,0.42,0.42,0.12,9,151,10,15.1,4.194444444444445,4
32,16046,1.36,1.0644117647058824,0.7892857142857143,37,223,51,4.372549019607843,6.194444444444445,8
33,16047,1.0625,1.01875,,20,172,28,6.142857142857143,4.777777777777778,8
34,16048,0.5957142857142858,0.647037037037037,0.3336206896551724,50,1109,91,12.186813186813186,30.80555555555556,6
35,16049,0.6933333333333334,0.81,,1,25,7,3.571428571428572,0.6944444444444444,6
36,16051,0.83,,,1,3,1,3.0,0.0833333333333333,6
37,16052,0.86,0.5305263157894737,0.6439999999999999,16,447,32,13.96875,12.416666666666666,4
38,16119,1.25,,,6,31,6,5.166666666666667,0.8611111111111112,1
39,16156N,0.42,0.42,,51,1325,53,25.0,36.80555555555556,1
40,16156S,0.42,0.4196412556053812,0.42,264,9300,372,25.0,258.3333333333333,15
41,16161E,0.1,0.1,,5,150,6,25.0,4.166666666666667,4
42,16161M,0.42,0.4038709677419355,,35,923,37,24.945945945945947,25.63888888888889,1
43,16161P,0.42,0.41953216374269,0.42,277,10176,408,24.94117647058824,282.6666666666667,1
44,16161U,0.42,0.4184905660377358,0.42,194,7276,292,24.91780821917808,202.11111111111111,1
45,16162L,0.6975,1.0376923076923077,0.65,12,109,25,4.36,3.0277777777777777,3
46,16168M,0.4866666666666666,0.6136363636363636,0.6255263157894737,37,822,96,8.5625,22.83333333333333,3
47,16168S,0.29,0.4666666666666666,,3,45,7,6.428571428571429,1.25,3
48,16169C,0.42,0.42,,37,925,37,25.0,25.694444444444443,1
49,16169D,0.42,,,8,200,8,25.0,5.555555555555555,1
50,16169F,0.42,0.42,,29,725,29,25.0,20.13888888888889,1
51,16169G,0.42,,,1,25,1,25.0,0.6944444444444444,1
52,16169K,0.42,0.3625,0.42,52,1375,55,25.0,38.19444444444444,1
53,16169M,0.42,0.3168965517241379,0.42,51,1360,54,25.185185185185187,37.77777777777778,8
54,16169N,0.42,0.3520454545454545,,45,1225,49,25.0,34.02777777777778,1
55,16169P,0.42,0.3707142857142857,,42,1100,44,25.0,30.55555555555556,1
56,16192,4.3,,,1,3,1,3.0,0.0833333333333333,6
57,16195,0.0,,,1,1,1,1.0,0.0277777777777777,1
58,16201A,1.95,2.91,,6,64,7,9.142857142857142,1.7777777777777777,1
59,16201B,2.838,,,3,34,5,6.8,0.9444444444444444,1
60,16202A,1.95,4.778571428571428,0.5,14,60,17,3.5294117647058822,1.6666666666666667,1
61,16202B,5.55,3.7384615384615385,0.5,11,130,16,8.125,3.611111111111111,1
62,16202C,3.15,3.3,,11,95,11,8.636363636363637,2.638888888888889,1
63,16202E,1.95,3.333333333333333,0.5,13,93,14,6.642857142857143,2.583333333333333,1
64,16207A,2.9500000000000006,3.138048780487805,2.588857142857143,18,156,79,1.9746835443037976,4.333333333333333,3
65,16207B,6.04,2.5496,2.557368421052632,11,94,45,2.088888888888889,2.611111111111111,3
66,16212,3.502,1.5283870967741937,,24,151,32,4.71875,4.194444444444445,1
67,16215,0.65,,,3,8,3,2.6666666666666665,0.2222222222222222,4
68,16216,0.92,0.2508108108108108,0.212,50,588,64,9.1875,16.333333333333332,6
69,16218,2.17,1.0042857142857142,0.3344,26,324,55,5.890909090909091,9.0,8
70,16219,1.3575,0.6111538461538462,0.7218181818181818,32,657,96,6.84375,18.25,6
71,16225,2.521666666666667,1.721186440677966,1.4095402298850574,82,752,157,4.789808917197452,20.88888888888889,1
72,16235,0.3713333333333333,0.3252212389380531,0.3284920634920635,80,1684,251,6.709163346613546,46.77777777777778,6
73,16236,0.364,0.3013559322033898,0.3018487394957983,107,2177,252,8.63888888888889,60.47222222222222,6
74,16237,0.401304347826087,0.3447191011235955,0.3409714285714285,94,1283,371,3.4582210242587603,35.638888888888886,8
75,16238,0.3475,0.3154166666666666,0.3053781512605041,101,2160,230,9.391304347826088,60.0,6
76,16239,2.76,2.692,,13,59,20,2.95,1.6388888888888888,5
77,16243B,6.04,5.91,,1,7,7,1.0,0.1944444444444444,1
78,16244A,4.2875,3.992631578947369,,5,58,27,2.1481481481481484,1.6111111111111112,1
79,16244B,4.291666666666667,4.220526315789473,1.225,7,50,26,1.9230769230769231,1.3888888888888888,1
80,16256B,0.625,0.5955172413793103,,16,380,33,11.515151515151516,10.555555555555555,7
81,16256C,0.42,0.42,,7,121,9,13.444444444444445,3.361111111111111,6
82,16258A,0.19,0.4752631578947368,0.6557777777777777,42,307,84,3.6547619047619047,8.527777777777779,3
83,16258B,0.5128571428571428,,,4,22,6,3.6666666666666665,0.6111111111111112,3
84,17001,0.29,0.29,,5,23,6,3.8333333333333335,0.6388888888888888,1
85,17003,0.3077777777777777,0.3141891891891892,0.4793150684931507,58,941,154,6.1103896103896105,26.13888888888889,8
86,17007B,2.1,2.1,2.1,6,34,6,5.666666666666667,0.9444444444444444,1
87,17011A,4.3,3.41875,,4,20,9,2.2222222222222223,0.5555555555555556,13
88,17011C,4.3,,,1,1,1,1.0,0.0277777777777777,13
89,17011D,4.3,1.2,,2,17,3,5.666666666666667,0.4722222222222222,13
90,17012A,5.17,2.5651612903225804,1.9120689655172407,29,390,92,4.239130434782608,10.833333333333334,13
91,17012B,5.17,2.714117647058824,1.8194444444444444,42,529,124,4.266129032258065,14.694444444444445,13
92,17012E,5.17,2.4503703703703703,,12,71,28,2.5357142857142856,1.9722222222222223,13
93,17013B,3.43,,,1,1,1,1.0,0.0277777777777777,13
94,17013D,3.43,2.382857142857143,1.5133333333333334,11,114,22,5.181818181818182,3.1666666666666665,13
95,17013F,1.65,1.6499999999999997,,4,6,4,1.5,0.1666666666666666,13
96,17014A,2.8366666666666664,2.313333333333333,0.555,8,102,15,6.8,2.833333333333333,13
97,17014C,3.43,,,1,1,1,1.0,0.0277777777777777,13
98,17033,0.29,0.2706666666666666,,16,119,19,6.2631578947368425,3.305555555555556,8
99,17039,0.53,0.4233333333333333,,11,122,27,4.518518518518518,3.388888888888889,1
100,17084G,0.21,,,2,50,2,25.0,1.3888888888888888,1
101,17084J,0.21,0.21,0.21,18,406,19,21.36842105263158,11.27777777777778,1
102,17084N,0.21,0.3586904761904761,0.3634117647058823,39,1593,170,9.370588235294118,44.25,1
103,17084P,0.32,0.346551724137931,0.3563888888888888,21,690,67,10.298507462686567,19.166666666666668,1
104,17090A,1.25,1.225,1.25,22,101,24,4.208333333333333,2.805555555555556,1
105,17090D,1.25,1.2289473684210528,1.25,21,88,28,3.142857142857143,2.4444444444444446,1
106,17091A,1.4385714285714286,1.37,0.67,58,393,88,4.465909090909091,10.916666666666666,1
107,17091B,1.6900000000000002,1.4417391304347824,,33,168,48,3.5,4.666666666666667,1
108,17091F,1.6271428571428572,1.25,,7,19,8,2.375,0.5277777777777778,1
109,17091J,1.8157142857142856,1.3994915254237288,0.8464583333333334,71,521,111,4.693693693693693,14.47222222222222,1
110,17096,0.375,0.3872222222222222,0.3561538461538461,12,237,53,4.471698113207547,6.583333333333333,1
111,17107D,2.55,2.55,2.55,69,315,86,3.6627906976744176,8.75,7
112,17108D,0.42,0.42,,17,307,22,13.954545454545457,8.527777777777779,7
113,17109A,1.69,1.6900000000000002,,8,49,8,6.125,1.3611111111111112,7
114,17109B,1.98,1.69,,8,48,11,4.363636363636363,1.3333333333333333,7
115,17109C,1.69,1.6900000000000002,,8,41,10,4.1,1.1388888888888888,7
116,17109D,1.6900000000000002,1.8291666666666664,0.6125,27,119,30,3.966666666666667,3.305555555555556,7
117,17129C,0.85,0.85,,6,14,10,1.4,0.3888888888888889,3
118,17129D,1.23,1.2652631578947369,,10,262,33,7.9393939393939394,7.277777777777778,3
119,17129F,1.5785714285714283,1.454125,1.421875,18,938,134,7.0,26.05555555555556,3
120,17136A,0.08,0.12,0.098235294117647,26,506,31,16.322580645161292,14.055555555555555,8
121,17164B,0.42,0.42,0.42,47,262,57,4.596491228070176,7.277777777777778,1
122,17164D,0.42,0.42,,16,106,16,6.625,2.9444444444444446,1
123,17165B,1.05,1.025,,40,325,52,6.25,9.02777777777778,1
124,17165D,1.05,1.033974358974359,0.7875000000000001,60,450,86,5.232558139534884,12.5,1
125,17178,1.25,1.230952380952381,,20,133,24,5.541666666666667,3.6944444444444446,2
126,17181,4.515,3.9320370370370368,,22,137,60,2.283333333333333,3.8055555555555554,8
127,17191A,3.75,3.75,3.75,9,33,12,2.75,0.9166666666666666,8
128,18007,0.18,0.2497674418604651,0.2838095238095238,37,674,65,10.36923076923077,18.72222222222222,6
129,18010,0.57375,0.42,,7,64,9,7.111111111111111,1.7777777777777777,3
130,18094C,2.075,1.8019230769230767,1.9639473684210524,24,433,98,4.418367346938775,12.02777777777778,1
131,18096C,4.000909090909091,2.55,,12,71,20,3.55,1.9722222222222223,2
132,18096c,5.17,5.06,,1,8,6,1.3333333333333333,0.2222222222222222,2
133,18097B,2.55,0.85,,4,13,5,2.6,0.3611111111111111,2
134,18097C,2.55,2.774609929078014,3.189230769230769,108,947,203,4.665024630541872,26.30555555555556,2
135,18098A,2.95,,,2,2,2,1.0,0.0555555555555555,1
136,18098B,2.95,2.95,,3,3,3,1.0,0.0833333333333333,1
137,18098C,3.3772222222222226,3.3005102040816325,2.8262962962962965,102,906,234,3.871794871794872,25.166666666666668,1
138,18098c,5.17,5.06,,1,292,135,2.162962962962963,8.11111111111111,1
139,20615,3.828571428571428,2.6466346153846154,2.34,58,541,196,2.760204081632653,15.02777777777778,4
140,20616,4.3,2.4624,1.7098484848484847,30,235,120,1.9583333333333333,6.527777777777778,1
141,20617,2.7,2.506545454545454,2.1723684210526315,58,298,104,2.8653846153846154,8.277777777777779,1
142,20618,2.8857142857142857,2.537884615384616,1.9695774647887323,50,297,137,2.167883211678832,8.25,1
143,20619,3.2,2.415833333333333,2.134583333333333,45,434,194,2.237113402061856,12.055555555555555,8
144,20620,4.025,4.21,,1,15,14,1.0714285714285714,0.4166666666666667,1
145,20621,2.283333333333333,2.301428571428571,,23,108,33,3.272727272727273,3.0,1
146,20622,2.747058823529412,2.9188059701492537,2.202619047619048,57,334,126,2.6507936507936507,9.27777777777778,1
147,20652,2.075,1.238876404494382,1.544,71,653,171,3.818713450292398,18.13888888888889,4
148,20653,1.91,1.3617021276595744,1.4151612903225803,25,204,80,2.55,5.666666666666667,1
149,20654,1.382,1.3559375,1.4021276595744685,65,398,120,3.316666666666667,11.055555555555555,1
150,20655,1.426,1.7167816091954022,1.732111111111111,55,414,189,2.1904761904761907,11.5,1
151,20657,1.836666666666667,1.101168831168831,1.768,51,315,116,2.7155172413793105,8.75,8
152,20658,1.8308,1.653333333333333,1.7339999999999998,153,1514,351,4.313390313390314,42.05555555555556,1
153,20659,1.6561538461538463,1.485,1.6583050847457628,55,369,138,2.6739130434782608,10.25,1
154,20660,1.25,1.1607142857142858,,23,75,27,2.7777777777777777,2.083333333333333,1
155,20661,4.354545454545455,2.7228205128205127,3.411875,35,268,120,2.2333333333333334,7.444444444444445,4
156,20662,2.95,2.691818181818182,2.944117647058824,21,128,47,2.723404255319149,3.555555555555556,1
157,20663,2.95,2.637619047619048,2.699411764705882,11,74,42,1.761904761904762,2.055555555555556,1
158,20664,2.95,2.95,2.30625,11,66,32,2.0625,1.8333333333333333,8
159,20665,3.7225,3.73572192513369,3.9203053435114494,167,1356,349,3.885386819484241,37.66666666666666,1
160,20666,3.465,2.886363636363636,1.635,21,111,44,2.522727272727273,3.083333333333333,1
161,20667,2.95,2.95,2.490625,6,40,24,1.6666666666666667,1.1111111111111112,1
162,20668,0.201578947368421,0.1955445544554455,0.1836440677966101,127,3943,237,16.637130801687764,109.52777777777776,5
163,20669,1.6271428571428572,1.5684920634920634,1.6367441860465115,105,761,213,3.572769953051643,21.13888888888889,1
164,20670,3.465,2.7846666666666664,3.273000000000001,19,94,46,2.0434782608695654,2.611111111111111,1
165,20671,1.9833333333333327,1.553157894736842,,69,714,142,5.028169014084507,19.83333333333333,1
166,20672,1.97,1.5307407407407407,,22,140,38,3.684210526315789,3.888888888888889,1
167,20673,0.8333333333333334,,,3,11,3,3.6666666666666665,0.3055555555555556,1
168,20674,1.859230769230769,1.4534387351778657,1.5817741935483869,193,2584,449,5.755011135857461,71.77777777777777,4
169,20675,1.6196000000000002,1.4454335260115607,1.6278397212543554,272,3781,655,5.772519083969466,105.02777777777776,4
170,20676,1.5207692307692309,1.523864118895966,1.6614795918367349,352,5557,896,6.202008928571429,154.36111111111111,1
171,20677,1.7877777777777777,1.558049382716049,1.672986111111111,260,4225,712,5.933988764044944,117.36111111111111,4
172,20679,5.609090909090909,5.811111111111111,5.924145299145299,263,2716,601,4.5191347753743765,75.44444444444444,1
173,20680,3.25,3.25,,4,6,4,1.5,0.1666666666666666,16
174,20681,4.359090909090909,3.792815884476534,3.926,185,1225,338,3.6242603550295858,34.02777777777778,16
175,20682,4.356279069767441,3.791780415430267,3.834519230769231,294,2534,584,4.339041095890411,70.38888888888889,16
176,20683,1.625,,,2,2,2,1.0,0.0555555555555555,16
177,20684,4.226,3.591679389312977,3.1451612903225805,116,521,176,2.960227272727273,14.47222222222222,16
178,20685,6.623684210526315,7.294520231213873,7.769365384615384,622,6109,1460,4.184246575342466,169.69444444444446,4
179,20686,4.121428571428571,3.60625,3.739855072463768,117,590,186,3.172043010752688,16.38888888888889,16
180,20688,5.95,3.283333333333333,,8,42,8,5.25,1.1666666666666667,6
181,20689,5.95,5.5445161290322575,,25,89,36,2.4722222222222223,2.4722222222222223,1
182,20691,0.0,,,1,20,1,20.0,0.5555555555555556,1
183,20692,4.25,4.149456521739131,,74,365,110,3.3181818181818183,10.13888888888889,1
184,20693,4.25,4.25,,11,28,14,2.0,0.7777777777777778,1
185,20694,7.78,4.08578947368421,4.739333333333334,24,166,54,3.074074074074074,4.611111111111111,1
186,20695,4.25,3.790238095238095,4.25,24,129,48,2.6875,3.583333333333333,1
187,20696,5.093333333333334,4.676363636363636,4.4975,28,151,60,2.5166666666666666,4.194444444444445,8
188,20697,2.55,2.4681818181818183,2.55,18,40,21,1.9047619047619049,1.1111111111111112,1
189,20699,3.132222222222222,3.401632653061224,2.5051612903225804,43,294,88,3.340909090909091,8.166666666666666,1
190,20700,2.5,4.105333333333333,4.104666666666667,11,154,77,2.0,4.277777777777778,8
191,20701,2.9166666666666665,4.105833333333333,4.085294117647059,11,109,44,2.477272727272727,3.0277777777777777,8
192,20702,4.25,4.236979166666667,4.244878048780488,153,718,241,2.979253112033195,19.944444444444443,1
193,20703,4.25,4.233974358974359,4.25,124,470,168,2.7976190476190474,13.055555555555555,1
194,20704,6.95,5.091891891891892,5.616666666666666,60,312,70,4.457142857142857,8.666666666666666,1
195,20705,4.95,5.422857142857143,5.586363636363637,47,233,52,4.480769230769231,6.472222222222222,1
196,20707,1.778,1.7182608695652173,1.066758620689655,45,749,195,3.841025641025641,20.80555555555556,5
197,20711,2.341666666666667,2.4005930470347647,3.1587759336099586,313,5840,992,5.887096774193548,162.22222222222223,3
198,20712,2.3828947368421054,2.548493150684932,2.976377551020408,372,8362,1320,6.334848484848485,232.27777777777777,3
199,20713,2.505454545454545,2.441768595041322,2.883734290843806,357,7653,1206,6.345771144278607,212.5833333333333,3
200,20714,1.8157142857142856,0.7984615384615383,,4,100,20,5.0,2.7777777777777777,6
201,20716,1.514,1.5198192771084338,1.231076923076923,119,1347,243,5.54320987654321,37.41666666666666,6
202,20717,1.3757142857142857,1.5754302670623144,1.6666310160427809,269,3904,724,5.392265193370166,108.44444444444444,6
203,20718,1.6641176470588237,1.5868356643356645,1.7906831119544593,410,7283,1145,6.360698689956332,202.3055555555556,6
204,20719,1.173,1.0954434250764524,1.1438799414348462,353,10547,1378,7.653846153846154,292.97222222222223,3
205,20721,0.425,,,1,2,2,1.0,0.0555555555555555,3
206,20723,1.182608695652174,1.0809212730318256,1.1392821368948247,338,9095,1234,7.37034035656402,252.63888888888889,3
207,20724,1.179032258064516,1.0588351648351648,1.0701752336448598,493,14434,1809,7.978993919292427,400.94444444444446,3
208,20725,2.231707317073171,2.025560407569141,2.1134981818181817,826,21271,2799,7.599499821364773,590.8611111111111,3
209,20726,2.3,2.063558352402746,2.1902335456475583,573,13234,1845,7.17289972899729,367.6111111111111,3
210,20727,2.1284722222222223,1.962328767123288,2.113327688399661,691,15290,2224,6.875,424.72222222222223,3
211,20728,2.18,1.89351598173516,2.066224105461393,684,14362,1964,7.312627291242363,398.94444444444446,8
212,20729,1.8308,1.3033695652173911,,38,856,117,7.316239316239316,23.77777777777778,8
213,20730,1.7214285714285713,1.00109756097561,,33,605,96,6.302083333333333,16.805555555555557,8
214,20731,1.25,1.67,0.93625,32,218,66,3.303030303030303,6.055555555555555,8
215,20733,0.9916666666666668,0.85247311827957,0.8475,66,1037,288,3.6006944444444446,28.80555555555556,6
216,20734,1.02,1.319583333333333,1.5538095238095235,47,647,111,5.828828828828829,17.97222222222222,6
217,20735,1.2363636363636363,1.3408510638297872,1.0857777777777775,28,686,195,3.517948717948718,19.05555555555556,6
218,20736,0.85,0.7083333333333334,,17,127,18,7.055555555555555,3.5277777777777777,6
219,20737,0.85,,,1,2,2,1.0,0.0555555555555555,6
220,20738,0.9714285714285714,0.9926086956521738,,43,466,60,7.766666666666667,12.944444444444445,6
221,20743,0.0,,,1,1,1,1.0,0.0277777777777777,1
222,20748,3.95,3.95,0.0,7,138,8,17.25,3.8333333333333335,1
223,20749,7.765000000000001,7.792622950819672,7.786636636636636,428,2492,731,3.4090287277701776,69.22222222222223,8
224,20750,7.824509803921569,7.808193018480493,7.765757575757576,472,3089,863,3.5793742757821554,85.80555555555556,8
225,20751,2.3095238095238093,2.303453237410072,2.363647058823529,263,2587,467,5.539614561027837,71.86111111111111,12
226,20752,2.5,2.437892156862745,2.32368,183,1044,351,2.9743589743589745,29.0,12
227,20753,2.7226415094339624,1.5666666666666669,,30,218,56,3.892857142857143,6.055555555555555,12
228,20754,2.612328767123288,2.515564356435644,2.4747843137254906,361,3150,827,3.80894800483676,87.5,12
229,20755,0.95625,0.8805263157894736,0.955,71,489,117,4.17948717948718,13.583333333333334,1
230,20756,0.9714285714285714,0.7681818181818182,0.85,39,208,62,3.3548387096774195,5.777777777777778,1
231,20757,0.9714285714285714,0.7857142857142857,0.9366666666666666,47,274,75,3.653333333333333,7.611111111111111,1
232,20758,0.9916666666666668,0.7869565217391304,0.8499999999999999,60,349,92,3.793478260869565,9.694444444444445,1
233,20759,0.85,0.754390243902439,0.85,34,221,60,3.683333333333333,6.138888888888889,14
234,20760,0.85,0.7821153846153847,0.85,46,366,75,4.88,10.166666666666666,1
235,20761,3.653,3.8163291139240494,4.4125,93,330,144,2.2916666666666665,9.166666666666666,1
236,20762,2.8125,3.847088607594937,4.065744680851064,88,330,134,2.462686567164179,9.166666666666666,1
237,20763,4.1325,3.825869565217392,3.86,53,187,72,2.5972222222222223,5.194444444444445,1
238,20764,4.591666666666667,3.845,4.6775,104,493,189,2.6084656084656084,13.694444444444445,1
239,20765,2.8125,3.834772727272727,4.28,95,314,144,2.180555555555556,8.722222222222221,14
240,20766,3.2072727272727275,3.878279569892473,4.319411764705882,99,390,153,2.549019607843137,10.833333333333334,1
241,20767,2.125,2.7184090909090908,2.80887323943662,111,560,175,3.2,15.555555555555555,1
242,20768,1.9833333333333327,2.6635365853658537,2.6158,95,479,144,3.326388888888889,13.305555555555555,1
243,20769,1.5299999999999998,2.611282051282051,2.7590625,46,222,75,2.96,6.166666666666667,1
244,20770,1.8416666666666663,2.551889763779528,2.5010714285714286,91,649,194,3.345360824742268,18.02777777777778,1
245,20771,2.2041176470588235,2.571428571428571,2.786216216216216,90,462,138,3.347826086956522,12.833333333333334,14
246,20772,1.5583333333333331,2.598202247191011,2.6582142857142856,103,629,156,4.032051282051282,17.47222222222222,1
247,20773,2.1444444444444444,1.6942168674698797,1.65,78,299,116,2.577586206896552,8.305555555555555,1
248,20774,2.2857142857142856,1.7069230769230768,1.599512195121951,68,296,119,2.4873949579831933,8.222222222222221,1
249,20775,2.2433333333333336,1.8428260869565216,1.637,43,244,111,2.1981981981981984,6.777777777777778,1
250,20776,2.095,1.657540983606557,,50,225,84,2.6785714285714284,6.25,1
251,20777,2.1246666666666667,1.850506329113924,1.661081081081081,76,380,167,2.275449101796408,10.555555555555555,14
252,20778,2.342222222222222,1.7018181818181817,1.414285714285714,66,253,90,2.811111111111111,7.027777777777778,1
253,20780,5.217692307692308,5.177551020408163,5.49,34,160,68,2.3529411764705883,4.444444444444445,14
254,20781,4.782,5.1864,5.096666666666668,34,89,48,1.8541666666666667,2.4722222222222223,14
255,20782,5.49,5.103076923076923,5.195,38,123,62,1.9838709677419355,3.4166666666666665,14
256,20783,5.49,5.185,,19,65,33,1.9696969696969693,1.805555555555556,14
257,20793,6.75,6.75,6.75,12,33,14,2.357142857142857,0.9166666666666666,1
258,20795,3.2,3.231333333333333,2.653636363636364,15,99,28,3.5357142857142856,2.75,8
259,20796,1.65,2.795833333333333,1.832222222222222,12,99,22,4.5,2.75,8
260,20798,4.3,3.127236842105263,1.4,35,412,81,5.08641975308642,11.444444444444445,1
261,20799,3.985714285714285,2.7668421052631578,,11,97,26,3.730769230769231,2.6944444444444446,1
262,20802,3.43,2.25864406779661,2.138510638297872,63,655,107,6.121495327102804,18.194444444444443,1
263,20803,2.54,2.2329545454545454,1.4845454545454544,40,345,68,5.073529411764706,9.583333333333334,1
264,20804,2.985,2.315897435897436,,21,212,63,3.365079365079365,5.888888888888889,1
265,20812,2.55,2.55,,3,5,3,1.6666666666666667,0.1388888888888889,7
266,20814,1.25,1.25,,7,45,10,4.5,1.25,5
267,20818,4.482727272727273,4.56125,4.153333333333333,20,87,30,2.9,2.4166666666666665,1
268,20819,3.8592857142857135,3.7596,4.026923076923077,41,228,65,3.507692307692308,6.333333333333333,1
269,20820,4.95,4.95,4.95,6,11,8,1.375,0.3055555555555556,1
270,20823,4.65,4.6000000000000005,0.79,14,108,15,7.2,3.0,1
271,20828,2.869512195121951,2.8181739130434784,3.216359447004608,257,2647,586,4.517064846416382,73.52777777777777,1
272,20829,2.262962962962963,2.442546125461255,2.466761363636364,206,2470,464,5.323275862068965,68.61111111111111,1
273,20830,2.98,3.0632608695652173,2.953870967741936,35,311,81,3.8395061728395055,8.63888888888889,1
274,20831,1.85,2.8619444444444446,2.783513513513513,33,330,77,4.285714285714286,9.166666666666666,1
275,20832,1.3730769230769229,1.1346478873239436,0.6769117647058823,82,1237,151,8.19205298013245,34.361111111111114,1
276,20837,2.95,1.9,0.9713333333333334,17,165,18,9.166666666666666,4.583333333333333,1
277,20840,2.95,2.35,1.905135135135135,50,643,89,7.224719101123595,17.86111111111111,1
278,20845,6.35,5.644444444444444,6.35,16,97,22,4.409090909090909,2.6944444444444446,1
279,20846,1.91,1.5251724137931035,1.5739506172839506,104,1283,166,7.728915662650603,35.638888888888886,2
280,20847,4.7575,5.6850000000000005,4.244666666666666,17,80,27,2.962962962962963,2.2222222222222223,1
281,20848,2.95,2.9500000000000006,2.95,10,39,12,3.25,1.0833333333333333,1
282,20849,6.436666666666667,3.5771428571428574,,14,71,24,2.958333333333333,1.9722222222222223,4
283,20851,5.95,5.95,5.20625,20,47,27,1.7407407407407407,1.3055555555555556,1
284,20854,1.65,1.6726315789473682,1.6477777777777776,65,352,106,3.320754716981132,9.77777777777778,1
285,20855,1.65,1.65,,41,142,47,3.021276595744681,3.9444444444444446,1
286,20856,1.6499999999999997,1.6501492537313431,1.6727777777777777,70,408,122,3.344262295081968,11.333333333333334,1
287,20857,1.65,1.65,1.65,57,249,73,3.410958904109589,6.916666666666667,1
288,20858,1.65,,,1,4,1,4.0,0.1111111111111111,1
289,20859,0.0,,,1,15,1,15.0,0.4166666666666667,1
290,20861,2.1,1.95,,15,51,17,3.0,1.4166666666666667,3
291,20862,3.284615384615385,2.277272727272728,,21,181,35,5.171428571428572,5.027777777777778,8
292,20863,3.357142857142857,2.2188372093023254,,35,210,50,4.2,5.833333333333333,8
293,20864,2.414285714285714,2.136363636363636,,21,152,28,5.428571428571429,4.222222222222222,8
294,20865,2.5,2.041428571428572,,25,151,32,4.71875,4.194444444444445,8
295,20866,2.13,1.409120879120879,1.449620253164557,75,860,188,4.574468085106383,23.88888888888889,1
296,20867,1.866,1.457111111111111,1.1227659574468083,65,762,150,5.08,21.166666666666668,1
297,20868,1.25,1.3727272727272728,0.7165789473684211,36,217,63,3.4444444444444446,6.027777777777778,1
298,20869,1.25,1.245,0.7022222222222223,31,229,52,4.403846153846154,6.361111111111111,1
299,20870,2.921428571428572,0.0,,5,30,8,3.75,0.8333333333333334,8
