Customer ID,TotItem,avgSpent,Nsessions,TotSpent,Max,Min,DistinctItem
13823.0,241,80.5,1,80.5,80.5,80.5,24
13825.0,44,65.19,1,65.19,65.19,65.19,21
13831.0,252,23.97,2,47.94,32.39,15.55,13
13847.0,90,63.29,1,63.29,63.29,63.29,15
13855.0,265,73.75,2,147.5,91.25,56.25,37
13871.0,268,84.27,1,84.27,84.27,84.27,30
13872.0,82,53.64,1,53.64,53.64,53.64,14
13875.0,139,19.16,1,19.16,19.16,19.16,11
13890.0,89,38.9,1,38.9,38.9,38.9,13
13895.0,397,93.86,1,93.86,93.86,93.86,35
13902.0,90,21.88,1,21.88,21.88,21.88,6
13905.0,132,38.55,1,38.55,38.55,38.55,10
13921.0,25,35.85,1,35.85,35.85,35.85,7
13931.0,846,70.08666666666666,3,210.26,141.15,16.35,85
13941.0,86,19.0,1,19.0,19.0,19.0,7
13946.0,126,44.0,1,44.0,44.0,44.0,24
13948.0,59,18.6,1,18.6,18.6,18.6,6
13952.0,185,38.79,1,38.79,38.79,38.79,16
13958.0,126,25.75,2,51.5,50.25,1.25,17
13979.0,77,44.06,1,44.06,44.06,44.06,11
13983.0,85,23.8,1,23.8,23.8,23.8,9
13984.0,102,6.699999999999999,2,13.4,9.35,4.05,7
13993.0,196,83.3,1,83.3,83.3,83.3,23
13995.0,62,9.25,1,9.25,9.25,9.25,5
13999.0,283,37.125,2,74.25,40.7,33.55,28
14000.0,48,8.0,1,8.0,8.0,8.0,2
14003.0,99,38.44,1,38.44,38.44,38.44,14
14030.0,294,62.504999999999995,2,125.01,104.47,20.54,47
14031.0,921,53.592,5,267.96,168.53,1.55,63
14032.0,316,20.445,2,40.89,21.29,19.6,19
14037.0,132,95.2,1,95.2,95.2,95.2,45
14040.0,364,118.905,2,237.81,198.37,39.44,68
14042.0,176,55.09,1,55.09,55.09,55.09,19
14043.0,74,26.15,1,26.15,26.15,26.15,15
14051.0,265,26.78,2,53.56,37.14,16.42,13
14055.0,64,6.3,1,6.3,6.3,6.3,4
14057.0,65,49.77,1,49.77,49.77,49.77,16
14061.0,62,34.7,2,69.4,53.85,15.55,11
14062.0,385,38.585,2,77.17,40.78,36.39,19
14063.0,12,8.4,1,8.4,8.4,8.4,2
14080.0,110,58.705,2,117.41,67.87,49.54,30
14081.0,435,270.91,1,270.91,270.91,270.91,121
14083.0,19,20.77,1,20.77,20.77,20.77,7
14085.0,600,130.43,4,521.72,217.53,1.55,127
14087.0,199,111.58,1,111.58,111.58,111.58,63
14092.0,52,15.850000000000001,1,15.850000000000001,15.850000000000001,15.850000000000001,5
14095.0,1,2.95,1,2.95,2.95,2.95,1
14099.0,169,112.29,1,112.29,112.29,112.29,34
14105.0,202,68.25,1,68.25,68.25,68.25,20
14107.0,174,10.89,1,10.89,10.89,10.89,9
14108.0,208,19.25,2,38.5,24.25,14.25,16
14110.0,168,16.785,2,33.57,19.080000000000002,14.49,11
14113.0,173,18.375,2,36.75,19.95,16.8,10
14119.0,24,2.5,1,2.5,2.5,2.5,2
14122.0,19,6.640000000000001,1,6.640000000000001,6.640000000000001,6.640000000000001,2
14123.0,233,65.84,1,65.84,65.84,65.84,23
14130.0,216,107.14,1,107.14,107.14,107.14,59
14133.0,38,20.9,1,20.9,20.9,20.9,4
14134.0,190,13.675,2,27.35,15.5,11.85,9
14135.0,118,4.609999999999999,1,4.609999999999999,4.609999999999999,4.609999999999999,9
14136.0,135,51.82,1,51.82,51.82,51.82,18
14151.0,175,62.62,1,62.62,62.62,62.62,22
14156.0,1564,85.79666666666667,6,514.78,107.68,44.0,150
14159.0,265,180.51,1,180.51,180.51,180.51,96
14161.0,298,87.03,1,87.03,87.03,87.03,44
14171.0,14,16.150000000000002,1,16.150000000000002,16.150000000000002,16.150000000000002,5
14173.0,8,2.95,1,2.95,2.95,2.95,1
14191.0,2,7.95,1,7.95,7.95,7.95,1
14204.0,95,169.61,1,169.61,169.61,169.61,53
14211.0,112,14.85,1,14.85,14.85,14.85,8
14215.0,184,45.49,1,45.49,45.49,45.49,17
14238.0,4,4.95,1,4.95,4.95,4.95,1
14239.0,93,24.5,2,49.0,31.25,17.75,14
14258.0,136,26.85,1,26.85,26.85,26.85,7
14277.0,140,26.28,1,26.28,26.28,26.28,12
14285.0,12,3.75,1,3.75,3.75,3.75,1
14286.0,1147,94.7,1,94.7,94.7,94.7,65
14290.0,231,87.22,1,87.22,87.22,87.22,23
14291.0,225,57.15,1,57.15,57.15,57.15,23
14293.0,189,19.375,2,38.75,22.450000000000003,16.3,10
14295.0,159,65.7,1,65.7,65.7,65.7,16
14298.0,120,4.175,2,8.35,5.85,2.5,5
14299.0,216,27.285,2,54.57,37.67,16.9,15
14302.0,28,11.4,1,11.4,11.4,11.4,2
14307.0,104,44.65,1,44.65,44.65,44.65,13
14329.0,168,71.66,1,71.66,71.66,71.66,21
14341.0,299,41.519999999999996,2,83.04,48.8,34.24,29
14347.0,48,16.4,1,16.4,16.4,16.4,6
14396.0,236,120.96,1,120.96,120.96,120.96,42
14401.0,307,25.795,2,51.59,37.04,14.55,17
14404.0,77,18.405,2,36.81,34.86,1.95,17
14408.0,108,15.15,1,15.15,15.15,15.15,7
14415.0,226,133.65,1,133.65,133.65,133.65,44
14422.0,267,57.42,1,57.42,57.42,57.42,26
14425.0,139,41.75,2,83.5,49.1,34.4,22
14440.0,179,29.68,1,29.68,29.68,29.68,10
14454.0,63,47.31,1,47.31,47.31,47.31,17
14460.0,64,16.85,1,16.85,16.85,16.85,5
14466.0,138,23.15,1,23.15,23.15,23.15,13
14467.0,82,24.49,1,24.49,24.49,24.49,17
14468.0,39,27.95,1,27.95,27.95,27.95,7
14471.0,118,60.74,1,60.74,60.74,60.74,26
14478.0,70,32.3,1,32.3,32.3,32.3,10
14479.0,186,79.91,1,79.91,79.91,79.91,28
14480.0,150,44.8,1,44.8,44.8,44.8,16
14483.0,96,5.0,1,5.0,5.0,5.0,4
14484.0,245,42.92,1,42.92,42.92,42.92,21
14505.0,632,201.41,2,402.82,318.62,84.2,133
14507.0,56,45.05,1,45.05,45.05,45.05,14
14512.0,106,15.72,1,15.72,15.72,15.72,9
14514.0,360,90.81,1,90.81,90.81,90.81,33
14519.0,50,60.1,1,60.1,60.1,60.1,23
14525.0,187,50.35,1,50.35,50.35,50.35,32
14527.0,946,176.50571428571428,7,1235.54,221.03,111.35000000000001,128
14540.0,199,107.24000000000001,2,214.48,192.58,21.9,64
14543.0,211,22.0625,4,88.25,26.4,14.7,14
14546.0,307,149.64,1,149.64,149.64,149.64,82
14548.0,168,65.17,2,130.34,89.01,41.33,43
14549.0,116,121.24000000000001,1,121.24000000000001,121.24000000000001,121.24000000000001,52
14555.0,101,29.3,1,29.3,29.3,29.3,9
14558.0,26,25.15,1,25.15,25.15,25.15,5
14560.0,69,6.0,2,12.0,7.4,4.6,6
14564.0,387,104.83,1,104.83,104.83,104.83,34
14574.0,60,21.95,1,21.95,21.95,21.95,10
14577.0,74,56.55,1,56.55,56.55,56.55,24
14590.0,107,45.346666666666664,3,136.04,52.01,40.03,37
14593.0,158,160.63,1,160.63,160.63,160.63,62
14605.0,130,39.27,2,78.54,77.59,0.95,29
14606.0,527,98.7875,8,790.3000000000001,172.79,1.69,192
14608.0,20,4.95,1,4.95,4.95,4.95,1
14625.0,292,92.63,1,92.63,92.63,92.63,32
14626.0,140,22.1,1,22.1,22.1,22.1,8
14643.0,200,18.0,1,18.0,18.0,18.0,10
14644.0,137,23.45,1,23.45,23.45,23.45,9
14646.0,233,41.35,3,124.05,80.65,20.8,58
14648.0,165,117.94,1,117.94,117.94,117.94,40
14653.0,78,45.55,1,45.55,45.55,45.55,15
14654.0,177,35.22,1,35.22,35.22,35.22,25
14662.0,26,21.65,1,21.65,21.65,21.65,7
14667.0,328,53.225,2,106.45,68.4,38.05,37
14669.0,470,222.95000000000002,1,222.95000000000002,222.95000000000002,222.95000000000002,81
14670.0,96,119.46000000000001,1,119.46000000000001,119.46000000000001,119.46000000000001,55
14679.0,156,57.26,1,57.26,57.26,57.26,16
14680.0,592,105.83666666666666,3,317.51,139.37,76.86,77
14685.0,272,45.645,2,91.29,90.04,1.25,37
14695.0,265,68.99000000000001,2,137.98,80.31,57.67,46
14702.0,461,139.075,2,278.15,142.95,135.2,77
14709.0,100,18.75,1,18.75,18.75,18.75,7
14710.0,36,25.625,2,51.25,29.55,21.7,17
14713.0,104,38.52,1,38.52,38.52,38.52,21
14717.0,31,26.5,1,26.5,26.5,26.5,10
14723.0,115,33.17,1,33.17,33.17,33.17,17
14732.0,163,43.5,2,87.0,57.2,29.8,21
14735.0,139,15.45,2,30.900000000000002,30.25,0.65,12
14738.0,54,44.4,1,44.4,44.4,44.4,10
14739.0,121,11.85,2,23.7,16.9,6.8,8
14750.0,63,65.4,1,65.4,65.4,65.4,30
14751.0,18,10.850000000000001,1,10.850000000000001,10.850000000000001,10.850000000000001,3
14755.0,211,20.345000000000002,2,40.69,39.84,0.85,17
14769.0,622,100.82000000000001,1,100.82000000000001,100.82000000000001,100.82000000000001,52
14771.0,253,23.6,1,23.6,23.6,23.6,19
14790.0,387,23.375,2,46.75,24.1,22.65,20
14796.0,86,77.57000000000001,1,77.57000000000001,77.57000000000001,77.57000000000001,22
14799.0,61,34.05,1,34.05,34.05,34.05,9
14819.0,23,18.919999999999998,1,18.919999999999998,18.919999999999998,18.919999999999998,11
14828.0,24,4.25,1,4.25,4.25,4.25,1
14831.0,313,38.3,2,76.6,67.6,9.0,30
14838.0,18,24.8,1,24.8,24.8,24.8,4
14841.0,636,25.833333333333332,3,77.5,50.75,11.35,36
14861.0,94,37.25,1,37.25,37.25,37.25,12
14867.0,48,17.990000000000002,1,17.990000000000002,17.990000000000002,17.990000000000002,6
14869.0,248,37.64,1,37.64,37.64,37.64,19
14871.0,97,49.275,2,98.55,52.75,45.8,22
14894.0,54,17.25,1,17.25,17.25,17.25,3
14895.0,375,33.955,2,67.91,67.49,0.42,24
14896.0,127,125.1,1,125.1,125.1,125.1,40
14897.0,155,39.69,1,39.69,39.69,39.69,17
14898.0,348,71.005,2,142.01,96.39,45.62,50
14905.0,100,22.6,1,22.6,22.6,22.6,11
14911.0,2326,75.58818181818182,11,831.47,131.31,27.79,192
14915.0,104,29.84,1,29.84,29.84,29.84,11
14940.0,105,18.14,1,18.14,18.14,18.14,10
14942.0,5,10.9,1,10.9,10.9,10.9,2
14949.0,41,9.49,1,9.49,9.49,9.49,4
14952.0,134,11.274999999999999,2,22.55,19.15,3.4,9
14955.0,73,71.47,1,71.47,71.47,71.47,29
14958.0,52,48.09,1,48.09,48.09,48.09,11
14961.0,951,107.37,2,214.74,131.54,83.2,80
14966.0,198,46.34,2,92.68,87.46000000000001,5.220000000000001,35
14967.0,20,6.55,1,6.55,6.55,6.55,4
14977.0,17,9.84,1,9.84,9.84,9.84,4
14979.0,173,148.0,1,148.0,148.0,148.0,41
14980.0,47,62.24,1,62.24,62.24,62.24,21
14987.0,2,7.95,2,15.9,7.95,7.95,1
14990.0,57,34.02,1,34.02,34.02,34.02,13
15005.0,437,88.43666666666667,3,265.31,96.28,79.19,92
15015.0,64,38.84,1,38.84,38.84,38.84,16
15031.0,121,86.58,1,86.58,86.58,86.58,34
15032.0,24,0.85,1,0.85,0.85,0.85,1
15039.0,161,64.23,3,192.69,84.75,47.35,37
15044.0,410,176.125,2,352.25,189.15,163.1,62
15051.0,216,90.71000000000001,1,90.71000000000001,90.71000000000001,90.71000000000001,30
15055.0,92,138.27,1,138.27,138.27,138.27,46
15057.0,98,29.7,1,29.7,29.7,29.7,10
15059.0,115,98.84,1,98.84,98.84,98.84,39
15061.0,218,11.106666666666667,3,33.32,17.31,4.61,10
15064.0,121,42.37,1,42.37,42.37,42.37,16
15070.0,135,37.95,1,37.95,37.95,37.95,12
15077.0,216,62.02,1,62.02,62.02,62.02,17
15078.0,306,44.650000000000006,2,89.3,64.4,24.9,26
15079.0,265,33.574999999999996,2,67.15,64.6,2.55,28
15085.0,169,20.91,1,20.91,20.91,20.91,9
15093.0,77,12.520000000000001,1,12.520000000000001,12.520000000000001,12.520000000000001,5
15109.0,44,31.9,1,31.9,31.9,31.9,7
15115.0,88,39.88,1,39.88,39.88,39.88,14
15144.0,84,30.8,1,30.8,30.8,30.8,6
15157.0,80,12.85,1,12.85,12.85,12.85,7
15162.0,68,44.65,1,44.65,44.65,44.65,11
15169.0,223,104.65,1,104.65,104.65,104.65,47
15179.0,313,54.21,1,54.21,54.21,54.21,22
15184.0,89,19.95,1,19.95,19.95,19.95,9
15188.0,195,46.31,1,46.31,46.31,46.31,21
15194.0,734,20.9325,4,83.73,26.48,10.89,42
15196.0,66,58.45,1,58.45,58.45,58.45,23
15197.0,60,8.14,1,8.14,8.14,8.14,4
15203.0,208,42.94,1,42.94,42.94,42.94,23
15209.0,92,27.39,1,27.39,27.39,27.39,11
15222.0,244,14.27,1,14.27,14.27,14.27,14
15223.0,38,11.45,1,11.45,11.45,11.45,3
15240.0,277,53.63,1,53.63,53.63,53.63,26
15255.0,108,23.19,1,23.19,23.19,23.19,11
15260.0,92,13.825,2,27.650000000000002,24.7,2.95,9
15265.0,146,48.23,1,48.23,48.23,48.23,17
15270.0,98,11.900000000000002,2,23.8,12.950000000000001,10.850000000000001,4
15287.0,55,5.87,1,5.87,5.87,5.87,4
15291.0,82,19.125,2,38.25,26.85,11.4,7
15298.0,162,23.32,1,23.32,23.32,23.32,9
15302.0,98,39.650000000000006,1,39.650000000000006,39.650000000000006,39.650000000000006,12
15309.0,140,38.25,1,38.25,38.25,38.25,18
15311.0,1323,51.36,14,719.04,137.8,6.5,170
15312.0,137,48.45,1,48.45,48.45,48.45,16
15326.0,433,63.785,2,127.57000000000001,74.97,52.6,43
15329.0,136,62.44,1,62.44,62.44,62.44,17
15353.0,80,97.64,1,97.64,97.64,97.64,32
15358.0,662,43.785,2,87.57,48.52,39.05,49
15362.0,142,64.55,1,64.55,64.55,64.55,21
15367.0,201,157.75,1,157.75,157.75,157.75,36
15380.0,62,13.64,1,13.64,13.64,13.64,5
15382.0,430,90.5,1,90.5,90.5,90.5,28
15393.0,70,32.81,1,32.81,32.81,32.81,10
15394.0,74,18.4,1,18.4,18.4,18.4,8
15409.0,59,28.65,1,28.65,28.65,28.65,9
15420.0,116,11.51,2,23.02,14.6,8.42,10
15421.0,95,42.15,1,42.15,42.15,42.15,13
15428.0,78,47.47,1,47.47,47.47,47.47,11
15441.0,133,27.01,1,27.01,27.01,27.01,12
15446.0,109,62.56,1,62.56,62.56,62.56,34
15456.0,198,38.290000000000006,2,76.58,42.7,33.88,33
15465.0,84,17.2,1,17.2,17.2,17.2,5
15466.0,401,202.98,1,202.98,202.98,202.98,88
15479.0,38,45.4,1,45.4,45.4,45.4,9
15482.0,36,19.5,1,19.5,19.5,19.5,4
15484.0,371,53.02,1,53.02,53.02,53.02,28
15485.0,209,36.22,2,72.44,69.49,2.95,17
15494.0,418,126.27,1,126.27,126.27,126.27,60
15497.0,64,17.0,1,17.0,17.0,17.0,4
15498.0,692,128.65,1,128.65,128.65,128.65,50
15499.0,59,117.45,1,117.45,117.45,117.45,40
15503.0,60,103.81,1,103.81,103.81,103.81,50
15514.0,584,49.54333333333333,3,148.63,77.49,33.1,50
15518.0,131,37.1,1,37.1,37.1,37.1,17
15523.0,71,22.6,1,22.6,22.6,22.6,9
15527.0,88,33.34,1,33.34,33.34,33.34,10
15534.0,63,29.9,1,29.9,29.9,29.9,8
15542.0,196,153.925,2,307.85,154.34,153.51,115
15547.0,177,144.62,1,144.62,144.62,144.62,44
15550.0,207,26.65,2,53.3,33.4,19.9,18
15555.0,296,139.34,1,139.34,139.34,139.34,44
15562.0,66,44.87,1,44.87,44.87,44.87,20
15566.0,60,8.84,1,8.84,8.84,8.84,4
15571.0,43,37.29,1,37.29,37.29,37.29,16
15573.0,149,112.28,1,112.28,112.28,112.28,41
15577.0,28,31.05,2,62.1,57.85,4.25,18
15581.0,408,36.599999999999994,9,329.4,70.82,4.25,145
15601.0,867,53.18333333333334,3,159.55,104.63,2.95,64
15602.0,218,27.97,1,27.97,27.97,27.97,16
