Customer ID,avgSpent,Nsessions,Max,Min,DistinctItem,avgItemSession,MaxSessionsMonth,MeanTimeGap
12429.0,62.49666666666667,3,77.62,44.79,64,318.6666666666667,11,109.0
12430.0,16.53,1,16.53,16.53,9,112.0,10,0.0
12431.0,52.60333333333333,12,95.72,0.0,142,136.0,12,28.545454545454547
12432.0,67.7375,4,188.32,7.45,80,207.5,10,43.333333333333336
12433.0,108.514,5,158.84,1.65,134,511.8,11,20.5
12434.0,86.84,2,87.98,85.7,45,196.0,9,176.0
12435.0,3.9,1,3.9,3.9,2,40.0,3,0.0
12436.0,44.28,1,44.28,44.28,15,209.0,1,0.0
12437.0,14.369444444444444,18,59.19,1.25,105,111.38888888888889,12,17.764705882352942
12438.0,100.645,2,114.92,86.37,73,490.0,11,126.0
12442.0,12.08,1,12.08,12.08,11,181.0,6,0.0
12444.0,88.71600000000001,5,257.66,25.64,116,198.4,12,43.0
12445.0,3.95,1,3.95,3.95,3,60.0,11,0.0
12446.0,145.25,1,145.25,145.25,49,333.0,10,0.0
12447.0,67.98,1,67.98,67.98,24,185.0,10,0.0
12448.0,37.94,1,37.94,37.94,20,239.0,10,0.0
12449.0,102.21,4,136.1,77.4,106,357.0,11,94.0
12450.0,5.645,2,10.04,1.25,7,44.0,6,12.0
12451.0,97.94625,8,190.49,7.5,299,567.125,11,44.85714285714285
12452.0,50.17,1,50.17,50.17,20,181.0,11,0.0
12453.0,102.91,1,102.91,102.91,43,473.0,7,0.0
12454.0,12.3,1,12.3,12.3,2,28.0,10,0.0
12455.0,26.388,5,66.7,6.32,65,159.2,9,55.75
12456.0,89.63666666666666,3,118.16,70.89,96,403.3333333333333,10,105.0
12457.0,62.43,2,80.81,44.05,44,246.0,9,153.0
12458.0,31.945,2,32.0,31.89,30,179.0,9,213.0
12461.0,100.56,1,100.56,100.56,33,280.0,8,0.0
12462.0,59.46,2,93.43,25.49,41,206.0,11,80.0
12463.0,36.29,4,42.94,22.08,62,191.0,12,67.0
12464.0,2.55,4,2.55,2.55,1,7.5,7,45.0
12465.0,44.46,2,48.52,40.4,43,212.5,11,152.0
12468.0,37.11,2,60.95,13.27,32,160.5,5,99.0
12471.0,29.52695652173913,23,65.76,6.0,117,176.7826086956522,11,14.545454545454543
12472.0,73.00666666666666,6,135.03,16.58,171,473.3333333333333,10,53.2
12473.0,81.89666666666666,3,141.05,50.54,125,608.0,10,142.0
12474.0,37.96277777777778,18,75.06,0.65,236,240.8333333333333,12,19.235294117647054
12475.0,86.57000000000001,1,86.57000000000001,86.57000000000001,32,330.0,10,0.0
12476.0,59.74666666666667,9,199.91,12.35,150,207.5555555555556,11,37.125
12477.0,160.485,6,251.09,76.63,170,407.6666666666667,11,43.4
12478.0,109.86,1,109.86,109.86,34,229.0,6,0.0
12479.0,46.28,1,46.28,46.28,28,377.0,11,0.0
12480.0,84.155,4,103.0,66.5,121,325.5,11,79.66666666666667
12481.0,38.345,8,69.33,8.15,120,278.25,11,33.42857142857143
12483.0,20.46857142857143,7,39.49,4.25,42,115.14285714285714,11,47.66666666666666
12484.0,199.0675,4,267.02,127.92,238,486.25,8,46.333333333333336
12488.0,50.620000000000005,3,65.69,20.74,43,160.0,11,33.0
12489.0,34.77,1,34.77,34.77,11,95.0,7,0.0
12490.0,44.017,10,71.2,17.76,124,266.5,11,34.666666666666664
12491.0,60.2,1,60.2,60.2,23,183.0,1,0.0
12492.0,15.475,2,19.94,11.01,18,95.0,8,47.0
12493.0,20.51,2,26.1,14.92,16,83.5,6,32.0
12494.0,24.618,5,52.16,8.68,57,135.2,11,80.25
12497.0,0.85,1,0.85,0.85,1,24.0,9,0.0
12498.0,20.183333333333334,3,44.2,7.2,20,52.0,11,18.0
12500.0,12.36125,8,30.89,2.95,25,27.875,10,35.142857142857146
12501.0,275.63,1,275.63,275.63,139,1620.0,7,0.0
12502.0,93.082,5,145.98,62.4,82,130.8,6,23.75
12504.0,2.5,1,2.5,2.5,2,48.0,9,0.0
12506.0,73.5,1,73.5,73.5,23,23.0,4,0.0
12507.0,9.433333333333334,3,24.05,0.0,11,63.333333333333336,7,82.0
12508.0,59.16,2,84.06,34.26,57,135.5,11,33.0
12509.0,12.45,1,12.45,12.45,5,50.0,2,0.0
12510.0,40.65,2,67.6,13.7,28,149.5,7,183.0
12512.0,40.925,2,72.65,9.2,31,48.0,4,0.0
12513.0,45.57,1,45.57,45.57,33,456.0,8,0.0
12514.0,112.79,1,112.79,112.79,46,422.0,3,0.0
12516.0,7.82,2,11.27,4.37,10,93.0,12,74.0
12517.0,146.885,4,288.57,47.54,229,337.0,11,92.66666666666669
12518.0,43.282,5,55.14,33.17,80,259.2,12,27.75
12519.0,26.09,1,26.09,26.09,15,168.0,7,0.0
12520.0,60.378,5,118.87,19.44,115,280.2,11,55.75
12521.0,80.89,1,80.89,80.89,36,305.0,7,0.0
12522.0,11.985,2,14.1,9.87,9,46.0,10,12.0
12523.0,20.78090909090909,11,35.28,8.9,66,71.18181818181819,12,33.1
12524.0,22.16375,8,43.32,2.25,77,157.0,11,47.0
12526.0,52.95666666666667,3,71.79,30.3,61,206.66666666666663,10,65.0
12527.0,8.743333333333334,3,11.39,7.4,16,76.33333333333333,9,122.0
12528.0,28.98166666666667,6,55.27,19.15,39,116.83333333333331,11,60.6
12530.0,33.32,4,41.8,23.2,45,143.0,11,68.0
12531.0,34.81,1,34.81,34.81,16,44.0,11,0.0
12532.0,41.17,1,41.17,41.17,15,151.0,9,0.0
12534.0,121.63,1,121.63,121.63,58,636.0,1,0.0
12535.0,53.975,2,70.4,37.55,23,102.5,9,95.0
12536.0,544.37,1,544.37,544.37,237,2529.0,11,0.0
12538.0,66.56,1,66.56,66.56,20,187.0,10,0.0
12539.0,186.76,4,265.25,105.8,140,491.5,11,98.0
12540.0,49.55125,16,87.78999999999999,9.81,240,323.6875,11,21.466666666666665
12541.0,30.223333333333333,3,47.64,17.240000000000002,44,212.3333333333333,10,95.5
12544.0,50.02,1,50.02,50.02,18,134.0,3,0.0
12545.0,47.575,2,56.05,39.1,36,236.0,9,184.0
12546.0,76.34,2,89.69,62.99,56,265.0,10,31.0
12547.0,3.8,2,6.75,0.85,6,66.0,5,53.0
12548.0,5.6,1,5.6,5.6,4,48.0,6,0.0
12550.0,138.2,1,138.2,138.2,55,563.0,9,0.0
12552.0,47.96,1,47.96,47.96,11,76.0,10,0.0
12553.0,39.002,10,69.34,0.42,88,167.3,12,36.888888888888886
12556.0,136.745,2,155.79,117.7,96,175.5,11,18.0
12558.0,11.67,1,11.67,11.67,10,160.0,2,0.0
12559.0,30.23,1,30.23,30.23,16,205.0,1,0.0
12560.0,114.555,2,153.59,75.52,86,522.5,7,98.0
12561.0,47.43,1,47.43,47.43,16,177.0,10,0.0
12562.0,46.864285714285714,7,55.48,37.05,92,214.7142857142857,11,51.5
12564.0,65.2,1,65.2,65.2,18,127.0,3,0.0
12565.0,21.16,1,21.16,21.16,9,80.0,2,0.0
12566.0,27.380000000000003,1,27.380000000000003,27.380000000000003,14,208.0,9,0.0
12567.0,111.56375,8,213.13,37.17,249,404.5,11,32.714285714285715
12569.0,11.047857142857143,28,22.09,1.17,84,56.17857142857143,12,13.076923076923077
12571.0,22.03,2,22.96,21.1,29,225.5,10,23.0
12572.0,77.66,2,85.71000000000001,69.61,48,198.5,10,280.0
12573.0,48.75,1,48.75,48.75,25,83.0,4,0.0
12574.0,29.25,1,29.25,29.25,9,57.0,1,0.0
12576.0,27.882,5,49.52,16.3,67,183.0,8,28.25
12577.0,62.675,2,64.2,61.15,74,166.0,4,0.0
12578.0,137.775,2,172.6,102.95,107,570.5,11,309.0
12579.0,53.32,1,53.32,53.32,26,280.0,9,0.0
12580.0,44.58,1,44.58,44.58,23,236.0,7,0.0
12581.0,15.44,1,15.44,15.44,13,159.0,10,0.0
12582.0,17.16,2,19.85,14.47,18,100.0,4,50.0
12583.0,26.72357142857143,14,54.14,9.48,93,190.92857142857144,12,15.461538461538462
12584.0,45.125,8,76.34,14.85,30,44.25,11,33.285714285714285
12585.0,40.28,1,40.28,40.28,13,128.0,4,0.0
12586.0,35.7,1,35.7,35.7,10,78.0,11,0.0
12587.0,6.24,1,6.24,6.24,3,50.0,2,0.0
12588.0,13.65,1,13.65,13.65,5,43.0,10,0.0
12589.0,21.45,2,35.01,7.89,22,144.0,11,116.0
12590.0,64.79,1,64.79,64.79,14,278.0,12,0.0
12591.0,50.4,1,50.4,50.4,23,222.0,1,0.0
12592.0,10.95,2,12.2,9.7,9,114.0,10,57.0
12593.0,12.566666666666668,3,20.6,8.25,13,68.0,8,98.0
12594.0,29.35125,8,62.650000000000006,1.79,45,166.375,10,39.42857142857143
12596.0,21.405,2,25.43,17.38,18,118.0,11,16.0
12597.0,101.9075,4,195.29,26.56,153,430.75,11,83.0
12598.0,33.52428571428572,7,69.18,12.46,74,198.1428571428572,11,54.5
12599.0,8.145714285714286,7,12.59,3.8,31,116.57142857142856,11,42.16666666666666
12600.0,18.31625,8,24.83,8.84,29,73.75,11,36.285714285714285
12601.0,10.052,5,18.65,1.45,19,40.6,11,60.0
12602.0,11.7,1,11.7,11.7,11,160.0,12,0.0
12603.0,0.0,1,0.0,0.0,1,1.0,11,0.0
12604.0,11.73,2,15.3,8.16,14,100.0,9,182.0
12607.0,200.33,1,200.33,200.33,99,1191.0,10,0.0
12609.0,52.09666666666667,3,80.39,28.62,54,181.0,9,120.0
12610.0,49.7175,4,112.63,10.45,73,255.5,11,64.33333333333333
12611.0,135.71,1,135.71,135.71,60,634.0,10,0.0
12612.0,65.95,1,65.95,65.95,17,224.0,9,0.0
12613.0,85.2125,4,184.42,10.82,119,380.0,10,68.33333333333333
12614.0,82.35,1,82.35,82.35,17,71.0,7,0.0
12615.0,58.4675,4,74.77,41.85,77,249.75,9,67.33333333333333
12616.0,33.175,2,39.15,27.2,22,136.0,5,83.0
12617.0,59.18,1,59.18,59.18,37,208.0,10,0.0
12618.0,33.02,1,33.02,33.02,10,95.0,11,0.0
12619.0,6.4975000000000005,8,12.02,0.42,32,88.5,11,33.857142857142854
12620.0,48.68666666666667,3,55.25,43.45,79,288.6666666666667,11,95.0
12621.0,44.77588235294118,17,100.68,4.15,232,267.52941176470586,12,18.375
12622.0,19.63,1,19.63,19.63,8,65.0,4,0.0
12623.0,29.32,1,29.32,29.32,17,189.0,8,0.0
12624.0,49.19500000000001,2,53.27,45.120000000000005,34,175.0,8,71.0
12625.0,53.52,2,78.87,28.17,67,650.5,12,315.0
12626.0,57.26222222222222,9,115.96,8.1,216,341.44444444444446,11,37.875
12627.0,80.915,6,125.28,51.84,155,374.5,11,58.8
12628.0,27.83,3,33.54,21.75,32,134.33333333333334,6,15.0
12630.0,68.815,2,80.51,57.120000000000005,54,266.0,11,34.0
12631.0,66.65,1,66.65,66.65,26,224.0,10,0.0
12633.0,56.5275,4,106.75,23.630000000000003,66,203.25,12,101.66666666666669
12635.0,89.355,2,105.59,73.12,89,503.5,11,94.0
12637.0,105.45375,8,170.26,4.21,194,351.375,9,29.0
12638.0,59.42,1,59.42,59.42,37,541.0,6,0.0
12639.0,43.3,1,43.3,43.3,19,196.0,4,0.0
12640.0,46.43333333333334,3,111.87,2.49,37,91.66666666666669,11,29.0
12641.0,21.15,1,21.15,21.15,8,69.0,8,0.0
12642.0,25.67333333333333,3,29.29,21.39,34,152.33333333333334,11,41.0
12643.0,1.985,2,2.55,1.42,3,25.0,3,0.0
12644.0,56.8,1,56.8,56.8,27,284.0,2,0.0
12645.0,28.09,4,37.22,18.63,56,224.0,8,69.0
12646.0,37.745000000000005,2,41.41,34.08,33,227.0,10,162.0
12647.0,18.2625,8,40.74,1.65,45,73.625,11,34.857142857142854
12648.0,39.67,1,39.67,39.67,19,154.0,8,0.0
12649.0,15.51,3,28.87,2.55,22,104.33333333333331,11,36.5
12650.0,20.69,1,20.69,20.69,19,250.0,6,0.0
12651.0,20.200000000000003,1,20.200000000000003,20.200000000000003,9,78.0,9,0.0
12652.0,106.12,1,106.12,106.12,46,496.0,12,0.0
12653.0,37.415000000000006,2,44.73,30.1,29,261.5,7,148.0
12654.0,14.856,5,22.95,4.15,28,51.4,11,72.75
12656.0,54.408,5,81.33,17.55,68,186.6,11,54.0
12657.0,27.64333333333333,3,51.27,15.83,24,104.33333333333331,11,33.5
12658.0,83.37,1,83.37,83.37,30,308.0,11,0.0
12659.0,8.15,1,8.15,8.15,3,32.0,10,0.0
12660.0,31.6,1,31.6,31.6,11,90.0,11,0.0
12662.0,48.251,10,71.39,19.7,116,182.0,11,28.77777777777778
12664.0,6.15,4,10.0,3.75,8,36.0,12,107.66666666666669
12665.0,2.5,1,2.5,2.5,2,36.0,1,0.0
12667.0,62.6,1,62.6,62.6,30,387.0,12,0.0
12668.0,116.24,3,126.87,105.18,95,369.0,11,150.5
12669.0,82.21,2,104.69,59.73,90,529.5,12,254.0
12670.0,37.868,5,53.7,23.88,53,213.0,11,73.25
12672.0,37.9,1,37.9,37.9,10,78.0,1,0.0
12673.0,52.39,2,60.4,44.38,40,159.5,4,85.0
12674.0,36.2625,4,49.22,21.01,45,197.5,9,80.33333333333333
12676.0,12.503333333333332,6,21.66,7.140000000000001,32,102.66666666666669,11,63.4
12678.0,11.812857142857142,7,21.73,2.1,33,88.71428571428571,10,40.333333333333336
12679.0,89.62,1,89.62,89.62,38,320.0,1,0.0
12680.0,28.72,4,44.5,16.990000000000002,29,99.75,11,27.666666666666668
12681.0,59.16863636363637,22,117.77,27.59,281,256.22727272727275,11,14.761904761904765
12682.0,40.75821428571429,28,99.08,7.88,189,144.03571428571428,12,12.592592592592592
12683.0,37.028333333333336,12,77.78,4.15,151,272.75,12,30.545454545454547
12684.0,21.22833333333333,6,38.75,10.15,57,239.8333333333333,11,55.2
12685.0,56.22,6,133.31,30.68,112,238.3333333333333,11,25.0
12688.0,117.135,4,311.75,25.25,169,535.25,10,90.0
12689.0,64.77,2,74.6,54.94,54,305.0,11,220.0
12690.0,47.98,1,47.98,47.98,13,97.0,5,0.0
12691.0,18.0,3,20.55,15.05,18,76.0,12,160.0
12693.0,23.692500000000003,4,35.2,13.43,30,58.25,12,105.0
12694.0,20.43,2,21.97,18.89,26,203.0,9,24.0
12695.0,30.08,4,50.14,17.15,21,45.5,8,64.33333333333333
12697.0,28.03,3,46.25,11.74,34,133.0,11,70.5
12700.0,133.2825,4,216.64,91.5,183,668.75,8,58.0
12701.0,46.85,2,62.29,31.41,46,318.0,11,44.0
12702.0,47.3,1,47.3,47.3,11,52.0,11,0.0
12703.0,37.4,1,37.4,37.4,20,163.0,9,0.0
12704.0,24.255,8,62.36,1.79,54,83.375,11,39.71428571428572
12705.0,91.32,7,142.6,17.8,198,456.7142857142857,11,38.5
12707.0,72.81,1,72.81,72.81,30,240.0,2,0.0
12708.0,29.43333333333333,9,46.15,1.25,69,131.0,10,33.75
12709.0,28.72833333333333,12,84.81,2.95,80,182.3333333333333,12,31.0
12710.0,42.09,3,83.39,2.5,70,267.3333333333333,5,67.5
12712.0,36.24909090909091,11,63.7,11.2,42,70.72727272727273,12,33.3
12713.0,65.18,1,65.18,65.18,36,499.0,9,0.0
12714.0,94.112,5,110.62,54.2,206,563.8,11,71.25
12715.0,29.34,1,29.34,29.34,19,190.0,8,0.0
12716.0,64.555,2,76.16,52.95,55,313.5,7,47.0
12717.0,54.2,2,63.370000000000005,45.03,46,249.5,11,95.0
12718.0,23.77,1,23.77,23.77,17,199.0,9,0.0
12719.0,37.6,2,38.7,36.5,30,181.5,5,28.0
12720.0,22.21391304347826,23,56.31,0.29,184,139.69565217391303,12,14.090909090909092
12721.0,43.898,5,62.31,28.45,112,326.0,9,19.75
12722.0,34.47666666666667,3,51.23,8.25,45,174.66666666666666,12,56.0
12723.0,35.18,4,63.47,3.73,48,97.25,11,65.66666666666667
12724.0,31.305,4,83.29,10.33,46,109.75,11,67.66666666666667
12726.0,19.30333333333333,6,47.16,6.3,47,236.66666666666663,11,57.4
12727.0,38.56857142857143,7,67.49,0.85,103,243.1428571428572,11,51.66666666666666
12728.0,22.635,4,37.59,6.4,33,89.75,11,82.0
12729.0,58.34,1,58.34,58.34,23,227.0,8,0.0
12731.0,50.70111111111111,9,91.29,17.4,76,295.22222222222223,11,36.125
12732.0,23.020000000000003,1,23.020000000000003,23.020000000000003,10,78.0,6,0.0
12733.0,60.6,1,60.6,60.6,20,95.0,4,0.0
12735.0,29.5,2,40.2,18.8,28,166.5,6,124.0
12736.0,3.9,1,3.9,3.9,2,48.0,11,0.0
12739.0,56.18,1,56.18,56.18,31,383.0,1,0.0
12740.0,46.65,1,46.65,46.65,25,300.0,7,0.0
12743.0,152.66,2,201.16,104.16,106,152.5,7,0.0
12744.0,117.8425,4,162.46,92.63,132,514.25,10,87.33333333333333
12747.0,24.096666666666668,9,35.86,8.04,32,88.66666666666667,11,39.75
12748.0,44.29591463414634,164,317.45,0.0,1486,81.11585365853658,12,2.042682926829268
12749.0,107.254,5,179.35,4.95,129,248.8,11,78.25
12750.0,40.35,1,40.35,40.35,12,131.0,3,0.0
12752.0,52.88,1,52.88,52.88,20,418.0,9,0.0
12753.0,11.578,5,25.35,2.55,13,61.2,11,71.75
12754.0,30.81,2,45.57,16.05,49,24.5,7,46.0
12755.0,7.6,1,7.6,7.6,2,2.0,4,0.0
12756.0,2.12,1,2.12,2.12,3,72.0,9,0.0
12757.0,90.73,7,307.94,5.5,226,277.7142857142857,12,29.666666666666668
12758.0,63.525,2,98.7,28.35,62,537.5,8,12.0
12759.0,61.24,3,80.51,42.29,75,284.0,10,59.5
12762.0,63.06999999999999,2,72.77,53.37,58,358.0,11,275.0
12764.0,116.14,1,116.14,116.14,34,326.0,1,0.0
12766.0,108.12857142857142,7,163.87,60.8,198,429.1428571428572,10,41.0
12769.0,131.65,1,131.65,131.65,31,340.0,4,0.0
12772.0,76.74,1,76.74,76.74,45,538.0,11,0.0
12775.0,25.944,5,52.34,15.49,43,144.0,11,81.0
12778.0,8.596666666666668,6,13.55,3.5,33,89.83333333333333,11,58.6
12779.0,40.83285714285715,7,82.62,6.25,67,179.0,5,21.33333333333333
12781.0,16.955,2,25.94,7.97,18,181.0,7,132.0
12782.0,43.5925,4,75.04,30.32,60,194.75,7,56.0
12783.0,56.005,4,99.37,31.85,66,137.5,10,31.666666666666668
12784.0,111.78,1,111.78,111.78,51,276.0,11,0.0
12787.0,10.96,3,17.68,4.16,16,76.0,11,91.5
12790.0,38.07,1,38.07,38.07,17,156.0,5,0.0
12792.0,44.79,1,44.79,44.79,23,214.0,3,0.0
12793.0,25.79,1,25.79,25.79,15,188.0,9,0.0
12794.0,41.135000000000005,2,42.68,39.59,41,277.0,10,250.0
12795.0,35.78,1,35.78,35.78,9,53.0,11,0.0
12802.0,48.0,1,48.0,48.0,24,312.0,6,0.0
12808.0,31.62,2,31.9,31.34,19,67.0,8,148.0
12809.0,59.53,1,59.53,59.53,22,213.0,6,0.0
12811.0,31.1,2,34.050000000000004,28.15,25,95.0,3,23.0
12812.0,31.03,1,31.03,31.03,15,164.0,10,0.0
12815.0,61.01,2,67.8,54.22,34,168.0,7,51.0
12816.0,51.125,2,60.2,42.05,22,59.5,6,38.0
12817.0,8.290000000000001,1,8.290000000000001,8.290000000000001,3,52.0,3,0.0
12818.0,19.75,1,19.75,19.75,7,96.0,3,0.0
12820.0,27.9975,4,42.13,17.89,54,168.5,10,94.0
12821.0,6.49,1,6.49,6.49,5,68.0,9,0.0
12822.0,48.505,2,77.02,19.99,38,229.0,9,17.0
12824.0,63.39,1,63.39,63.39,25,232.0,11,0.0
12826.0,25.48,6,39.28,10.76,56,155.0,10,53.0
12827.0,23.9,3,40.2,13.45,19,65.66666666666667,10,98.5
12828.0,24.35666666666667,6,34.45,6.24,44,81.5,8,44.6
12829.0,10.5,1,10.5,10.5,2,6.0,7,0.0
12831.0,13.05,1,13.05,13.05,6,61.0,3,0.0
12832.0,39.54,2,57.9,21.18,27,97.5,7,152.0
12833.0,64.54,1,64.54,64.54,18,147.0,7,0.0
12834.0,88.09,1,88.09,88.09,18,110.0,2,0.0
12836.0,111.845,4,133.83,70.67,129,235.25,11,78.0
12837.0,42.75,1,42.75,42.75,9,19.0,6,0.0
12838.0,130.76,1,130.76,130.76,56,125.0,6,0.0
12839.0,39.67416666666667,12,58.58,23.85,84,255.41666666666663,11,25.09090909090909
12840.0,57.5025,4,106.12,31.7,67,377.75,10,54.0
12841.0,27.889565217391304,23,69.02,1.25,195,88.3913043478261,12,15.952380952380953
12842.0,24.595,2,33.1,16.09,27,189.0,9,181.0
12843.0,38.81,7,88.59,0.85,61,93.57142857142856,10,35.666666666666664
12844.0,68.41,2,70.52,66.3,47,62.5,10,276.0
12845.0,27.395000000000003,2,48.09,6.7,23,11.5,3,22.0
12847.0,110.79,1,110.79,110.79,65,561.0,11,0.0
12849.0,49.11,2,56.23,41.99,39,201.0,8,148.0
12851.0,67.06,1,67.06,67.06,41,104.0,4,0.0
12852.0,38.35,1,38.35,38.35,15,145.0,2,0.0
12853.0,38.23166666666667,6,68.04,7.95,58,89.33333333333333,7,36.2
12854.0,88.02333333333333,3,103.5,74.95,91,179.66666666666666,12,156.5
12856.0,109.02166666666666,6,170.9,61.11,146,168.66666666666666,11,56.4
12857.0,61.625,2,81.45,41.8,32,157.0,10,142.0
12863.0,7.65,1,7.65,7.65,3,48.0,10,0.0
12864.0,0.85,1,0.85,0.85,1,12.0,7,0.0
12865.0,99.625,2,120.78,78.47,80,432.0,11,97.0
12866.0,68.96,1,68.96,68.96,22,155.0,1,0.0
12867.0,106.46,6,150.64,78.66,215,563.1666666666666,11,54.4
12868.0,40.05,5,60.47,24.4,58,161.8,12,77.0
12871.0,9.06,2,14.77,3.35,7,52.0,9,123.0
12872.0,52.78,1,52.78,52.78,27,114.0,1,0.0
12876.0,50.39,2,66.77,34.01,54,423.0,10,139.0
12877.0,20.24636363636364,11,95.95,4.25,88,83.18181818181819,11,31.5
12878.0,47.765,2,61.99,33.54,38,273.5,4,30.0
12879.0,4.213333333333334,3,9.3,0.79,5,35.333333333333336,10,23.5
12881.0,18.8,1,18.8,18.8,4,16.0,9,0.0
12882.0,35.57,2,49.56,21.58,10,70.0,11,172.0
12883.0,40.145,4,62.03,7.9,32,46.75,11,2.0
12884.0,26.89,1,26.89,26.89,6,41.0,12,0.0
12885.0,43.72,3,73.3,0.65,57,213.0,8,14.5
12886.0,101.63,2,122.56,80.7,65,310.0,4,26.0
12888.0,4.44,2,5.49,3.39,2,30.0,9,160.0
12890.0,144.72,1,144.72,144.72,77,220.0,11,0.0
12893.0,68.53,1,68.53,68.53,27,90.0,9,0.0
12895.0,22.825000000000003,2,36.2,9.45,20,103.5,10,44.0
12897.0,3.95,2,4.95,2.95,2,15.0,11,167.0
12901.0,6.156000000000001,15,15.55,0.42,24,47.0,11,18.571428571428573
12902.0,13.79,1,13.79,13.79,7,62.0,3,0.0
12904.0,65.41499999999999,2,73.53,57.3,52,121.0,11,154.0
12906.0,21.856,5,42.84,1.79,40,124.4,11,22.33333333333333
12909.0,30.29,5,42.85,1.65,59,149.0,10,53.5
12910.0,17.16625,8,36.78,2.7,40,129.25,12,27.428571428571427
12912.0,11.58,4,21.69,2.25,14,78.5,11,105.66666666666669
