Customer ID,TotItem,avgSpent,Nsessions,TotSpent,Max,Min,DistinctItem,MaxItem,MinItem,avgItemSession,avgSpentMonth,NSessionsMonth,MeanItemMonth,MaxSessionsMonth,MeanTimeGap
12363.0,372,26.31,2,52.620000000000005,36.5,16.12,22,282,90,186.0,4.385000000000001,0.1666666666666666,31.0,11,74.0
12364.0,1281,30.213333333333328,3,90.64,43.05,19.26,67,514,266,427.0,7.553333333333332,0.25,106.75,10,130.0
12365.0,172,43.870000000000005,1,43.870000000000005,43.870000000000005,43.870000000000005,20,172,172,172.0,3.6558333333333337,0.0833333333333333,14.333333333333334,2,0.0
12367.0,112,16.990000000000002,1,16.990000000000002,16.990000000000002,16.990000000000002,9,112,112,112.0,1.4158333333333335,0.0833333333333333,9.333333333333334,5,0.0
12370.0,669,86.105,2,172.21,102.87,69.34,61,419,250,334.5,14.350833333333334,0.1666666666666666,55.75,10,16.0
12371.0,508,177.98,1,177.98,177.98,177.98,58,508,508,508.0,14.831666666666663,0.0833333333333333,42.333333333333336,11,0.0
12372.0,680,33.373333333333335,3,100.12,45.93,21.53,33,366,92,226.66666666666663,8.343333333333334,0.25,56.66666666666666,11,131.0
12373.0,166,23.3,1,23.3,23.3,23.3,12,166,166,166.0,1.9416666666666669,0.0833333333333333,13.833333333333334,1,0.0
12374.0,335,69.55,1,69.55,69.55,69.55,30,335,335,335.0,5.795833333333333,0.0833333333333333,27.916666666666668,11,0.0
12375.0,146,17.72,2,35.440000000000005,27.12,8.32,13,86,60,73.0,2.953333333333333,0.1666666666666666,12.166666666666666,11,293.0
12377.0,332,68.83,1,68.83,68.83,68.83,32,332,332,332.0,5.735833333333333,0.0833333333333333,27.666666666666668,1,0.0
12378.0,2079,520.03,1,520.03,520.03,520.03,205,2079,2079,2079.0,43.33583333333333,0.0833333333333333,173.25,2,0.0
12379.0,354,41.9,2,83.8,48.04,35.76,37,194,160,177.0,6.983333333333333,0.1666666666666666,29.5,9,89.0
12380.0,884,59.695,4,238.78,79.48,26.56,71,290,117,221.0,19.898333333333333,0.3333333333333333,73.66666666666667,11,45.0
12381.0,742,37.788,5,188.94,140.82,4.5,63,516,1,148.4,15.745,0.4166666666666667,61.833333333333336,12,53.0
12383.0,418,20.3275,4,81.31,38.94,0.85,39,258,12,104.5,6.775833333333334,0.3333333333333333,34.833333333333336,12,87.33333333333333
12384.0,115,44.795,2,89.59,51.66,37.93,21,60,55,57.5,7.465833333333333,0.1666666666666666,9.583333333333334,11,34.0
12388.0,1094,43.63666666666666,6,261.82,90.4,16.89,54,423,37,182.33333333333331,21.81833333333333,0.5,91.16666666666669,11,62.2
12390.0,308,58.45,1,58.45,58.45,58.45,26,308,308,308.0,4.870833333333334,0.0833333333333333,25.666666666666668,9,0.0
12391.0,291,197.86,1,197.86,197.86,197.86,90,291,291,291.0,16.488333333333333,0.0833333333333333,24.25,11,0.0
12393.0,618,33.675,4,134.7,53.3,5.9,45,264,12,154.5,11.225,0.3333333333333333,51.5,11,97.0
12394.0,178,38.37,1,38.37,38.37,38.37,19,178,178,178.0,3.1975,0.0833333333333333,14.833333333333334,6,0.0
12395.0,953,23.504,10,235.04,41.260000000000005,9.25,64,165,30,95.3,19.58666666666667,0.8333333333333334,79.41666666666667,12,28.555555555555557
12397.0,1141,126.43,2,252.86,127.36,125.5,97,609,532,570.5,21.07166666666667,0.1666666666666666,95.08333333333331,7,107.0
12398.0,1317,128.31,1,128.31,128.31,128.31,82,1317,1317,1317.0,10.6925,0.0833333333333333,109.75,10,0.0
12399.0,699,14.6525,4,58.61,26.2,3.74,42,363,36,174.75,4.884166666666666,0.3333333333333333,58.25,12,86.66666666666667
12401.0,7,9.7,1,9.7,9.7,9.7,2,7,7,7.0,0.8083333333333332,0.0833333333333333,0.5833333333333334,9,0.0
12402.0,92,21.2,1,21.2,21.2,21.2,10,92,92,92.0,1.7666666666666666,0.0833333333333333,7.666666666666667,1,0.0
12403.0,22,9.1,1,9.1,9.1,9.1,2,22,22,22.0,0.7583333333333334,0.0833333333333333,1.8333333333333333,10,0.0
12405.0,509,131.8,1,131.8,131.8,131.8,44,509,509,509.0,10.983333333333334,0.0833333333333333,42.41666666666666,7,0.0
12406.0,1514,104.425,2,208.85,108.4,100.45,85,917,597,757.0,17.40416666666667,0.1666666666666666,126.16666666666669,11,72.0
12407.0,850,23.712,5,118.56,53.42,7.4,48,400,22,170.0,9.88,0.4166666666666667,70.83333333333333,10,53.75
12408.0,1057,38.896,5,194.48,57.81,12.8,75,320,26,211.4,16.206666666666667,0.4166666666666667,88.08333333333333,7,38.0
12409.0,533,47.98666666666667,3,143.96,111.69,4.95,28,400,1,177.66666666666666,11.996666666666668,0.25,44.41666666666666,10,7.5
12410.0,185,43.97,1,43.97,43.97,43.97,16,185,185,185.0,3.6641666666666666,0.0833333333333333,15.416666666666666,4,0.0
12412.0,728,37.98666666666667,3,113.96,51.43,25.32,41,308,180,242.66666666666663,9.496666666666668,0.25,60.66666666666666,9,47.5
12413.0,276,32.49666666666666,3,97.49,56.15,19.23,25,171,25,92.0,8.124166666666667,0.25,23.0,6,26.0
12414.0,165,10.716666666666669,3,32.15,18.95,5.6,12,64,41,55.0,2.6791666666666667,0.25,13.75,6,61.5
12415.0,1296,37.95818181818181,11,417.54,118.91,0.42,110,344,10,117.8181818181818,34.794999999999995,0.9166666666666666,108.0,11,27.3
12417.0,1227,53.43125,8,427.45,95.36,32.24,126,284,63,153.375,35.62083333333333,0.6666666666666666,102.25,10,39.857142857142854
12418.0,339,85.45,1,85.45,85.45,85.45,29,339,339,339.0,7.120833333333334,0.0833333333333333,28.25,8,0.0
12420.0,190,76.45,1,76.45,76.45,76.45,22,190,190,190.0,6.370833333333334,0.0833333333333333,15.833333333333334,7,0.0
12421.0,429,19.567500000000003,4,78.27,23.69,16.51,30,156,76,107.25,6.522500000000001,0.3333333333333333,35.75,11,101.33333333333333
12422.0,364,24.8,3,74.4,36.03,14.52,37,172,82,121.33333333333331,6.2,0.25,30.33333333333333,6,78.0
12423.0,1134,22.95142857142857,7,160.66,43.33,4.32,80,246,56,162.0,13.388333333333334,0.5833333333333334,94.5,9,41.5
12424.0,256,30.98,2,61.96,36.01,25.950000000000003,21,240,16,128.0,5.163333333333333,0.1666666666666666,21.33333333333333,6,0.0
12425.0,324,66.49,1,66.49,66.49,66.49,30,324,324,324.0,5.540833333333333,0.0833333333333333,27.0,9,0.0
12426.0,253,83.14,1,83.14,83.14,83.14,28,253,253,253.0,6.928333333333334,0.0833333333333333,21.08333333333333,5,0.0
12427.0,154,24.15,2,48.3,42.78,5.52,16,112,42,77.0,4.025,0.1666666666666666,12.833333333333334,11,39.0
12428.0,3024,83.22125,8,665.77,266.63,1.9,237,1136,60,378.0,55.48083333333333,0.6666666666666666,252.0,11,45.0
12429.0,956,62.49666666666667,3,187.49,77.62,44.79,64,384,192,318.6666666666667,15.624166666666667,0.25,79.66666666666667,11,109.0
12430.0,112,16.53,1,16.53,16.53,16.53,9,112,112,112.0,1.3775000000000002,0.0833333333333333,9.333333333333334,10,0.0
12431.0,1632,52.60333333333333,12,631.24,95.72,0.0,142,272,12,136.0,52.60333333333333,1.0,136.0,12,28.545454545454547
12432.0,830,67.7375,4,270.95,188.32,7.45,80,462,6,207.5,22.579166666666666,0.3333333333333333,69.16666666666667,10,43.333333333333336
12433.0,2559,108.514,5,542.57,158.84,1.65,134,967,12,511.8,45.21416666666667,0.4166666666666667,213.25,11,20.5
12434.0,392,86.84,2,173.68,87.98,85.7,45,315,77,196.0,14.473333333333334,0.1666666666666666,32.666666666666664,9,176.0
12435.0,40,3.9,1,3.9,3.9,3.9,2,40,40,40.0,0.325,0.0833333333333333,3.333333333333333,3,0.0
12436.0,209,44.28,1,44.28,44.28,44.28,15,209,209,209.0,3.69,0.0833333333333333,17.416666666666668,1,0.0
12437.0,2005,14.369444444444444,18,258.65,59.19,1.25,105,512,12,111.38888888888889,21.554166666666664,1.5,167.08333333333334,12,17.764705882352942
12438.0,980,100.645,2,201.29,114.92,86.37,73,560,420,490.0,16.77416666666667,0.1666666666666666,81.66666666666667,11,126.0
12442.0,181,12.08,1,12.08,12.08,12.08,11,181,181,181.0,1.0066666666666666,0.0833333333333333,15.083333333333334,6,0.0
12444.0,992,88.71600000000001,5,443.58,257.66,25.64,116,540,28,198.4,36.965,0.4166666666666667,82.66666666666667,12,43.0
12445.0,60,3.95,1,3.95,3.95,3.95,3,60,60,60.0,0.3291666666666666,0.0833333333333333,5.0,11,0.0
12446.0,333,145.25,1,145.25,145.25,145.25,49,333,333,333.0,12.104166666666666,0.0833333333333333,27.75,10,0.0
12447.0,185,67.98,1,67.98,67.98,67.98,24,185,185,185.0,5.665,0.0833333333333333,15.416666666666666,10,0.0
12448.0,239,37.94,1,37.94,37.94,37.94,20,239,239,239.0,3.161666666666666,0.0833333333333333,19.916666666666668,10,0.0
12449.0,1428,102.21,4,408.84,136.1,77.4,106,489,242,357.0,34.07,0.3333333333333333,119.0,11,94.0
12450.0,88,5.645,2,11.29,10.04,1.25,7,64,24,44.0,0.9408333333333332,0.1666666666666666,7.333333333333333,6,12.0
12451.0,4537,97.94625,8,783.57,190.49,7.5,299,1312,2,567.125,65.2975,0.6666666666666666,378.0833333333333,11,44.857142857142854
12452.0,181,50.17,1,50.17,50.17,50.17,20,181,181,181.0,4.180833333333333,0.0833333333333333,15.083333333333334,11,0.0
12453.0,473,102.91,1,102.91,102.91,102.91,43,473,473,473.0,8.575833333333334,0.0833333333333333,39.41666666666666,7,0.0
12454.0,28,12.3,1,12.3,12.3,12.3,2,28,28,28.0,1.025,0.0833333333333333,2.333333333333333,10,0.0
12455.0,796,26.388,5,131.94,66.7,6.32,65,322,32,159.2,10.995,0.4166666666666667,66.33333333333333,9,55.75
12456.0,1210,89.63666666666666,3,268.91,118.16,70.89,96,443,366,403.3333333333333,22.409166666666664,0.25,100.83333333333331,10,105.0
12457.0,492,62.43,2,124.86,80.81,44.05,44,310,182,246.0,10.405,0.1666666666666666,41.0,9,153.0
12458.0,358,31.945,2,63.89,32.0,31.89,30,192,166,179.0,5.324166666666667,0.1666666666666666,29.83333333333333,9,213.0
12461.0,280,100.56,1,100.56,100.56,100.56,33,280,280,280.0,8.38,0.0833333333333333,23.33333333333333,8,0.0
12462.0,412,59.46,2,118.92,93.43,25.49,41,271,141,206.0,9.91,0.1666666666666666,34.333333333333336,11,80.0
12463.0,764,36.29,4,145.16,42.94,22.08,62,218,163,191.0,12.096666666666666,0.3333333333333333,63.66666666666666,12,67.0
12464.0,30,2.55,4,10.2,2.55,2.55,1,12,6,7.5,0.85,0.3333333333333333,2.5,7,45.0
12465.0,425,44.46,2,88.92,48.52,40.4,43,242,183,212.5,7.41,0.1666666666666666,35.416666666666664,11,152.0
12468.0,321,37.11,2,74.22,60.95,13.27,32,199,122,160.5,6.185,0.1666666666666666,26.75,5,99.0
12471.0,4066,29.52695652173913,23,679.12,65.76,6.0,117,447,12,176.7826086956522,56.59333333333333,1.9166666666666667,338.8333333333333,11,14.545454545454545
12472.0,2840,73.00666666666666,6,438.04,135.03,16.58,171,877,88,473.3333333333333,36.50333333333333,0.5,236.66666666666663,10,53.2
12473.0,1824,81.89666666666666,3,245.69,141.05,50.54,125,1201,242,608.0,20.474166666666665,0.25,152.0,10,142.0
12474.0,4335,37.96277777777778,18,683.33,75.06,0.65,236,541,10,240.83333333333331,56.94416666666667,1.5,361.25,12,19.235294117647058
12475.0,330,86.57000000000001,1,86.57000000000001,86.57000000000001,86.57000000000001,32,330,330,330.0,7.214166666666667,0.0833333333333333,27.5,10,0.0
12476.0,1868,59.74666666666667,9,537.72,199.91,12.35,150,533,40,207.55555555555557,44.81,0.75,155.66666666666666,11,37.125
12477.0,2446,160.485,6,962.91,251.09,76.63,170,693,216,407.6666666666667,80.2425,0.5,203.83333333333331,11,43.4
12478.0,229,109.86,1,109.86,109.86,109.86,34,229,229,229.0,9.155,0.0833333333333333,19.08333333333333,6,0.0
12479.0,377,46.28,1,46.28,46.28,46.28,28,377,377,377.0,3.856666666666667,0.0833333333333333,31.416666666666668,11,0.0
12480.0,1302,84.155,4,336.62,103.0,66.5,121,363,251,325.5,28.051666666666662,0.3333333333333333,108.5,11,79.66666666666667
12481.0,2226,38.345,8,306.76,69.33,8.15,120,492,72,278.25,25.563333333333333,0.6666666666666666,185.5,11,33.42857142857143
12483.0,806,20.46857142857143,7,143.28,39.49,4.25,42,196,2,115.14285714285714,11.94,0.5833333333333334,67.16666666666667,11,47.666666666666664
12484.0,1945,199.0675,4,796.27,267.02,127.92,238,651,317,486.25,66.35583333333334,0.3333333333333333,162.08333333333334,8,46.333333333333336
12488.0,480,50.620000000000005,3,151.86,65.69,20.74,43,267,54,160.0,12.655,0.25,40.0,11,33.0
12489.0,95,34.77,1,34.77,34.77,34.77,11,95,95,95.0,2.8975000000000004,0.0833333333333333,7.916666666666667,7,0.0
12490.0,2665,44.017,10,440.17,71.2,17.76,124,538,110,266.5,36.68083333333333,0.8333333333333334,222.08333333333331,11,34.666666666666664
12491.0,183,60.2,1,60.2,60.2,60.2,23,183,183,183.0,5.016666666666667,0.0833333333333333,15.25,1,0.0
12492.0,190,15.475,2,30.95,19.94,11.01,18,122,68,95.0,2.579166666666667,0.1666666666666666,15.833333333333334,8,47.0
12493.0,167,20.51,2,41.02,26.1,14.92,16,85,82,83.5,3.418333333333333,0.1666666666666666,13.916666666666666,6,32.0
12494.0,676,24.618,5,123.09,52.16,8.68,57,206,76,135.2,10.2575,0.4166666666666667,56.333333333333336,11,80.25
12497.0,24,0.85,1,0.85,0.85,0.85,1,24,24,24.0,0.0708333333333333,0.0833333333333333,2.0,9,0.0
12498.0,156,20.183333333333334,3,60.55,44.2,7.2,20,80,9,52.0,5.045833333333333,0.25,13.0,11,18.0
12500.0,223,12.36125,8,98.89,30.89,2.95,25,71,1,27.875,8.240833333333333,0.6666666666666666,18.58333333333333,10,35.142857142857146
12501.0,1620,275.63,1,275.63,275.63,275.63,139,1620,1620,1620.0,22.969166666666663,0.0833333333333333,135.0,7,0.0
12502.0,654,93.082,5,465.41,145.98,62.4,82,156,74,130.8,38.78416666666666,0.4166666666666667,54.5,6,23.75
12504.0,48,2.5,1,2.5,2.5,2.5,2,48,48,48.0,0.2083333333333333,0.0833333333333333,4.0,9,0.0
12506.0,23,73.5,1,73.5,73.5,73.5,23,23,23,23.0,6.125,0.0833333333333333,1.9166666666666667,4,0.0
12507.0,190,9.433333333333334,3,28.3,24.05,0.0,11,168,11,63.333333333333336,2.3583333333333334,0.25,15.833333333333334,7,82.0
12508.0,271,59.16,2,118.32,84.06,34.26,57,202,69,135.5,9.86,0.1666666666666666,22.58333333333333,11,33.0
12509.0,50,12.45,1,12.45,12.45,12.45,5,50,50,50.0,1.0375,0.0833333333333333,4.166666666666667,2,0.0
12510.0,299,40.65,2,81.3,67.6,13.7,28,291,8,149.5,6.775,0.1666666666666666,24.916666666666668,7,183.0
12512.0,96,40.925,2,81.85,72.65,9.2,31,92,4,48.0,6.820833333333334,0.1666666666666666,8.0,4,0.0
12513.0,456,45.57,1,45.57,45.57,45.57,33,456,456,456.0,3.7975,0.0833333333333333,38.0,8,0.0
12514.0,422,112.79,1,112.79,112.79,112.79,46,422,422,422.0,9.399166666666666,0.0833333333333333,35.166666666666664,3,0.0
12516.0,186,7.82,2,15.64,11.27,4.37,10,122,64,93.0,1.3033333333333337,0.1666666666666666,15.5,12,74.0
12517.0,1348,146.885,4,587.54,288.57,47.54,229,414,208,337.0,48.961666666666666,0.3333333333333333,112.33333333333331,11,92.66666666666667
12518.0,1296,43.282,5,216.41,55.14,33.17,80,320,185,259.2,18.034166666666668,0.4166666666666667,108.0,12,27.75
12519.0,168,26.09,1,26.09,26.09,26.09,15,168,168,168.0,2.174166666666667,0.0833333333333333,14.0,7,0.0
12520.0,1401,60.378,5,301.89,118.87,19.44,115,606,120,280.2,25.1575,0.4166666666666667,116.75,11,55.75
12521.0,305,80.89,1,80.89,80.89,80.89,36,305,305,305.0,6.740833333333334,0.0833333333333333,25.416666666666668,7,0.0
12522.0,92,11.985,2,23.97,14.1,9.87,9,64,28,46.0,1.9975000000000005,0.1666666666666666,7.666666666666667,10,12.0
12523.0,783,20.78090909090909,11,228.59,35.28,8.9,66,146,24,71.18181818181819,19.049166666666668,0.9166666666666666,65.25,12,33.1
12524.0,1256,22.16375,8,177.31,43.32,2.25,77,309,12,157.0,14.775833333333331,0.6666666666666666,104.66666666666669,11,47.0
12526.0,620,52.95666666666667,3,158.87,71.79,30.3,61,316,82,206.66666666666663,13.239166666666668,0.25,51.66666666666666,10,65.0
12527.0,229,8.743333333333334,3,26.23,11.39,7.4,16,112,9,76.33333333333333,2.185833333333333,0.25,19.08333333333333,9,122.0
12528.0,701,28.98166666666667,6,173.89,55.27,19.15,39,270,42,116.83333333333331,14.490833333333336,0.5,58.41666666666666,11,60.6
12530.0,572,33.32,4,133.28,41.8,23.2,45,215,72,143.0,11.106666666666667,0.3333333333333333,47.66666666666666,11,68.0
12531.0,44,34.81,1,34.81,34.81,34.81,16,44,44,44.0,2.9008333333333334,0.0833333333333333,3.6666666666666665,11,0.0
12532.0,151,41.17,1,41.17,41.17,41.17,15,151,151,151.0,3.4308333333333336,0.0833333333333333,12.583333333333334,9,0.0
12534.0,636,121.63,1,121.63,121.63,121.63,58,636,636,636.0,10.135833333333332,0.0833333333333333,53.0,1,0.0
12535.0,205,53.975,2,107.95,70.4,37.55,23,115,90,102.5,8.995833333333334,0.1666666666666666,17.083333333333332,9,95.0
12536.0,2529,544.37,1,544.37,544.37,544.37,237,2529,2529,2529.0,45.36416666666667,0.0833333333333333,210.75,11,0.0
12538.0,187,66.56,1,66.56,66.56,66.56,20,187,187,187.0,5.546666666666667,0.0833333333333333,15.583333333333334,10,0.0
12539.0,1966,186.76,4,747.04,265.25,105.8,140,615,308,491.5,62.25333333333333,0.3333333333333333,163.83333333333334,11,98.0
12540.0,5179,49.55125,16,792.82,87.78999999999999,9.81,240,565,96,323.6875,66.06833333333333,1.3333333333333333,431.5833333333333,11,21.466666666666665
12541.0,637,30.223333333333333,3,90.67,47.64,17.240000000000002,44,256,130,212.33333333333331,7.555833333333333,0.25,53.083333333333336,10,95.5
12544.0,134,50.02,1,50.02,50.02,50.02,18,134,134,134.0,4.168333333333334,0.0833333333333333,11.166666666666666,3,0.0
12545.0,472,47.575,2,95.15,56.05,39.1,36,338,134,236.0,7.929166666666667,0.1666666666666666,39.333333333333336,9,184.0
12546.0,530,76.34,2,152.68,89.69,62.99,56,374,156,265.0,12.723333333333334,0.1666666666666666,44.16666666666666,10,31.0
12547.0,132,3.8,2,7.6,6.75,0.85,6,108,24,66.0,0.6333333333333333,0.1666666666666666,11.0,5,53.0
12548.0,48,5.6,1,5.6,5.6,5.6,4,48,48,48.0,0.4666666666666666,0.0833333333333333,4.0,6,0.0
12550.0,563,138.2,1,138.2,138.2,138.2,55,563,563,563.0,11.516666666666666,0.0833333333333333,46.91666666666666,9,0.0
12552.0,76,47.96,1,47.96,47.96,47.96,11,76,76,76.0,3.9966666666666666,0.0833333333333333,6.333333333333333,10,0.0
12553.0,1673,39.002,10,390.02,69.34,0.42,88,356,15,167.3,32.501666666666665,0.8333333333333334,139.41666666666666,12,36.888888888888886
12556.0,351,136.745,2,273.49,155.79,117.7,96,190,161,175.5,22.79083333333333,0.1666666666666666,29.25,11,18.0
12558.0,160,11.67,1,11.67,11.67,11.67,10,160,160,160.0,0.9725,0.0833333333333333,13.333333333333334,2,0.0
12559.0,205,30.23,1,30.23,30.23,30.23,16,205,205,205.0,2.5191666666666666,0.0833333333333333,17.083333333333332,1,0.0
12560.0,1045,114.555,2,229.11,153.59,75.52,86,759,286,522.5,19.0925,0.1666666666666666,87.08333333333333,7,98.0
12561.0,177,47.43,1,47.43,47.43,47.43,16,177,177,177.0,3.9525,0.0833333333333333,14.75,10,0.0
12562.0,1503,46.864285714285714,7,328.05,55.48,37.05,92,267,156,214.7142857142857,27.337499999999995,0.5833333333333334,125.25,11,51.5
12564.0,127,65.2,1,65.2,65.2,65.2,18,127,127,127.0,5.433333333333334,0.0833333333333333,10.583333333333334,3,0.0
12565.0,80,21.16,1,21.16,21.16,21.16,9,80,80,80.0,1.7633333333333334,0.0833333333333333,6.666666666666667,2,0.0
12566.0,208,27.380000000000003,1,27.380000000000003,27.380000000000003,27.380000000000003,14,208,208,208.0,2.2816666666666667,0.0833333333333333,17.333333333333332,9,0.0
12567.0,3236,111.56375,8,892.51,213.13,37.17,249,714,215,404.5,74.37583333333333,0.6666666666666666,269.6666666666667,11,32.714285714285715
12569.0,1573,11.047857142857143,28,309.34000000000003,22.09,1.17,84,244,4,56.17857142857143,25.778333333333336,2.333333333333333,131.08333333333334,12,13.076923076923077
12571.0,451,22.03,2,44.06,22.96,21.1,29,254,197,225.5,3.671666666666667,0.1666666666666666,37.583333333333336,10,23.0
12572.0,397,77.66,2,155.32,85.71000000000001,69.61,48,283,114,198.5,12.943333333333332,0.1666666666666666,33.083333333333336,10,280.0
12573.0,83,48.75,1,48.75,48.75,48.75,25,83,83,83.0,4.0625,0.0833333333333333,6.916666666666667,4,0.0
12574.0,57,29.25,1,29.25,29.25,29.25,9,57,57,57.0,2.4375,0.0833333333333333,4.75,1,0.0
12576.0,915,27.882,5,139.41,49.52,16.3,67,254,116,183.0,11.6175,0.4166666666666667,76.25,8,28.25
12577.0,332,62.675,2,125.35,64.2,61.15,74,304,28,166.0,10.445833333333333,0.1666666666666666,27.666666666666668,4,0.0
12578.0,1141,137.775,2,275.55,172.6,102.95,107,741,400,570.5,22.9625,0.1666666666666666,95.08333333333331,11,309.0
12579.0,280,53.32,1,53.32,53.32,53.32,26,280,280,280.0,4.443333333333333,0.0833333333333333,23.33333333333333,9,0.0
12580.0,236,44.58,1,44.58,44.58,44.58,23,236,236,236.0,3.715,0.0833333333333333,19.666666666666668,7,0.0
12581.0,159,15.44,1,15.44,15.44,15.44,13,159,159,159.0,1.2866666666666666,0.0833333333333333,13.25,10,0.0
12582.0,200,17.16,2,34.32,19.85,14.47,18,140,60,100.0,2.86,0.1666666666666666,16.666666666666668,4,50.0
12583.0,2673,26.72357142857143,14,374.13,54.14,9.48,93,347,68,190.92857142857144,31.1775,1.1666666666666667,222.75,12,15.461538461538462
12584.0,354,45.125,8,361.0,76.34,14.85,30,77,16,44.25,30.08333333333333,0.6666666666666666,29.5,11,33.285714285714285
12585.0,128,40.28,1,40.28,40.28,40.28,13,128,128,128.0,3.356666666666667,0.0833333333333333,10.666666666666666,4,0.0
12586.0,78,35.7,1,35.7,35.7,35.7,10,78,78,78.0,2.975,0.0833333333333333,6.5,11,0.0
12587.0,50,6.24,1,6.24,6.24,6.24,3,50,50,50.0,0.52,0.0833333333333333,4.166666666666667,2,0.0
12588.0,43,13.65,1,13.65,13.65,13.65,5,43,43,43.0,1.1375,0.0833333333333333,3.583333333333333,10,0.0
12589.0,288,21.45,2,42.9,35.01,7.89,22,208,80,144.0,3.575,0.1666666666666666,24.0,11,116.0
12590.0,278,64.79,1,64.79,64.79,64.79,14,278,278,278.0,5.399166666666667,0.0833333333333333,23.166666666666668,12,0.0
12591.0,222,50.4,1,50.4,50.4,50.4,23,222,222,222.0,4.2,0.0833333333333333,18.5,1,0.0
12592.0,228,10.95,2,21.9,12.2,9.7,9,124,104,114.0,1.825,0.1666666666666666,19.0,10,57.0
12593.0,204,12.566666666666668,3,37.7,20.6,8.25,13,98,52,68.0,3.141666666666667,0.25,17.0,8,98.0
12594.0,1331,29.35125,8,234.81,62.650000000000006,1.79,45,289,24,166.375,19.5675,0.6666666666666666,110.91666666666669,10,39.42857142857143
12596.0,236,21.405,2,42.81,25.43,17.38,18,152,84,118.0,3.5675000000000003,0.1666666666666666,19.666666666666668,11,16.0
12597.0,1723,101.9075,4,407.63,195.29,26.56,153,1096,75,430.75,33.969166666666666,0.3333333333333333,143.58333333333334,11,83.0
12598.0,1387,33.52428571428572,7,234.67,69.18,12.46,74,310,124,198.14285714285717,19.555833333333336,0.5833333333333334,115.58333333333331,11,54.5
12599.0,816,8.145714285714286,7,57.02,12.59,3.8,31,214,30,116.57142857142856,4.751666666666667,0.5833333333333334,68.0,11,42.166666666666664
12600.0,590,18.31625,8,146.53,24.83,8.84,29,110,24,73.75,12.210833333333332,0.6666666666666666,49.16666666666666,11,36.285714285714285
12601.0,203,10.052,5,50.26,18.65,1.45,19,86,12,40.6,4.1883333333333335,0.4166666666666667,16.916666666666668,11,60.0
12602.0,160,11.7,1,11.7,11.7,11.7,11,160,160,160.0,0.975,0.0833333333333333,13.333333333333334,12,0.0
12603.0,1,0.0,1,0.0,0.0,0.0,1,1,1,1.0,0.0,0.0833333333333333,0.0833333333333333,11,0.0
12604.0,200,11.73,2,23.46,15.3,8.16,14,136,64,100.0,1.955,0.1666666666666666,16.666666666666668,9,182.0
12607.0,1191,200.33,1,200.33,200.33,200.33,99,1191,1191,1191.0,16.694166666666668,0.0833333333333333,99.25,10,0.0
12609.0,543,52.09666666666667,3,156.29,80.39,28.62,54,221,128,181.0,13.024166666666668,0.25,45.25,9,120.0
12610.0,1022,49.7175,4,198.87,112.63,10.45,73,442,164,255.5,16.5725,0.3333333333333333,85.16666666666667,11,64.33333333333333
12611.0,634,135.71,1,135.71,135.71,135.71,60,634,634,634.0,11.309166666666668,0.0833333333333333,52.833333333333336,10,0.0
