Customer ID,TotItem,avgSpent,Nsessions,TotSpent,Max,Min,DistinctItem,MaxItem,MinItem,avgSpentItem,avgSpentMonth
12425.0,555,125.63,1,125.63,125.63,125.63,53,555,555,555.0,10.469166666666672
12426.0,322,137.82,1,137.82,137.82,137.82,46,322,322,322.0,11.485
12427.0,68,22.75,1,22.75,22.75,22.75,8,68,68,68.0,1.8958333333333333
12429.0,809,28.092,5,140.46,61.17,2.55,49,403,12,161.8,11.705
12431.0,1493,44.24,12,530.88,152.46,6.35,121,470,8,124.41666666666667,44.24
12433.0,3542,90.28200000000001,5,451.41,139.53,0.6,140,1022,31,708.4,37.6175
12434.0,137,58.17,1,58.17,58.17,58.17,19,137,137,137.0,4.847500000000001
12435.0,765,41.19,3,123.57,51.1,33.8,43,328,137,255.0,10.297500000000001
12437.0,3803,33.44555555555556,18,602.02,116.13,3.0,193,1471,34,211.27777777777777,50.16833333333333
12439.0,32,9.24,1,9.24,9.24,9.24,4,32,32,32.0,0.77
12440.0,73,28.83,1,28.83,28.83,28.83,9,73,73,73.0,2.4025000000000003
12441.0,120,22.71,1,22.71,22.71,22.71,10,120,120,120.0,1.8925
12445.0,144,55.34,1,55.34,55.34,55.34,20,144,144,144.0,4.611666666666667
12450.0,310,16.08,3,48.24,20.45,7.7,23,132,68,103.33333333333333,4.0200000000000005
12451.0,1912,87.85666666666668,3,263.57,195.67,4.19,130,1444,34,637.3333333333334,21.96416666666666
12455.0,454,28.290000000000006,3,84.87,44.48,12.63,36,228,101,151.33333333333334,7.072500000000001
12457.0,138,46.95,1,46.95,46.95,46.95,15,138,138,138.0,3.9125
12458.0,474,41.85,2,83.7,50.21,33.49,42,283,191,237.0,6.975000000000001
12459.0,205,42.1,1,42.1,42.1,42.1,19,205,205,205.0,3.508333333333333
12460.0,162,34.01,1,34.01,34.01,34.01,14,162,162,162.0,2.8341666666666665
12467.0,129,14.56,1,14.56,14.56,14.56,9,129,129,129.0,1.2133333333333334
12468.0,1171,56.14666666666667,3,168.44,85.34,39.16,85,587,263,390.3333333333333,14.036666666666667
12469.0,516,156.25,1,156.25,156.25,156.25,61,516,516,516.0,13.020833333333334
12470.0,93,61.65,1,61.65,61.65,61.65,21,93,93,93.0,5.1375
12471.0,6041,31.070000000000004,38,1180.66,70.89,1.27,132,568,4,158.97368421052633,98.38833333333334
12472.0,5539,74.17666666666666,12,890.12,163.43,23.14,264,1108,130,461.5833333333333,74.17666666666668
12474.0,2842,45.09727272727272,11,496.07,83.2,8.27,186,624,54,258.3636363636364,41.33916666666667
12475.0,230,49.39,1,49.39,49.39,49.39,22,230,230,230.0,4.115833333333334
12476.0,2651,96.6657142857143,7,676.66,155.83,3.95,194,708,1,378.7142857142857,56.38833333333334
12477.0,1990,272.82666666666665,3,818.48,319.08,225.44,194,795,592,663.3333333333334,68.20666666666665
12480.0,842,55.91,3,167.73,87.9,30.39,68,370,210,280.6666666666667,13.977500000000001
12481.0,2096,48.105,6,288.63,129.82,7.75,107,1030,82,349.3333333333333,24.052500000000006
12482.0,412,4.365384615384615,13,56.75,12.3,1.25,5,55,12,31.692307692307693,4.729166666666667
12483.0,665,12.511111111111115,9,112.6,21.4,3.9,32,108,24,73.88888888888889,9.383333333333333
12484.0,738,51.032,5,255.16,117.69,1.25,102,365,5,147.6,21.263333333333335
12485.0,374,63.85,1,63.85,63.85,63.85,31,374,374,374.0,5.3208333333333355
12486.0,358,123.91,1,123.91,123.91,123.91,42,358,358,358.0,10.325833333333335
12490.0,1886,39.821111111111115,9,358.39,54.74,22.65,102,257,117,209.55555555555554,29.86583333333334
12492.0,241,33.55,1,33.55,33.55,33.55,19,241,241,241.0,2.7958333333333325
12494.0,225,16.2,4,64.8,33.25,1.65,26,152,3,56.25,5.399999999999999
12495.0,124,40.0,1,40.0,40.0,40.0,14,124,124,124.0,3.3333333333333335
12496.0,30,9.635,2,19.27,18.02,1.25,10,29,1,15.0,1.6058333333333332
12499.0,214,35.33,1,35.33,35.33,35.33,23,214,214,214.0,2.9441666666666664
12500.0,466,29.89428571428571,7,209.26,94.7,9.65,60,203,3,66.57142857142857,17.438333333333333
12504.0,126,3.475,2,6.95,4.85,2.1,6,120,6,63.0,0.5791666666666666
12505.0,302,89.55,1,89.55,89.55,89.55,35,302,302,302.0,7.4624999999999995
12507.0,317,39.05,1,39.05,39.05,39.05,23,317,317,317.0,3.254166666666667
12510.0,858,52.6025,4,210.41,83.99,0.85,69,362,20,214.5,17.534166666666668
12511.0,1476,450.07,1,450.07,450.07,450.07,168,1476,1476,1476.0,37.50583333333332
12514.0,388,50.81,1,50.81,50.81,50.81,32,388,388,388.0,4.234166666666668
12515.0,120,29.55,1,29.55,29.55,29.55,11,120,120,120.0,2.4625
12516.0,560,23.375,2,46.75,29.2,17.55,31,322,238,280.0,3.8958333333333326
12519.0,162,53.74,1,53.74,53.74,53.74,20,162,162,162.0,4.4783333333333335
12523.0,1173,30.08272727272728,11,330.91,60.59,4.25,88,255,2,106.63636363636364,27.575833333333335
12524.0,551,23.1125,4,92.45,70.25,1.65,40,315,24,137.75,7.704166666666668
12525.0,497,40.85333333333333,3,122.56,67.76,13.85,53,277,90,165.66666666666666,10.213333333333333
12527.0,184,10.7,1,10.7,10.7,10.7,10,184,184,184.0,0.8916666666666665
12529.0,190,43.96,1,43.96,43.96,43.96,19,190,190,190.0,3.6633333333333344
12530.0,845,25.554000000000002,5,127.77,30.5,22.96,56,222,63,169.0,10.6475
12531.0,1060,207.3,1,207.3,207.3,207.3,106,1060,1060,1060.0,17.275000000000002
12533.0,214,57.09,1,57.09,57.09,57.09,25,214,214,214.0,4.7575
12537.0,445,75.73,1,75.73,75.73,75.73,41,445,445,445.0,6.3108333333333375
12538.0,106,27.32,1,27.32,27.32,27.32,10,106,106,106.0,2.276666666666667
12539.0,337,44.56,1,44.56,44.56,44.56,22,337,337,337.0,3.7133333333333343
12540.0,3606,37.89857142857143,14,530.58,84.02,8.41,156,699,66,257.57142857142856,44.215
12542.0,423,35.9,2,71.8,56.26,15.54,35,350,73,211.5,5.983333333333332
12543.0,460,69.7,1,69.7,69.7,69.7,38,460,460,460.0,5.8083333333333345
12547.0,174,12.07,1,12.07,12.07,12.07,12,174,174,174.0,1.0058333333333334
12549.0,622,14.954,5,74.77,34.82,5.0,33,263,1,124.4,6.230833333333333
12551.0,100,16.8,1,16.8,16.8,16.8,10,100,100,100.0,1.4000000000000001
12553.0,339,57.08,2,114.16,57.09,57.07,33,170,169,169.5,9.513333333333335
12554.0,233,52.98,1,52.98,52.98,52.98,23,233,233,233.0,4.415000000000001
12562.0,330,32.275,2,64.55,42.2,22.35,26,176,154,165.0,5.379166666666666
12563.0,112,22.98,1,22.98,22.98,22.98,12,112,112,112.0,1.9149999999999998
12567.0,1582,66.36714285714285,7,464.57,131.58,23.0,130,529,92,226.0,38.71416666666668
12568.0,45,2.52,1,2.52,2.52,2.52,3,45,45,45.0,0.21
12573.0,323,50.645,4,202.58,74.81,25.34,81,146,37,80.75,16.88166666666667
12575.0,273,38.785,2,77.57,52.33,25.24,30,155,118,136.5,6.464166666666667
12576.0,488,34.80333333333333,3,104.41,50.65,26.41,48,225,123,162.66666666666666,8.700833333333334
12577.0,647,69.65,5,348.25,117.72,20.45,179,233,10,129.4,29.020833333333332
12578.0,648,57.28,2,114.56,66.09,48.47,47,456,192,324.0,9.546666666666669
12580.0,298,70.4,1,70.4,70.4,70.4,32,298,298,298.0,5.86666666666667
12582.0,572,100.1,2,200.2,145.32,54.88,69,361,211,286.0,16.683333333333334
12583.0,2646,27.65,12,331.8,41.25,12.75,77,396,87,220.5,27.650000000000002
12585.0,858,112.13,1,112.13,112.13,112.13,60,858,858,858.0,9.344166666666672
12586.0,411,80.58500000000002,2,161.17000000000004,86.3,74.87,45,244,167,205.5,13.430833333333334
12588.0,366,25.56,2,51.12,32.85,18.27,21,198,168,183.0,4.260000000000001
12589.0,1394,69.5575,4,278.23,104.0,38.89,88,379,299,348.5,23.185833333333335
12591.0,409,45.35,2,90.7,78.35000000000002,12.35,32,376,33,204.5,7.558333333333334
12592.0,570,20.71,2,41.42,20.71,20.71,19,285,285,285.0,3.4516666666666675
12594.0,677,32.656,5,163.28,68.05,12.2,56,236,86,135.4,13.60666666666667
12595.0,136,31.18,1,31.18,31.18,31.18,14,136,136,136.0,2.598333333333333
12598.0,616,44.30666666666667,3,132.92,74.28,2.54,58,359,16,205.33333333333334,11.076666666666666
12599.0,920,10.111666666666666,6,60.67,23.5,3.15,32,346,44,153.33333333333334,5.055833333333332
12600.0,528,18.934,10,189.34,37.34,4.57,28,128,1,52.8,15.778333333333334
12601.0,42,5.05,1,5.05,5.05,5.05,3,42,42,42.0,0.42083333333333334
12605.0,922,35.36,3,106.08,52.24,18.22,62,405,147,307.3333333333333,8.840000000000002
12608.0,83,22.4,1,22.4,22.4,22.4,12,83,83,83.0,1.8666666666666665
12609.0,736,47.67,5,238.35,63.6,17.1,69,202,72,147.2,19.8625
12613.0,891,62.2375,4,248.95,76.69,40.64,79,378,132,222.75,20.74583333333334
12615.0,1718,78.31,4,313.24,130.53,17.89,130,609,103,429.5,26.103333333333342
12616.0,208,43.05,1,43.05,43.05,43.05,19,208,208,208.0,3.5875
12619.0,139,12.73,1,12.73,12.73,12.73,9,139,139,139.0,1.0608333333333333
12621.0,2844,32.38764705882353,17,550.59,76.34,2.55,157,425,12,167.2941176470588,45.8825
12623.0,1565,54.43333333333334,6,326.6,120.71,29.65,103,698,114,260.8333333333333,27.216666666666672
12625.0,1411,65.85,2,131.7,76.03,55.67,74,898,513,705.5,10.975000000000001
12629.0,589,26.925,2,53.85,28.94,24.91,36,295,294,294.5,4.487500000000001
12631.0,1345,73.42399999999999,5,367.12,114.94,2.55,99,463,6,269.0,30.59333333333333
12632.0,481,20.495,2,40.99,24.79,16.2,29,305,176,240.5,3.415833333333334
12633.0,1731,134.24,3,402.72,248.93,67.05,163,1170,258,577.0,33.559999999999995
12634.0,336,25.55,1,25.55,25.55,25.55,19,336,336,336.0,2.129166666666667
12635.0,728,71.525,2,143.05,77.7,65.35,71,498,230,364.0,11.920833333333333
12637.0,1124,110.605,4,442.42,176.84,58.64,154,388,112,281.0,36.86833333333332
12638.0,78,9.25,1,9.25,9.25,9.25,7,78,78,78.0,0.7708333333333331
12639.0,387,39.445,2,78.89,55.37,23.52,35,245,142,193.5,6.574166666666668
12644.0,695,64.69,3,194.07,95.77,25.1,68,332,42,231.66666666666666,16.172500000000003
12645.0,995,39.0375,4,156.15,46.43,33.65,70,292,218,248.75,13.012500000000001
12647.0,3800,36.01791666666667,24,864.4300000000002,112.04,1.7,198,383,2,158.33333333333334,72.03583333333334
12648.0,301,39.25666666666667,3,117.77,66.95,18.37,29,181,56,100.33333333333333,9.814166666666669
12649.0,925,29.0675,4,116.27,34.78,21.65,66,307,158,231.25,9.689166666666667
12651.0,187,13.666666666666664,3,41.0,16.4,12.05,21,78,31,62.333333333333336,3.4166666666666665
12652.0,31,15.0,1,15.0,15.0,15.0,3,31,31,31.0,1.25
12653.0,540,89.28,1,89.28,89.28,89.28,35,540,540,540.0,7.439999999999999
12655.0,76,49.95,1,49.95,49.95,49.95,13,76,76,76.0,4.1625000000000005
12656.0,1062,92.70666666666666,3,278.12,148.7,48.5,101,501,221,354.0,23.176666666666666
12661.0,216,9.65,1,9.65,9.65,9.65,11,216,216,216.0,0.8041666666666666
12662.0,1495,37.28,10,372.8,65.08,21.5,88,258,87,149.5,31.066666666666674
12663.0,34,10.65,2,21.3,16.35,4.95,6,31,3,17.0,1.7750000000000001
12665.0,126,13.575,2,27.15,19.0,8.15,12,74,52,63.0,2.2624999999999997
12666.0,306,74.35,1,74.35,74.35,74.35,27,306,306,306.0,6.195833333333333
12668.0,3498,154.36166666666662,6,926.17,231.42,43.76,221,1096,205,583.0,77.1808333333333
12670.0,204,31.405,2,62.81,32.95,29.86,17,156,48,102.0,5.234166666666667
12671.0,576,87.76100000000001,1,87.76100000000001,87.76100000000001,87.76100000000001,31,576,576,576.0,7.313416666666668
12672.0,57,36.75,1,36.75,36.75,36.75,10,57,57,57.0,3.0625
12673.0,306,66.75,1,66.75,66.75,66.75,29,306,306,306.0,5.562500000000001
12675.0,310,245.32,1,245.32,245.32,245.32,97,310,310,310.0,20.443333333333328
12676.0,806,21.3175,4,85.27,28.45,13.9,40,401,73,201.5,7.105833333333334
12677.0,174,24.575,2,49.15,26.65,22.5,12,100,74,87.0,4.095833333333334
12678.0,650,11.301428571428573,7,79.11,26.45,2.5,35,182,3,92.85714285714286,6.5925
12681.0,8985,61.25571428571429,28,1715.16,148.5,10.84,352,937,53,320.89285714285717,142.93
12682.0,4607,54.23947368421052,19,1030.55,110.34,12.2,178,462,130,242.47368421052633,85.87916666666668
12683.0,1443,36.32833333333335,6,217.97,54.64,16.77,93,544,103,240.5,18.164166666666667
12686.0,106,4.81,1,4.81,4.81,4.81,6,106,106,106.0,0.4008333333333334
12687.0,1230,260.32,1,260.32,260.32,260.32,119,1230,1230,1230.0,21.693333333333317
12691.0,76,12.45,2,24.9,13.85,11.05,7,48,28,38.0,2.075
12692.0,36,40.6,1,40.6,40.6,40.6,13,36,36,36.0,3.383333333333334
12693.0,259,26.6,3,79.8,60.01,7.65,30,187,12,86.33333333333333,6.650000000000001
12694.0,437,48.32,1,48.32,48.32,48.32,32,437,437,437.0,4.026666666666667
12695.0,221,35.85333333333333,3,107.56,58.04,10.44,25,149,10,73.66666666666667,8.963333333333333
12696.0,561,40.695,2,81.39,46.34,35.05,42,358,203,280.5,6.7825000000000015
12698.0,102,29.950000000000006,1,29.950000000000006,29.950000000000006,29.950000000000006,12,102,102,102.0,2.495833333333333
12699.0,366,77.66,1,77.66,77.66,77.66,38,366,366,366.0,6.471666666666668
12701.0,916,50.125,4,200.5,71.48,18.43,76,361,114,229.0,16.708333333333332
12703.0,394,28.52,3,85.56,64.96,9.25,40,307,37,131.33333333333334,7.13
12705.0,3373,92.63666666666668,6,555.82,152.04,35.0,202,1209,59,562.1666666666666,46.31833333333335
12708.0,1013,32.24375,8,257.95,48.9,23.09,63,166,88,126.625,21.495833333333334
12709.0,2126,25.39133333333333,15,380.87,57.6,0.85,92,340,21,141.73333333333332,31.739166666666673
12711.0,667,58.28,2,116.56,59.75,56.81,53,363,304,333.5,9.713333333333336
12712.0,861,34.25333333333334,9,308.2800000000001,57.85,20.14,78,156,50,95.66666666666667,25.69
12714.0,4270,136.01833333333335,6,816.11,194.46,65.77,287,909,366,711.6666666666666,68.00916666666666
12717.0,93,45.39,1,45.39,45.39,45.39,15,93,93,93.0,3.7825
12720.0,1738,49.54833333333334,6,297.29,100.78,5.050000000000002,126,569,2,289.6666666666667,24.774166666666673
12721.0,768,77.44333333333333,3,232.33,109.45,40.75,74,417,128,256.0,19.360833333333336
12724.0,562,44.28333333333333,3,132.85,70.35,29.1,54,280,132,187.33333333333334,11.070833333333333
12725.0,784,88.97333333333331,3,266.92,104.82,70.5,81,356,162,261.3333333333333,22.24333333333334
12726.0,696,9.648,5,48.24,30.79,1.25,27,412,20,139.2,4.0200000000000005
12727.0,699,39.17666666666667,3,117.53,54.39,21.92,41,324,168,233.0,9.794166666666671
12728.0,121,30.57,1,30.57,30.57,30.57,13,121,121,121.0,2.5475000000000008
12730.0,216,151.6,1,151.6,151.6,151.6,40,216,216,216.0,12.633333333333333
12731.0,1654,57.424,5,287.12,94.44,37.96,59,708,128,330.8,23.926666666666673
12733.0,640,101.77,3,305.31,166.84,59.9,94,366,118,213.33333333333334,25.442500000000006
12734.0,175,13.43,3,40.29,25.45,4.74,13,88,36,58.333333333333336,3.3575
12738.0,144,7.0,1,7.0,7.0,7.0,8,144,144,144.0,0.5833333333333333
12739.0,413,91.5,1,91.5,91.5,91.5,37,413,413,413.0,7.625000000000003
12741.0,213,25.53,1,25.53,25.53,25.53,15,213,213,213.0,2.127500000000001
12742.0,783,114.06,1,114.06,114.06,114.06,65,783,783,783.0,9.504999999999997
12744.0,1198,69.3075,4,277.23,123.79,10.9,95,698,60,299.5,23.102500000000003
12745.0,299,13.56,2,27.12,17.87,9.25,13,195,104,149.5,2.2600000000000002
12746.0,97,59.1,1,59.1,59.1,59.1,17,97,97,97.0,4.925000000000001
12747.0,1144,29.50357142857143,14,413.05,56.19,6.29,51,125,24,81.71428571428571,34.420833333333334
12748.0,9599,37.61121428571428,140,5265.57,265.47,0.1,1293,855,1,68.56428571428572,438.79750000000007
12749.0,795,78.41,4,313.64,119.29,40.85,89,368,22,198.75,26.13666666666667
12751.0,189,113.71,1,113.71,113.71,113.71,61,189,189,189.0,9.475833333333336
12753.0,209,36.64,1,36.64,36.64,36.64,10,209,209,209.0,3.053333333333334
12755.0,238,10.306666666666667,9,92.76,34.06,2.95,31,76,1,26.444444444444443,7.7299999999999995
12758.0,1279,57.52500000000001,4,230.1,117.51,1.69,79,652,16,319.75,19.175000000000004
12759.0,1955,80.01,4,320.04,140.4,45.56,125,726,308,488.75,26.670000000000005
12760.0,196,47.56,1,47.56,47.56,47.56,20,196,196,196.0,3.9633333333333334
12761.0,265,53.15,1,53.15,53.15,53.15,23,265,265,265.0,4.429166666666668
12763.0,196,28.99,1,28.99,28.99,28.99,16,196,196,196.0,2.415833333333333
12764.0,71,36.55,1,36.55,36.55,36.55,11,71,71,71.0,3.045833333333333
12765.0,854,12.98,6,77.88,26.19,4.949999999999998,46,264,72,142.33333333333334,6.489999999999999
12766.0,1721,115.94,4,463.76,188.48,41.9,186,913,154,430.25,38.64666666666667
12767.0,466,86.91,1,86.91,86.91,86.91,40,466,466,466.0,7.242500000000001
12768.0,54,29.700000000000006,1,29.700000000000006,29.700000000000006,29.700000000000006,9,54,54,54.0,2.475
12770.0,88,24.4,1,24.4,24.4,24.4,4,88,88,88.0,2.033333333333333
12771.0,96,28.45,1,28.45,28.45,28.45,11,96,96,96.0,2.370833333333333
12773.0,49,10.66,1,10.66,10.66,10.66,5,49,49,49.0,0.8883333333333333
12774.0,52,8.8,1,8.8,8.8,8.8,5,52,52,52.0,0.7333333333333334
12775.0,132,10.395,2,20.79,15.54,5.25,10,92,40,66.0,1.7325
12776.0,45,2.12,1,2.12,2.12,2.12,3,45,45,45.0,0.17666666666666667
12777.0,230,54.05,1,54.05,54.05,54.05,21,230,230,230.0,4.504166666666667
12778.0,660,29.12,3,87.36,37.36,15.1,49,278,118,220.0,7.2799999999999985
12779.0,1071,33.765,6,202.59,75.81,5.15,61,280,72,178.5,16.882500000000004
12780.0,184,34.95,1,34.95,34.95,34.95,16,184,184,184.0,2.9125
12782.0,1102,52.27857142857143,7,365.95,88.95,8.450000000000001,97,307,8,157.42857142857142,30.495833333333337
12784.0,562,167.57,1,167.57,167.57,167.57,64,562,562,562.0,13.964166666666662
12785.0,267,32.075,2,64.15,41.5,22.65,24,139,128,133.5,5.345833333333334
12786.0,224,38.3,1,38.3,38.3,38.3,15,224,224,224.0,3.191666666666667
12787.0,248,40.13,1,40.13,40.13,40.13,23,248,248,248.0,3.3441666666666676
12788.0,190,11.775,4,47.1,18.85,4.6,19,74,16,47.5,3.9250000000000003
12789.0,30,4.95,2,9.9,4.95,4.95,1,15,15,15.0,0.8250000000000001
12790.0,131,21.63,1,21.63,21.63,21.63,11,131,131,131.0,1.8025000000000002
12791.0,203,18.556666666666665,3,55.67,18.94,17.79,14,68,67,67.66666666666667,4.639166666666666
12792.0,172,50.09,1,50.09,50.09,50.09,19,172,172,172.0,4.174166666666666
12793.0,228,28.025,2,56.05,45.65,10.4,22,164,64,114.0,4.670833333333333
12797.0,209,40.235,2,80.47,51.55,28.92,24,115,94,104.5,6.705833333333334
12798.0,79,15.77,1,15.77,15.77,15.77,13,79,79,79.0,1.3141666666666665
12799.0,136,25.6,1,25.6,25.6,25.6,14,136,136,136.0,2.1333333333333333
12800.0,281,37.23,2,74.46000000000002,55.57,18.89,30,197,84,140.5,6.205000000000001
12801.0,409,114.98,1,114.98,114.98,114.98,43,409,409,409.0,9.58166666666667
12802.0,1172,49.765,4,199.06,97.35,30.46,83,483,161,293.0,16.588333333333328
12803.0,735,81.64,1,81.64,81.64,81.64,51,735,735,735.0,6.803333333333335
12804.0,266,52.33,2,104.66,82.02,22.64,57,168,98,133.0,8.721666666666673
12805.0,505,33.1625,4,132.65,47.6,24.15,42,216,86,126.25,11.054166666666665
12806.0,444,35.2,2,70.4,62.15,8.25,38,344,100,222.0,5.866666666666668
12807.0,136,18.45,1,18.45,18.45,18.45,11,136,136,136.0,1.5374999999999999
12808.0,184,19.116666666666667,3,57.35,31.1,12.1,24,95,37,61.333333333333336,4.779166666666667
12809.0,275,86.12,2,172.24,107.39,64.85,43,186,89,137.5,14.353333333333333
12810.0,341,30.44,2,60.88,35.27,25.61,31,243,98,170.5,5.073333333333334
12811.0,202,30.0,2,60.0,37.6,22.4,22,106,96,101.0,5.0
12813.0,573,19.966666666666672,3,59.9,36.45,7.1,32,337,60,191.0,4.991666666666667
12817.0,164,31.195,2,62.39,33.7,28.69,15,122,42,82.0,5.199166666666667
12819.0,168,31.72,1,31.72,31.72,31.72,13,168,168,168.0,2.643333333333333
12820.0,893,24.91666666666667,6,149.5,31.85,19.97,69,270,39,148.83333333333334,12.458333333333334
12821.0,92,16.29,1,16.29,16.29,16.29,7,92,92,92.0,1.3575
12825.0,118,25.42,2,50.84,26.25,24.59,13,71,47,59.0,4.236666666666667
12826.0,668,25.772,5,128.86,41.09,11.55,47,222,64,133.6,10.738333333333332
12829.0,32,14.78,2,29.56,15.9,13.66,6,28,4,16.0,2.4633333333333334
12831.0,118,10.75,2,21.5,18.7,2.8,11,82,36,59.0,1.7916666666666667
12835.0,1691,49.03555555555556,36,1765.28,115.63,1.69,114,145,2,46.97222222222222,147.10666666666665
12836.0,981,54.261,10,542.61,137.73,3.9,129,270,24,98.1,45.21750000000001
12837.0,159,198.97,1,198.97,198.97,198.97,66,159,159,159.0,16.580833333333327
12838.0,1194,65.19555555555556,9,586.76,140.18,11.44,162,222,35,132.66666666666666,48.896666666666675
12839.0,2450,43.193999999999996,10,431.94,86.48,18.85,92,397,122,245.0,35.995
12840.0,549,44.25,3,132.75,65.21,17.25,54,259,104,183.0,11.0625
12841.0,1657,33.048235294117646,17,561.82,64.07000000000001,6.45,142,202,30,97.47058823529412,46.818333333333335
12842.0,132,25.7,1,25.7,25.7,25.7,10,132,132,132.0,2.141666666666666
12843.0,613,10.095625,16,161.53,26.4,1.65,37,126,1,38.3125,13.460833333333333
